scenario_id,method,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,solver_status,scheduled_fraction,solve_time_s,mean_decision_latency_ms,p95_decision_latency_ms,seed,decision_calls
real_5004,edf,10313.982421875,11623.576171875,-161.64238281250002,161.64238281250002,10152.3400390625,3.32,0.44,0.0,0.0,,,,,,,,
real_5004,carbon_greedy,10498.4794921875,11247.9765625,-199.20234375,199.20234375,10299.2771484375,10.86,0.58,0.0,0.0,,,,,,,,
real_5004,heft,10087.482161077838,11438.999138066403,-180.1000861933597,180.1000861933597,9907.38207488448,13.04,0.58,0.0,0.0,50.0,,,,,,,
real_5004,random,11103.2783203125,12309.60546875,-93.03945312500001,93.03945312500001,11010.2388671875,16.56,0.62,0.0,0.0,,,,,,,,
real_5004,cpsat,9978.49893435962,11426.577586372361,-181.3422413627639,181.3422413627639,9797.156692996858,8.08,0.58,0.0,0.0,,OPTIMAL,1.0,15.3834496,,,,
real_5005,s1_zero_delay,11740.078125,11682.7255859375,-155.72744140625002,155.72744140625002,11584.35068359375,3.86,0.0,0.0,0.0,,,,,,,,
real_5005,s2_single_dc_temporal,11745.41015625,11823.5419921875,-141.64580078125002,141.64580078125002,11603.76435546875,10.48,0.0,0.0,0.0,,,,,,,,
real_5005,greedy_spatiotemporal,11137.25,11705.6923828125,-153.43076171875,153.43076171875,10983.81923828125,12.3,0.48,0.0,0.0,,,,,,,,
real_5005,edf,11899.794921875,12039.39453125,-120.060546875,120.060546875,11779.734375,3.86,0.58,0.0,0.0,,,,,,,,
real_5005,carbon_greedy,11691.0068359375,11120.7724609375,-211.92275390625002,211.92275390625002,11479.08408203125,10.56,0.32,0.0,0.0,,,,,,,,
real_5005,heft,11137.249659463756,11705.692610303504,-153.4307389696496,153.4307389696496,10983.818920494106,12.3,0.48,0.0,0.0,50.0,,,,,,,
real_5005,random,12279.0712890625,12331.4482421875,-90.85517578125001,90.85517578125001,12188.21611328125,15.76,0.66,0.0,0.0,,,,,,,,
real_5005,cpsat,11083.01038275002,11676.916994256686,-156.3083005743314,156.3083005743314,10926.702082175689,10.52,0.48,0.0,0.0,,OPTIMAL,1.0,22.329920700000002,,,,
real_5006,s1_zero_delay,11844.4150390625,13959.4033203125,71.94033203125001,0.0,11916.35537109375,3.24,0.0,0.0,0.0,,,,,,,,
real_5006,s2_single_dc_temporal,11947.677734375,13934.630859375,69.4630859375,0.0,12017.1408203125,8.82,0.0,0.0,0.0,,,,,,,,
real_5006,greedy_spatiotemporal,11283.0146484375,13437.5693359375,19.756933593750002,0.0,11302.77158203125,12.9,0.76,0.0,0.0,,,,,,,,
real_5006,edf,11562.49609375,13357.048828125,11.704882812500001,0.0,11574.2009765625,3.24,0.5,0.0,0.0,,,,,,,,
real_5006,carbon_greedy,11817.310546875,13035.009765625,-20.4990234375,20.4990234375,11796.8115234375,13.18,0.68,0.0,0.0,,,,,,,,
real_5006,heft,11280.537983494201,13423.90741486074,18.390741486073967,0.0,11298.928724980275,12.58,0.78,0.0,0.0,50.0,,,,,,,
real_5006,random,12016.037109375,13733.599609375,49.359960937500006,0.0,12065.3970703125,15.0,0.62,0.0,0.0,,,,,,,,
real_5006,cpsat,11233.463182390653,13280.416747483912,4.041674748391233,0.0,11237.504857139043,8.38,0.7,0.0,0.0,,OPTIMAL,1.0,22.423119500000002,,,,
real_5007,s1_zero_delay,11482.7861328125,10104.6865234375,-313.53134765625003,313.53134765625003,11169.25478515625,3.36,0.0,0.0,0.0,,,,,,,,
real_5007,s2_single_dc_temporal,11394.4482421875,9840.03515625,-339.996484375,339.996484375,11054.4517578125,9.58,0.0,0.0,0.0,,,,,,,,
real_5007,greedy_spatiotemporal,10576.09765625,9647.0478515625,-359.29521484375005,359.29521484375005,10216.80244140625,9.96,0.66,0.0,0.0,,,,,,,,
real_5007,edf,10948.7783203125,9779.1083984375,-346.08916015625005,346.08916015625005,10602.68916015625,3.36,0.36,0.0,0.0,,,,,,,,
real_5007,carbon_greedy,11973.888671875,8923.904296875,-431.6095703125,431.6095703125,11542.2791015625,15.0,0.58,0.0,0.0,,,,,,,,
real_5007,heft,10576.097482328554,9647.047462911663,-359.2952537088337,359.2952537088337,10216.802228619721,9.96,0.66,0.0,0.0,50.0,,,,,,,
real_5007,random,11836.517578125,10192.80859375,-304.719140625,304.719140625,11531.7984375,16.68,0.7,0.0,0.0,,,,,,,,
real_5007,cpsat,10567.950869620077,9650.371475947379,-358.96285240526214,358.96285240526214,10208.988017214815,9.4,0.66,0.0,0.0,,OPTIMAL,1.0,12.1187242,,,,
real_5008,s1_zero_delay,11876.6103515625,13391.521484375,15.152148437500001,0.0,11891.7625,3.9,0.0,0.0,0.0,,,,,,,,
real_5008,s2_single_dc_temporal,11753.27734375,13374.27734375,13.427734375,0.0,11766.705078125,11.52,0.0,0.0,0.0,,,,,,,,
real_5008,greedy_spatiotemporal,11146.37109375,12210.01953125,-102.998046875,102.998046875,11043.373046875,9.76,0.7,0.0,0.0,,,,,,,,
real_5008,edf,11493.5126953125,12739.474609375,-50.0525390625,50.0525390625,11443.46015625,3.9,0.6,0.0,0.0,,,,,,,,
real_5008,carbon_greedy,11601.498046875,12083.1171875,-115.68828125,115.68828125,11485.809765625,11.4,0.66,0.0,0.0,,,,,,,,
real_5008,heft,11146.371402210596,12210.019286883522,-102.9980713116478,102.9980713116478,11043.373330898949,9.76,0.7,0.0,0.0,50.0,,,,,,,
real_5008,random,12029.7861328125,13022.1728515625,-21.78271484375,21.78271484375,12008.00341796875,15.18,0.74,0.0,0.0,,,,,,,,
real_5008,cpsat,11033.050954922663,12219.026247684746,-102.09737523152545,102.09737523152545,10930.953579691137,8.3,0.72,0.0,0.0,,FEASIBLE,1.0,30.207608,,,,
real_5009,s1_zero_delay,11153.697265625,12284.41015625,-95.55898437500001,95.55898437500001,11058.13828125,3.9,0.0,0.0,0.0,,,,,,,,
real_5009,s2_single_dc_temporal,11132.2880859375,12269.3076171875,-97.06923828125001,97.06923828125001,11035.21884765625,11.64,0.0,0.0,0.0,,,,,,,,
real_5009,greedy_spatiotemporal,10559.41015625,12111.595703125,-112.8404296875,112.8404296875,10446.5697265625,9.46,0.4,0.0,0.0,,,,,,,,
real_5009,edf,10797.873046875,12223.4873046875,-101.65126953125001,101.65126953125001,10696.22177734375,3.9,0.28,0.0,0.0,,,,,,,,
real_5009,carbon_greedy,12090.72265625,11605.427734375,-163.4572265625,163.4572265625,11927.2654296875,16.14,0.32,0.0,0.0,,,,,,,,
real_5009,heft,10559.410036882507,12111.595636301436,-112.84043636985643,112.84043636985643,10446.569600512652,9.46,0.4,0.0,0.0,50.0,,,,,,,
real_5009,random,11947.6611328125,13444.275390625,20.427539062500003,0.0,11968.088671875,16.86,0.74,0.0,0.0,,,,,,,,
real_5009,cpsat,10454.155995591296,12147.4287197759,-109.25712802240997,109.25712802240997,10344.898867568887,6.86,0.44,0.0,0.0,,FEASIBLE,1.0,30.190031800000003,,,,
real_5010,s1_zero_delay,11390.470703125,12289.33984375,-95.066015625,95.066015625,11295.4046875,3.8,0.0,0.0,0.0,,,,,,,,
real_5010,s2_single_dc_temporal,11404.2529296875,12048.4970703125,-119.15029296875001,119.15029296875001,11285.10263671875,10.14,0.0,0.0,0.0,,,,,,,,
real_5010,greedy_spatiotemporal,10610.2587890625,11936.576171875,-130.3423828125,130.3423828125,10479.91640625,8.24,0.54,0.0,0.0,,,,,,,,
real_5010,edf,11133.560546875,11576.2421875,-166.37578125000002,166.37578125000002,10967.184765625,3.8,0.5,0.0,0.0,,,,,,,,
real_5010,carbon_greedy,11411.845703125,11099.3203125,-214.06796875,214.06796875,11197.777734375,14.16,0.7,0.0,0.0,,,,,,,,
real_5010,heft,10610.259002964054,11936.576300641367,-130.34236993586327,130.34236993586327,10479.916633028191,8.24,0.54,0.0,0.0,50.0,,,,,,,
real_5010,random,11737.7890625,12162.177734375,-107.7822265625,107.7822265625,11630.0068359375,14.62,0.68,0.0,0.0,,,,,,,,
real_5010,cpsat,10567.685470215216,12021.36539101364,-121.863460898636,121.863460898636,10445.82200931658,6.68,0.56,0.0,0.0,,FEASIBLE,1.0,30.228707200000002,,,,
real_5011,s1_zero_delay,11890.88671875,11312.044921875,-192.7955078125,192.7955078125,11698.0912109375,3.74,0.0,0.0,0.0,,,,,,,,
real_5011,s2_single_dc_temporal,11895.34375,11263.416015625,-197.6583984375,197.6583984375,11697.6853515625,10.5,0.0,0.0,0.0,,,,,,,,
real_5011,greedy_spatiotemporal,11078.0390625,11299.7314453125,-194.02685546875,194.02685546875,10884.01220703125,10.64,0.82,0.0,0.0,,,,,,,,
real_5011,edf,11231.00390625,10974.9072265625,-226.50927734375,226.50927734375,11004.49462890625,3.74,0.42,0.0,0.0,,,,,,,,
real_5011,carbon_greedy,12019.2109375,10454.7802734375,-278.52197265625,278.52197265625,11740.68896484375,9.14,0.64,0.0,0.0,,,,,,,,
real_5011,heft,11078.039149018321,11299.73126249798,-194.02687375020196,194.02687375020196,10884.01227526812,10.64,0.82,0.0,0.0,50.0,,,,,,,
real_5011,random,12385.4921875,11448.73828125,-179.126171875,179.126171875,12206.366015625,16.62,0.64,0.0,0.0,,,,,,,,
real_5011,cpsat,10705.2590153375,11330.172663541853,-190.98273364581473,190.98273364581473,10514.276281691686,6.62,0.84,0.0,0.0,,OPTIMAL,1.0,9.636484300000001,,,,
real_5012,s1_zero_delay,11652.1845703125,11104.076171875,-213.5923828125,213.5923828125,11438.5921875,3.3,0.0,0.0,0.0,,,,,,,,
real_5012,s2_single_dc_temporal,11553.248046875,11188.140625,-205.18593750000002,205.18593750000002,11348.062109375,7.66,0.0,0.0,0.0,,,,,,,,
real_5012,greedy_spatiotemporal,10722.654296875,9653.466796875,-358.6533203125,358.6533203125,10364.0009765625,7.1,0.88,0.0,0.0,,,,,,,,
real_5012,edf,10828.4697265625,9869.26171875,-337.07382812500003,337.07382812500003,10491.3958984375,3.3,0.64,0.0,0.0,,,,,,,,
real_5012,carbon_greedy,11557.828125,9499.86328125,-374.013671875,374.013671875,11183.814453125,11.68,0.84,0.0,0.0,,,,,,,,
real_5012,heft,10722.653941515468,9653.467155746417,-358.6532844253583,358.6532844253583,10364.00065709011,7.1,0.88,0.0,0.0,50.0,,,,,,,
real_5012,random,12207.173828125,10774.74609375,-246.525390625,246.525390625,11960.6484375,17.74,0.7,0.0,0.0,,,,,,,,
real_5012,cpsat,10672.688432468165,9647.105431204662,-359.2894568795339,359.2894568795339,10313.39897558863,5.6,0.88,0.0,0.0,,FEASIBLE,1.0,30.174580300000002,,,,
real_5013,s1_zero_delay,11374.9951171875,13172.435546875,-6.7564453125,6.7564453125,11368.238671875,4.22,0.0,0.0,0.0,,,,,,,,
real_5013,s2_single_dc_temporal,11412.8212890625,13130.890625,-10.910937500000001,10.910937500000001,11401.9103515625,9.64,0.0,0.0,0.0,,,,,,,,
real_5013,greedy_spatiotemporal,10720.375,11674.98046875,-156.501953125,156.501953125,10563.873046875,11.98,0.76,0.0,0.0,,,,,,,,
real_5013,edf,11116.296875,11827.49609375,-141.250390625,141.250390625,10975.046484375,4.22,0.58,0.0,0.0,,,,,,,,
real_5013,carbon_greedy,11736.083984375,10892.333984375,-234.7666015625,234.7666015625,11501.3173828125,17.62,0.8,0.0,0.0,,,,,,,,
real_5013,heft,10720.374970934135,11674.98063791266,-156.50193620873398,156.50193620873398,10563.873034725402,11.98,0.76,0.0,0.0,50.0,,,,,,,
real_5013,random,11964.158203125,12853.970703125,-38.6029296875,38.6029296875,11925.5552734375,17.16,0.62,0.0,0.0,,,,,,,,
real_5013,cpsat,10547.642205589387,11669.503145116925,-157.0496854883075,157.0496854883075,10390.59252010108,9.62,0.76,0.0,0.0,,FEASIBLE,1.0,30.222274100000003,,,,
real_5014,s1_zero_delay,12408.189453125,13292.2236328125,5.222363281250001,0.0,12413.41181640625,4.14,0.0,0.0,0.0,,,,,,,,
real_5014,s2_single_dc_temporal,12346.09375,13352.244140625,11.224414062500001,0.0,12357.3181640625,9.04,0.0,0.0,0.0,,,,,,,,
real_5014,greedy_spatiotemporal,11612.1357421875,12914.9951171875,-32.50048828125,32.50048828125,11579.63525390625,13.94,0.9,0.0,0.0,,,,,,,,
real_5014,edf,12340.1689453125,12336.5732421875,-90.34267578125001,90.34267578125001,12249.82626953125,4.14,0.5,0.0,0.0,,,,,,,,
real_5014,carbon_greedy,12545.267578125,11857.59375,-138.240625,138.240625,12407.026953125,9.34,0.72,0.0,0.0,,,,,,,,
real_5014,heft,11612.13541379063,12914.995324655862,-32.500467534413836,32.500467534413836,11579.634946256216,13.94,0.9,0.0,0.0,50.0,,,,,,,
real_5014,random,12744.77734375,12979.3798828125,-26.06201171875,26.06201171875,12718.71533203125,17.26,0.72,0.0,0.0,,,,,,,,
real_5014,cpsat,11440.70636349039,13073.885663173905,-16.61143368260946,16.61143368260946,11424.09492980778,10.9,0.94,0.0,0.0,,OPTIMAL,1.0,20.2246056,,,,
real_5015,s1_zero_delay,11885.9267578125,12562.3359375,-67.76640625,67.76640625,11818.1603515625,3.96,0.0,0.0,0.0,,,,,,,,
real_5015,s2_single_dc_temporal,11928.490234375,12584.6357421875,-65.53642578125,65.53642578125,11862.95380859375,8.52,0.0,0.0,0.0,,,,,,,,
real_5015,greedy_spatiotemporal,10869.447265625,11743.5751953125,-149.64248046875,149.64248046875,10719.80478515625,7.02,0.68,0.0,0.0,,,,,,,,
real_5015,edf,11109.9658203125,11445.0126953125,-179.49873046875,179.49873046875,10930.46708984375,3.96,0.58,0.0,0.0,,,,,,,,
real_5015,carbon_greedy,12141.8525390625,10648.603515625,-259.1396484375,259.1396484375,11882.712890625,13.44,0.76,0.0,0.0,,,,,,,,
real_5015,heft,10869.447372918534,11743.575306596496,-149.64246934035037,149.64246934035037,10719.804903578184,7.02,0.68,0.0,0.0,50.0,,,,,,,
real_5015,random,12168.89453125,12473.4716796875,-76.65283203125,76.65283203125,12092.24169921875,12.06,0.6,0.0,0.0,,,,,,,,
real_5015,cpsat,10814.591150390752,11826.343854164767,-141.36561458352335,141.36561458352335,10673.225535807229,5.52,0.68,0.0,0.0,,FEASIBLE,1.0,30.158338200000003,,,,
real_5016,s1_zero_delay,11285.345703125,13825.9326171875,58.59326171875,0.0,11343.93896484375,3.4,0.0,0.0,0.0,,,,,,,,
real_5016,s2_single_dc_temporal,11390.185546875,13799.46484375,55.946484375000004,0.0,11446.13203125,9.22,0.0,0.0,0.0,,,,,,,,
real_5016,greedy_spatiotemporal,11099.07421875,13118.458984375,-12.154101562500001,12.154101562500001,11086.9201171875,9.06,0.56,0.0,0.0,,,,,,,,
real_5016,edf,11230.998046875,12719.158203125,-52.084179687500004,52.084179687500004,11178.9138671875,3.4,0.58,0.0,0.0,,,,,,,,
real_5016,carbon_greedy,11697.7041015625,12294.6640625,-94.53359375000001,94.53359375000001,11603.1705078125,14.92,0.82,0.0,0.0,,,,,,,,
real_5016,heft,11099.074527708948,13118.458287122698,-12.154171287730243,12.154171287730243,11086.920356421218,9.06,0.56,0.0,0.0,50.0,,,,,,,
real_5016,random,12082.5400390625,13763.658203125,52.365820312500006,0.0,12134.905859375,16.02,0.7,0.0,0.0,,,,,,,,
real_5016,cpsat,10932.635512363597,13063.88824040174,-17.61117595982596,17.61117595982596,10915.02433640377,6.8,0.52,0.0,0.0,,FEASIBLE,1.0,30.188538100000002,,,,
real_5017,s1_zero_delay,11257.306640625,11696.248046875,-154.3751953125,154.3751953125,11102.9314453125,3.44,0.0,0.0,0.0,,,,,,,,
real_5017,s2_single_dc_temporal,11566.994140625,11677.7822265625,-156.22177734375,156.22177734375,11410.77236328125,10.62,0.0,0.0,0.0,,,,,,,,
real_5017,greedy_spatiotemporal,10699.681640625,11000.138671875,-223.98613281250002,223.98613281250002,10475.6955078125,14.02,0.66,0.0,0.0,,,,,,,,
real_5017,edf,11090.09375,10764.330078125,-247.5669921875,247.5669921875,10842.5267578125,3.44,0.42,0.0,0.0,,,,,,,,
real_5017,carbon_greedy,12419.861328125,10334.677734375,-290.5322265625,290.5322265625,12129.3291015625,11.18,0.58,0.0,0.0,,,,,,,,
real_5017,heft,10699.681698186258,11000.13808317032,-223.98619168296793,223.98619168296793,10475.695506503289,14.02,0.66,0.0,0.0,50.0,,,,,,,
real_5017,random,11800.64453125,11689.5439453125,-155.04560546875,155.04560546875,11645.59892578125,14.68,0.76,0.0,0.0,,,,,,,,
real_5017,cpsat,10353.090689282217,10839.195888171169,-240.08041118288313,240.08041118288313,10113.010278099333,10.7,0.56,0.0,0.0,,OPTIMAL,1.0,7.859514600000001,,,,
real_5018,s1_zero_delay,11118.3046875,11194.794921875,-204.5205078125,204.5205078125,10913.7841796875,3.68,0.0,0.0,0.0,,,,,,,,
real_5018,s2_single_dc_temporal,10722.509765625,11217.357421875,-202.2642578125,202.2642578125,10520.2455078125,11.36,0.0,0.0,0.0,,,,,,,,
real_5018,greedy_spatiotemporal,10385.408203125,11090.181640625,-214.98183593750002,214.98183593750002,10170.4263671875,13.36,0.5,0.0,0.0,,,,,,,,
real_5018,edf,10692.01953125,11125.17578125,-211.482421875,211.482421875,10480.537109375,3.68,0.34,0.0,0.0,,,,,,,,
real_5018,carbon_greedy,11076.6630859375,10864.892578125,-237.5107421875,237.5107421875,10839.15234375,16.16,0.7,0.0,0.0,,,,,,,,
real_5018,heft,10376.482677125896,11113.359919537801,-212.66400804621992,212.66400804621992,10163.818669079676,12.6,0.54,0.0,0.0,50.0,,,,,,,
real_5018,random,11494.1484375,11431.03125,-180.89687500000002,180.89687500000002,11313.2515625,14.84,0.66,0.0,0.0,,,,,,,,
real_5018,cpsat,10069.032841806158,11147.492357521514,-209.25076424784856,209.25076424784856,9859.78207755831,10.24,0.5,0.0,0.0,,OPTIMAL,1.0,8.1583363,,,,
real_5019,s1_zero_delay,11452.4072265625,12526.9814453125,-71.30185546875,71.30185546875,11381.10537109375,3.48,0.0,0.0,0.0,,,,,,,,
real_5019,s2_single_dc_temporal,11499.3779296875,12570.431640625,-66.9568359375,66.9568359375,11432.42109375,7.56,0.0,0.0,0.0,,,,,,,,
real_5019,greedy_spatiotemporal,10915.806640625,11225.0830078125,-201.49169921875,201.49169921875,10714.31494140625,9.0,0.62,0.0,0.0,,,,,,,,
real_5019,edf,11169.1787109375,11226.841796875,-201.31582031250002,201.31582031250002,10967.862890625,3.48,0.42,0.0,0.0,,,,,,,,
real_5019,carbon_greedy,11677.8134765625,10894.517578125,-234.54824218750002,234.54824218750002,11443.265234375,10.9,0.58,0.0,0.0,,,,,,,,
real_5019,heft,10915.806885299859,11225.083001399846,-201.49169986001544,201.49169986001544,10714.315185439844,9.0,0.62,0.0,0.0,50.0,,,,,,,
real_5019,random,12191.1630859375,13712.6279296875,47.262792968750006,0.0,12238.42587890625,12.12,0.6,0.0,0.0,,,,,,,,
real_5019,cpsat,10877.625543643338,11114.020784761207,-212.59792152387928,212.59792152387928,10665.02762211946,8.54,0.62,0.0,0.0,,OPTIMAL,1.0,18.676772200000002,,,,
real_5020,s1_zero_delay,11469.6103515625,14136.763671875,89.6763671875,0.0,11559.28671875,3.82,0.0,0.0,0.0,,,,,,,,
real_5020,s2_single_dc_temporal,11444.12890625,14137.791015625,89.7791015625,0.0,11533.9080078125,6.72,0.0,0.0,0.0,,,,,,,,
real_5020,greedy_spatiotemporal,11232.27734375,13834.529296875,59.4529296875,0.0,11291.7302734375,7.36,0.32,0.0,0.0,,,,,,,,
real_5020,edf,11924.3095703125,13394.40625,15.440625,0.0,11939.7501953125,3.82,0.42,0.0,0.0,,,,,,,,
real_5020,carbon_greedy,12629.701171875,13031.6640625,-20.833593750000002,20.833593750000002,12608.867578125,9.3,0.6,0.0,0.0,,,,,,,,
real_5020,heft,11232.2770841608,13834.530592665034,59.453059266503445,0.0,11291.730143427303,7.36,0.32,0.0,0.0,50.0,,,,,,,
real_5020,random,12883.7802734375,14419.3193359375,117.93193359375,0.0,13001.71220703125,14.42,0.64,0.0,0.0,,,,,,,,
real_5020,cpsat,11221.159960034925,13837.463743684926,59.74637436849262,0.0,11280.906334403418,6.68,0.32,0.0,0.0,,FEASIBLE,1.0,30.1967782,,,,
real_5021,s1_zero_delay,12357.361328125,11441.416015625,-179.8583984375,179.8583984375,12177.5029296875,3.72,0.0,0.0,0.0,,,,,,,,
real_5021,s2_single_dc_temporal,11706.904296875,11362.099609375,-187.7900390625,187.7900390625,11519.1142578125,13.24,0.0,0.0,0.0,,,,,,,,
real_5021,greedy_spatiotemporal,11329.0546875,10810.24609375,-242.97539062500002,242.97539062500002,11086.079296875,12.9,0.62,0.0,0.0,,,,,,,,
real_5021,edf,11998.640625,10285.6015625,-295.43984375,295.43984375,11703.20078125,3.72,0.36,0.0,0.0,,,,,,,,
real_5021,carbon_greedy,11953.61328125,9851.22265625,-338.87773437500005,338.87773437500005,11614.735546875,16.3,0.5,0.0,0.0,,,,,,,,
real_5021,heft,11329.054699644748,10810.246156468158,-242.9753843531842,242.9753843531842,11086.079315291565,12.9,0.62,0.0,0.0,50.0,,,,,,,
real_5021,random,12109.404296875,11967.6904296875,-127.23095703125,127.23095703125,11982.17333984375,14.98,0.7,0.0,0.0,,,,,,,,
real_5021,cpsat,11352.53628515007,10259.042714994028,-298.0957285005972,298.0957285005972,11054.440556649473,11.32,0.58,0.0,0.0,,FEASIBLE,1.0,30.2685709,,,,
real_5022,s1_zero_delay,11858.33984375,10958.3984375,-228.16015625,228.16015625,11630.1796875,4.22,0.0,0.0,0.0,,,,,,,,
real_5022,s2_single_dc_temporal,11941.943359375,10827.9345703125,-241.20654296875,241.20654296875,11700.73681640625,9.56,0.0,0.0,0.0,,,,,,,,
real_5022,greedy_spatiotemporal,10884.0166015625,10157.322265625,-308.2677734375,308.2677734375,10575.748828125,14.84,0.72,0.0,0.0,,,,,,,,
real_5022,edf,11659.181640625,10476.67578125,-276.332421875,276.332421875,11382.84921875,4.22,0.36,0.0,0.0,,,,,,,,
real_5022,carbon_greedy,11771.0703125,10099.0546875,-314.09453125000005,314.09453125000005,11456.97578125,13.64,0.56,0.0,0.0,,,,,,,,
