episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,carbon_lambda
0,0,train_0009,12331.545529828909,10414.814710186773,91.48147101867727,0.0,12423.027000847585,15.88,0.74,0.0,0.0,7.0,1.3446867064643717
1,0,train_0409,12767.482162935561,10804.923174770567,130.49231747705673,0.0,12897.974480412619,17.72,0.8,0.0,0.0,7.0,1.8968592631667593
2,0,train_0355,12644.806964646226,10017.57262691238,51.75726269123807,0.0,12696.564227337465,16.5,0.74,0.0,0.0,7.0,1.1295093639490716
3,0,train_0032,12334.311191079927,10575.919549323193,107.59195493231928,0.0,12441.903146012246,18.02,0.7,0.0,0.0,7.0,1.8968592631667593
4,0,train_0545,12019.362519097507,10464.969843226421,96.49698432264213,0.0,12115.85950342015,17.46,0.58,0.0,0.0,7.0,1.8968592631667593
5,0,train_0132,12238.41106556844,10448.491019742487,94.8491019742487,0.0,12333.260167542689,18.04,0.54,0.0,0.0,7.0,1.8968592631667593
6,0,train_0153,12390.647866013027,10311.445315080717,81.14453150807168,0.0,12471.792397521098,16.7,0.74,0.0,0.0,7.0,1.8968592631667593
7,0,train_0110,12307.934339999289,10401.968088775227,90.19680887752276,0.0,12398.131148876811,17.04,0.64,0.0,0.0,7.0,1.8968592631667593
8,0,train_0200,12307.069128229026,10372.542593827788,87.25425938277877,0.0,12394.323387611805,16.48,0.6,0.0,0.0,7.0,1.8968592631667593
9,0,train_0105,12864.490852172512,10252.733088125335,75.27330881253347,0.0,12939.764160985045,16.12,0.78,0.0,0.0,7.0,1.8968592631667593
10,0,train_0208,12600.409991018383,10238.528366233526,73.8528366233526,0.0,12674.262827641736,14.78,0.66,0.0,0.0,7.0,1.8968592631667593
11,0,train_0487,12316.379009071065,10454.828655281606,95.48286552816063,0.0,12411.861874599224,14.12,0.66,0.0,0.0,7.0,1.8968592631667593
12,0,train_0270,12506.375904761553,10192.224375232845,69.2224375232845,0.0,12575.598342284837,14.38,0.66,0.0,0.0,7.0,1.8968592631667593
13,0,train_0554,12257.930895674275,10177.400958687575,67.74009586875745,0.0,12325.670991543033,14.22,0.7,0.0,0.0,7.0,1.8968592631667593
14,0,train_0269,11857.38773706575,10222.833123141245,72.28331231412449,0.0,11929.671049379875,13.18,0.72,0.0,0.0,7.0,1.8968592631667593
15,0,train_0165,12084.061589520625,10199.799495891388,69.97994958913878,0.0,12154.041539109763,16.28,0.72,0.0,0.0,7.0,1.8968592631667593
16,0,train_0473,12325.943740439776,10504.855063436296,100.48550634362965,0.0,12426.429246783406,18.72,0.7,0.0,0.0,7.0,1.8968592631667593
17,0,train_0491,12669.870028337096,10473.015530612905,97.30155306129055,0.0,12767.171581398386,15.64,0.78,0.0,0.0,7.0,1.8968592631667593
18,0,train_0517,12424.621898199675,10740.851960044929,124.0851960044929,0.0,12548.707094204168,16.92,0.72,0.0,0.0,7.0,1.8968592631667593
19,0,train_0533,11964.674075050003,10224.642531775491,72.46425317754911,0.0,12037.138328227553,17.52,0.68,0.0,0.0,7.0,1.8968592631667593
20,0,train_0015,12170.022464911897,10408.105438217364,90.81054382173643,0.0,12260.833008733634,16.22,0.74,0.0,0.0,7.0,1.8968592631667593
21,0,train_0307,12361.505429142495,10265.673075597682,76.56730755976824,0.0,12438.072736702263,16.68,0.7,0.0,0.0,7.0,1.8968592631667593
22,0,train_0160,12729.236125630556,10118.814585315133,61.881458531513275,0.0,12791.11758416207,16.5,0.7,0.0,0.0,7.0,1.8968592631667593
23,0,train_0146,12327.982881278342,10476.773969625741,97.67739696257414,0.0,12425.660278240915,15.08,0.7,0.0,0.0,7.0,1.8968592631667593
24,0,train_0144,13011.35075614146,10830.470094601074,133.04700946010743,0.0,13144.397765601569,16.06,0.66,0.0,0.0,7.0,1.8968592631667593
25,0,train_0494,11812.365321811638,10344.433133548788,84.44331335487878,0.0,11896.808635166517,17.3,0.72,0.0,0.0,7.0,1.8968592631667593
26,0,train_0475,11946.371459387474,10415.474630092996,91.54746300929965,0.0,12037.918922396773,16.06,0.7,0.0,0.0,7.0,1.8968592631667593
27,0,train_0128,12397.49270242754,10145.799663131935,64.57996631319348,0.0,12462.072668740733,15.06,0.7,0.0,0.0,7.0,1.8968592631667593
28,0,train_0245,12039.467550936492,10026.785011939251,52.67850119392515,0.0,12092.146052130416,17.16,0.6,0.0,0.0,7.0,1.8968592631667593
29,0,train_0444,12532.342495352514,10346.157986512018,84.61579865120184,0.0,12616.958294003716,16.88,0.62,0.0,0.0,7.0,1.8968592631667593
30,0,train_0088,12576.288104860983,10312.581725884134,81.25817258841344,0.0,12657.546277449397,17.5,0.74,0.0,0.0,7.0,1.8968592631667593
31,0,train_0377,12157.481769268019,10333.869170802362,83.38691708023617,0.0,12240.868686348254,15.54,0.6,0.0,0.0,7.0,1.8968592631667593
32,0,train_0263,11914.16447046438,10172.255723942211,67.22557239422113,0.0,11981.390042858602,14.9,0.76,0.0,0.0,7.0,1.8968592631667593
33,0,train_0556,12405.024645451906,10848.892884599765,134.88928845997654,0.0,12539.913933911883,13.88,0.7,0.0,0.0,7.0,1.8968592631667593
34,0,train_0443,12504.680813024934,10980.52422744352,148.05242274435204,0.0,12652.733235769287,18.36,0.7,0.0,0.0,7.0,1.8968592631667593
35,0,train_0139,12282.017595316735,10205.090396069781,70.50903960697815,0.0,12352.526634923714,14.52,0.76,0.0,0.0,7.0,1.8968592631667593
36,0,train_0501,12664.483760407784,10332.973108375216,83.2973108375216,0.0,12747.781071245305,18.64,0.72,0.0,0.0,7.0,1.8968592631667593
37,0,train_0479,13082.082095926191,10698.242969993033,119.82429699930327,0.0,13201.906392925493,16.5,0.78,0.0,0.0,7.0,1.8968592631667593
38,0,train_0127,12461.823639314196,10479.436015026926,97.94360150269259,0.0,12559.76724081689,15.32,0.7,0.0,0.0,7.0,1.8968592631667593
39,0,train_0310,12161.526749597935,10272.154744055635,77.21547440556351,0.0,12238.7422240035,15.3,0.76,0.0,0.0,7.0,1.8968592631667593
40,0,train_0476,12452.843509821905,10185.1010177253,68.51010177252992,0.0,12521.353611594435,18.54,0.72,0.0,0.0,7.0,1.8968592631667593
41,0,train_0138,12296.830511697164,10474.962431758193,97.4962431758193,0.0,12394.326754872984,17.46,0.66,0.0,0.0,7.0,1.8968592631667593
42,0,train_0146,12457.27944550071,10156.052432948778,65.60524329487781,0.0,12522.884688795588,16.3,0.74,0.0,0.0,7.0,1.8968592631667593
43,0,train_0099,11989.748549437461,10121.90926759738,62.19092675973807,0.0,12051.9394761972,18.0,0.74,0.0,0.0,7.0,1.8968592631667593
44,0,train_0004,12581.729987038061,10466.179706993506,96.61797069935056,0.0,12678.347957737411,19.96,0.66,0.0,0.0,7.0,1.8968592631667593
45,0,train_0298,12059.747208755462,9889.157787580581,38.91577875805815,0.0,12098.66298751352,15.14,0.72,0.0,0.0,7.0,1.8968592631667593
46,0,train_0009,12389.482676892581,10525.547011168459,102.5547011168459,0.0,12492.037378009427,15.52,0.68,0.0,0.0,7.0,1.8968592631667593
47,0,train_0349,12156.750175359022,10222.445059131614,72.24450591316145,0.0,12228.994681272183,16.64,0.72,0.0,0.0,7.0,1.8968592631667593
48,0,train_0249,12867.616165003796,10499.785377303331,99.97853773033313,0.0,12967.594702734128,15.72,0.66,0.0,0.0,7.0,1.8968592631667593
49,0,train_0110,12393.379946003804,10351.6003971566,85.16003971566006,0.0,12478.539985719464,18.36,0.56,0.0,0.0,7.0,1.8968592631667593
50,0,train_0217,12417.342520866949,10327.427367137821,82.74273671378215,0.0,12500.085257580731,19.1,0.54,0.0,0.0,7.0,1.8968592631667593
51,0,train_0008,12475.280293206322,10402.487399305937,90.24873993059373,0.0,12565.529033136916,14.0,0.76,0.0,0.0,7.0,1.8968592631667593
52,0,train_0086,12139.964988976097,9844.415609022097,34.44156090220968,0.0,12174.406549878306,16.96,0.72,0.0,0.0,7.0,1.8968592631667593
53,0,train_0282,12459.989951733101,9928.592453450168,42.85924534501683,0.0,12502.849197078118,16.44,0.64,0.0,0.0,7.0,1.8968592631667593
54,0,train_0046,11873.802286653154,10295.179333292686,79.51793332926864,0.0,11953.320219982423,16.82,0.62,0.0,0.0,7.0,1.8968592631667593
55,0,train_0436,12907.411910798897,10472.903654738986,97.2903654738986,0.0,13004.702276272796,16.5,0.64,0.0,0.0,7.0,1.8968592631667593
56,0,train_0154,12486.473839466225,10912.383821113315,141.23838211133153,0.0,12627.712221577556,17.54,0.58,0.0,0.0,7.0,1.8968592631667593
