episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,carbon_lambda
0,0,train_0543,12564.572548247108,10341.181982272805,84.11819822728049,0.0,12648.690746474389,15.5,0.72,0.0,0.0,5.0,0.6449628755448891
1,0,train_0366,12813.521366483767,9961.267002557543,46.12670025575426,0.0,12859.64806673952,16.36,0.68,0.0,0.0,5.0,0.6449628755448891
2,0,train_0211,12317.04091850048,10319.253918183247,81.92539181832473,0.0,12398.966310318803,15.56,0.5,0.0,0.0,5.0,0.6449628755448891
3,0,train_0229,12806.936523341867,10515.14713791238,101.51471379123797,0.0,12908.451237133104,15.9,0.64,0.0,0.0,5.0,0.6449628755448891
4,0,train_0058,11827.73692517808,10004.00617735022,50.400617735022024,0.0,11878.137542913102,13.88,0.66,0.0,0.0,5.0,0.6449628755448891
5,0,train_0360,12430.155862985723,10418.61013860651,91.86101386065093,0.0,12522.016876846374,15.5,0.72,0.0,0.0,5.0,0.6449628755448891
6,0,train_0272,12568.155079863642,10413.296416870042,91.3296416870042,0.0,12659.484721550645,13.84,0.6,0.0,0.0,5.0,0.6449628755448891
7,0,train_0578,12428.103138425613,10272.189055592065,77.21890555920655,0.0,12505.32204398482,19.1,0.7,0.0,0.0,5.0,0.6449628755448891
8,0,train_0192,12497.950041691482,10525.971682738642,102.5971682738642,0.0,12600.547209965345,16.8,0.6,0.0,0.0,5.0,0.6449628755448891
9,0,train_0117,12138.468665450222,10034.905287863105,53.49052878631046,0.0,12191.959194236533,16.66,0.78,0.0,0.0,5.0,0.6449628755448891
10,0,train_0188,12438.904895283378,10460.068562057122,96.00685620571221,0.0,12534.91175148909,15.36,0.76,0.0,0.0,5.0,0.6449628755448891
11,0,train_0202,12165.804689610064,10865.19014181315,136.51901418131493,0.0,12302.323703791379,16.78,0.56,0.0,0.0,5.0,0.6449628755448891
12,0,train_0208,12558.85014764723,10335.268235365913,83.5268235365913,0.0,12642.376971183821,15.68,0.7,0.0,0.0,5.0,0.6449628755448891
13,0,train_0341,12343.982587832732,11099.891903274322,159.98919032743217,0.0,12503.971778160165,16.84,0.62,0.0,0.0,5.0,0.6449628755448891
14,0,train_0251,12451.037221784829,10237.571633810228,73.75716338102283,0.0,12524.794385165851,14.96,0.72,0.0,0.0,5.0,0.6449628755448891
15,0,train_0323,12581.791563783485,10600.684133666062,110.0684133666062,0.0,12691.85997715009,16.66,0.64,0.0,0.0,5.0,0.6449628755448891
16,0,train_0297,12264.86824472832,10360.399871658785,86.03998716587849,0.0,12350.9082318942,13.8,0.62,0.0,0.0,5.0,0.6449628755448891
17,0,train_0441,12341.432448948695,10560.250854167187,106.0250854167187,0.0,12447.457534365414,16.06,0.64,0.0,0.0,5.0,0.6449628755448891
18,0,train_0030,12264.67819883367,10592.16323840696,109.21632384069599,0.0,12373.894522674365,15.86,0.58,0.0,0.0,5.0,0.6449628755448891
19,0,train_0258,12434.462566047314,10707.355398257385,120.7355398257385,0.0,12555.198105873053,14.8,0.72,0.0,0.0,5.0,0.6449628755448891
20,0,train_0567,12693.966124392871,11517.5069100512,201.75069100511993,0.0,12895.716815397991,16.62,0.66,0.0,0.0,5.0,0.6449628755448891
21,0,train_0034,12093.021374036554,10655.063478279248,115.50634782792477,0.0,12208.527721864479,15.34,0.72,0.0,0.0,5.0,0.6449628755448891
22,0,train_0367,12334.604914446078,10211.994823630273,71.19948236302734,0.0,12405.804396809104,15.6,0.6,0.0,0.0,5.0,0.6449628755448891
23,0,train_0099,12182.737318580033,10057.849808661658,55.784980866165824,0.0,12238.522299446198,17.42,0.8,0.0,0.0,5.0,0.6449628755448891
24,0,train_0378,12336.499302918306,10931.394397137401,143.1394397137401,0.0,12479.638742632047,16.18,0.54,0.0,0.0,5.0,0.6449628755448891
25,0,train_0454,12721.2343264812,10955.258202008434,145.52582020084338,0.0,12866.760146682043,17.72,0.54,0.0,0.0,5.0,0.6449628755448891
26,0,train_0308,12230.472094118075,10512.598055881017,101.2598055881017,0.0,12331.731899706178,16.56,0.52,0.0,0.0,5.0,0.6449628755448891
27,0,train_0407,12417.326788484188,10614.788688640505,111.4788688640505,0.0,12528.805657348239,17.44,0.68,0.0,0.0,5.0,0.6449628755448891
28,0,train_0318,12287.44487813124,10415.360336173995,91.53603361739953,0.0,12378.98091174864,16.34,0.6,0.0,0.0,5.0,0.6449628755448891
29,0,train_0420,12553.20465421564,10544.104678131884,104.41046781318838,0.0,12657.615122028828,14.4,0.78,0.0,0.0,5.0,0.6449628755448891
30,0,train_0252,12141.877252820756,10000.748166902058,50.07481669020581,0.0,12191.95206951096,15.5,0.64,0.0,0.0,5.0,0.6449628755448891
31,0,train_0063,12189.875451008009,10656.884219087835,115.6884219087835,0.0,12305.563872916793,14.5,0.64,0.0,0.0,5.0,0.6449628755448891
32,0,train_0022,12517.097651720542,10554.755752613399,105.47557526133988,0.0,12622.573226981882,18.56,0.6,0.0,0.0,5.0,0.6449628755448891
33,0,train_0027,12521.991869049018,10635.870697969676,113.58706979696763,0.0,12635.578938845985,14.08,0.56,0.0,0.0,5.0,0.6449628755448891
34,0,train_0244,12406.872369783483,10492.61586773262,99.26158677326202,0.0,12506.133956556745,17.7,0.74,0.0,0.0,5.0,0.6449628755448891
35,0,train_0559,12453.923612903625,10534.447015840706,103.44470158407057,0.0,12557.368314487696,16.86,0.62,0.0,0.0,5.0,0.6449628755448891
36,0,train_0359,12528.212126360442,10448.465644210217,94.8465644210217,0.0,12623.058690781463,16.14,0.66,0.0,0.0,5.0,0.6449628755448891
37,0,train_0253,11779.184618929929,10316.45698368189,81.64569836818902,0.0,11860.830317298118,16.82,0.72,0.0,0.0,5.0,0.6449628755448891
38,0,train_0263,12171.007443920971,9849.371729605908,34.937172960590765,0.0,12205.944616881561,15.64,0.68,0.0,0.0,5.0,0.6449628755448891
39,0,train_0020,12495.572368264084,10840.295042902713,134.02950429027132,0.0,12629.601872554354,13.8,0.64,0.0,0.0,5.0,0.6449628755448891
40,0,train_0160,12282.585345473884,10473.157598492746,97.31575984927458,0.0,12379.901105323159,17.34,0.68,0.0,0.0,5.0,0.6449628755448891
41,0,train_0131,12898.528391601974,11037.012288323669,153.70122883236692,0.0,13052.229620434342,17.46,0.8,0.0,0.0,5.0,0.6449628755448891
42,0,train_0151,12599.19413892651,10739.705498649595,123.97054986495951,0.0,12723.16468879147,14.78,0.76,0.0,0.0,5.0,0.6449628755448891
43,0,train_0293,12282.602573672526,9998.57782200841,49.85778220084103,0.0,12332.460355873367,16.34,0.64,0.0,0.0,5.0,0.6449628755448891
44,0,train_0494,12433.447874667243,10106.427012384618,60.64270123846182,0.0,12494.090575905704,15.88,0.72,0.0,0.0,5.0,0.6449628755448891
45,0,train_0193,12709.888720585492,10475.422782137008,97.54227821370078,0.0,12807.430998799193,15.22,0.52,0.0,0.0,5.0,0.6449628755448891
46,0,train_0369,12048.216532300034,10732.757595406994,123.27575954069944,0.0,12171.492291840734,13.78,0.64,0.0,0.0,5.0,0.6449628755448891
47,0,train_0061,12258.290448918915,10523.334271351527,102.33342713515268,0.0,12360.623876054067,13.78,0.68,0.0,0.0,5.0,0.6449628755448891
48,0,train_0531,12319.563732443752,10568.916592271697,106.89165922716967,0.0,12426.455391670921,16.96,0.74,0.0,0.0,5.0,0.6449628755448891
49,0,train_0495,12483.534242328298,10543.658816771036,104.36588167710362,0.0,12587.900124005402,17.64,0.68,0.0,0.0,5.0,0.6449628755448891
