episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs
35,0,train_0038,12365.491344058695,10585.013588419079,108.50135884190786,0.0,12473.992702900603,17.38,0.76,0.0,0.0,5.0
36,0,train_0514,12368.400324259866,10563.274897477886,106.3274897477886,0.0,12474.727814007656,14.14,0.68,0.0,0.0,5.0
37,0,train_0496,12338.556303504363,10381.058928589839,88.10589285898386,0.0,12426.662196363348,16.38,0.74,0.0,0.0,5.0
38,0,train_0166,12327.428675307161,9993.906909323538,49.390690932353756,0.0,12376.819366239515,15.52,0.68,0.0,0.0,5.0
39,0,train_0378,12602.10227346707,10584.628448186852,108.46284481868516,0.0,12710.565118285755,16.16,0.58,0.0,0.0,5.0
40,0,train_0099,12104.452754932805,9975.660931912062,47.566093191206164,0.0,12152.018848124011,18.0,0.66,0.0,0.0,5.0
41,0,train_0454,12789.662281422703,10889.200558138924,138.9200558138924,0.0,12928.582337236596,15.86,0.68,0.0,0.0,5.0
42,0,train_0420,12373.820176302412,10176.728914008929,67.67289140089288,0.0,12441.493067703304,14.42,0.72,0.0,0.0,5.0
43,0,train_0212,12394.29985940899,10091.246930013149,59.12469300131488,0.0,12453.424552410304,15.98,0.56,0.0,0.0,5.0
44,0,train_0040,12475.276256707453,10707.031152698599,120.7031152698599,0.0,12595.979371977313,17.7,0.58,0.0,0.0,5.0
45,0,train_0582,12833.298453974643,10320.106694243594,82.01066942435938,0.0,12915.309123399002,16.14,0.68,0.0,0.0,5.0
46,0,train_0267,12395.270565762277,9872.07962217279,37.207962217279054,0.0,12432.478527979556,17.82,0.68,0.0,0.0,5.0
47,0,train_0535,12146.582071413242,10399.969643790542,89.99696437905423,0.0,12236.579035792296,14.9,0.68,0.0,0.0,5.0
48,0,train_0406,12265.41819257124,10421.061934205449,92.10619342054488,0.0,12357.524385991785,18.14,0.72,0.0,0.0,5.0
49,0,train_0467,13104.237073481128,10872.498802991857,137.2498802991857,0.0,13241.486953780313,15.96,0.76,0.0,0.0,5.0
50,0,train_0455,13127.852326316135,10877.209461478666,137.72094614786656,0.0,13265.573272464002,17.42,0.64,0.0,0.0,5.0
51,0,train_0116,12257.069850769713,10384.77879738606,88.47787973860596,0.0,12345.547730508319,17.92,0.68,0.0,0.0,5.0
52,0,train_0218,12660.756415622276,10692.191867943056,119.21918679430564,0.0,12779.975602416582,16.56,0.74,0.0,0.0,5.0
53,0,train_0280,12440.73728566607,10429.053721880635,92.9053721880635,0.0,12533.642657854132,17.28,0.74,0.0,0.0,5.0
54,0,train_0298,12039.199089351858,10209.52309000021,70.95230900002097,0.0,12110.151398351878,14.56,0.82,0.0,0.0,5.0
55,0,train_0026,12167.014155518238,10227.687947617846,72.76879476178456,0.0,12239.782950280023,16.16,0.66,0.0,0.0,5.0
56,0,train_0327,12359.300242368523,10940.553779165399,144.05537791653987,0.0,12503.355620285063,16.02,0.64,0.0,0.0,5.0
57,0,train_0092,12660.714901901341,10518.668184101718,101.8668184101718,0.0,12762.581720311513,17.1,0.6,0.0,0.0,5.0
58,0,train_0446,12242.901853430929,10480.154786531446,98.01547865314461,0.0,12340.917332084073,15.06,0.72,0.0,0.0,5.0
59,0,train_0409,12658.652757119275,10729.299871240737,122.9299871240737,0.0,12781.582744243347,17.14,0.62,0.0,0.0,5.0
60,0,train_0553,11590.32484441342,10032.013616103499,53.20136161034989,0.0,11643.526206023771,17.7,0.7,0.0,0.0,5.0
61,0,train_0446,11995.412722663132,10372.579141963566,87.25791419635662,0.0,12082.670636859488,16.44,0.54,0.0,0.0,5.0
62,0,train_0219,12968.203090853374,10197.953122919107,69.7953122919107,0.0,13037.998403145284,15.48,0.62,0.0,0.0,5.0
63,0,train_0580,13081.53013925727,10754.772397388744,125.47723973887442,0.0,13207.007378996144,15.92,0.58,0.0,0.0,5.0
64,0,train_0246,12306.438355124725,10235.25346088934,73.52534608893403,0.0,12379.963701213659,15.8,0.56,0.0,0.0,5.0
65,0,train_0195,12716.17325135409,10880.695045060307,138.0695045060307,0.0,12854.242755860121,19.1,0.66,0.0,0.0,5.0
66,0,train_0543,12514.418651470607,10754.897144527833,125.4897144527833,0.0,12639.908365923391,15.44,0.8,0.0,0.0,5.0
67,0,train_0222,12321.977529810227,10519.625931534672,101.96259315346725,0.0,12423.940122963693,17.46,0.64,0.0,0.0,5.0
68,0,train_0045,12390.041520891424,10312.398160550334,81.23981605503342,0.0,12471.281336946457,14.16,0.7,0.0,0.0,5.0
69,0,train_0281,12544.535631130293,10606.977375407903,110.69773754079034,0.0,12655.233368671083,16.28,0.7,0.0,0.0,5.0
70,0,train_0477,12106.718506792417,10126.133438486004,62.61334384860038,0.0,12169.331850641018,13.64,0.66,0.0,0.0,5.0
71,0,train_0113,12108.895760708932,10272.901933945264,77.29019339452644,0.0,12186.18595410346,17.06,0.64,0.0,0.0,5.0
72,0,train_0277,12634.749748909477,10359.99502031742,85.99950203174194,0.0,12720.749250941219,15.76,0.68,0.0,0.0,5.0
73,0,train_0077,12128.558091222862,10303.24804364939,80.32480436493898,0.0,12208.8828955878,15.58,0.66,0.0,0.0,5.0
74,0,train_0411,12750.005003086193,10935.74890703618,143.57489070361808,0.0,12893.57989378981,16.22,0.58,0.0,0.0,5.0
75,0,train_0285,12267.724243596782,10361.018152864408,86.1018152864408,0.0,12353.826058883224,14.22,0.72,0.0,0.0,5.0
76,0,train_0198,12098.832624758628,9985.834727537356,48.58347275373563,0.0,12147.416097512363,15.28,0.68,0.0,0.0,5.0
77,0,train_0136,12634.993262161031,10088.865982229883,58.886598222988326,0.0,12693.87986038402,16.52,0.56,0.0,0.0,5.0
78,0,train_0338,12280.300417667098,10585.35275538786,108.53527553878594,0.0,12388.835693205885,14.46,0.66,0.0,0.0,5.0
79,0,train_0401,12009.522028989159,10062.212795627169,56.22127956271689,0.0,12065.743308551875,17.08,0.6,0.0,0.0,5.0
80,0,train_0564,12390.105258382093,10617.952868156694,111.79528681566936,0.0,12501.900545197763,17.46,0.68,0.0,0.0,5.0
81,0,train_0262,12577.72197607793,10796.73987605569,129.67398760556898,0.0,12707.395963683499,16.3,0.74,0.0,0.0,5.0
82,0,train_0096,12616.648284715027,10167.719621671713,66.7719621671713,0.0,12683.420246882199,16.48,0.58,0.0,0.0,5.0
83,0,train_0499,12225.268292783729,10248.690239343243,74.86902393432429,0.0,12300.137316718054,17.08,0.72,0.0,0.0,5.0
84,0,train_0377,12221.71409752076,10386.706420803583,88.67064208035828,0.0,12310.384739601119,17.5,0.58,0.0,0.0,5.0
85,0,train_0420,12221.898328318322,10699.071453100893,119.90714531008926,0.0,12341.805473628412,15.22,0.66,0.0,0.0,5.0
86,0,train_0058,11964.503177896604,10093.545975104873,59.354597510487295,0.0,12023.857775407092,15.66,0.64,0.0,0.0,5.0
87,0,train_0187,12265.699577290463,10438.732772683325,93.87327726833246,0.0,12359.572854558795,13.96,0.56,0.0,0.0,5.0
88,0,train_0460,12427.747180056787,10481.139366360472,98.11393663604723,0.0,12525.861116692835,15.2,0.72,0.0,0.0,5.0
89,0,train_0499,12099.305782654712,10338.174110213236,83.81741102132365,0.0,12183.123193676036,16.6,0.74,0.0,0.0,5.0
90,0,train_0261,12548.53966256156,10645.671613962344,114.56716139623441,0.0,12663.106823957794,16.44,0.68,0.0,0.0,5.0
91,0,train_0482,11909.425488151282,10106.678511032977,60.66785110329766,0.0,11970.09333925458,14.34,0.68,0.0,0.0,5.0
92,0,train_0505,12303.83251318384,10547.20685773079,104.72068577307891,0.0,12408.553198956917,16.9,0.54,0.0,0.0,5.0
93,0,train_0232,12421.790746674467,10457.392554711625,95.73925547116251,0.0,12517.53000214563,15.94,0.62,0.0,0.0,5.0
94,0,train_0538,12569.161708916115,10981.158442508467,148.11584425084675,0.0,12717.277553166961,15.88,0.58,0.0,0.0,5.0
95,0,train_0172,12245.86380020677,10410.606097258224,91.06060972582236,0.0,12336.924409932592,16.64,0.64,0.0,0.0,5.0
96,0,train_0143,12652.195604277444,10752.179463482064,125.21794634820635,0.0,12777.41355062565,14.52,0.64,0.0,0.0,5.0
97,0,train_0409,12526.332836050904,10791.996685726775,129.19966857267755,0.0,12655.532504623581,19.04,0.58,0.0,0.0,5.0
98,0,train_0382,12382.92413722863,10916.292451300273,141.62924513002727,0.0,12524.553382358657,16.3,0.76,0.0,0.0,5.0
99,0,train_0083,12307.42349839165,10039.935282969283,53.993528296928346,0.0,12361.41702668858,15.56,0.56,0.0,0.0,5.0
100,0,train_0499,12117.598100447696,10097.338605731433,59.73386057314329,0.0,12177.33196102084,18.2,0.54,0.0,0.0,5.0
101,0,train_0119,12028.844242517738,10500.543301135898,100.05433011358983,0.0,12128.898572631328,17.04,0.54,0.0,0.0,5.0
102,0,train_0482,11986.608309468887,10166.727414857423,66.67274148574234,0.0,12053.281050954629,14.98,0.68,0.0,0.0,5.0
103,0,train_0004,12544.733265321269,10683.901658905279,118.3901658905279,0.0,12663.123431211796,17.3,0.56,0.0,0.0,5.0
104,0,train_0478,12556.76311228417,10541.99839556064,104.19983955606403,0.0,12660.962951840234,16.88,0.82,0.0,0.0,5.0
105,0,train_0472,12360.388067641874,11068.722656267775,156.87226562677753,0.0,12517.260333268652,15.52,0.54,0.0,0.0,5.0
106,0,train_0468,12016.80255944672,10407.311355731868,90.73113557318685,0.0,12107.533695019907,15.42,0.6,0.0,0.0,5.0
107,0,train_0398,12016.314363653264,10385.992720950424,88.59927209504241,0.0,12104.913635748306,14.48,0.66,0.0,0.0,5.0
108,0,train_0282,12033.365580295742,10408.481989747957,90.84819897479575,0.0,12124.213779270538,15.8,0.72,0.0,0.0,5.0
109,0,train_0423,12039.565071090305,10323.47345252684,82.34734525268397,0.0,12121.912416342988,15.88,0.64,0.0,0.0,5.0
110,0,train_0166,12177.990019178676,10035.281826461256,53.52818264612561,0.0,12231.518201824802,14.92,0.58,0.0,0.0,5.0
111,0,train_0468,12281.885359374392,10146.513552076258,64.65135520762578,0.0,12346.536714582016,15.7,0.64,0.0,0.0,5.0
112,0,train_0333,12711.199137010955,10431.326093620692,93.13260936206916,0.0,12804.331746373024,16.5,0.78,0.0,0.0,5.0
113,0,train_0275,12593.284955942554,10211.395121104244,71.1395121104244,0.0,12664.42446805298,15.42,0.64,0.0,0.0,5.0
114,0,train_0303,12057.999903112312,10428.208640325256,92.8208640325256,0.0,12150.820767144836,16.08,0.76,0.0,0.0,5.0
115,0,train_0341,12454.327346939215,10737.887134951074,123.78871349510737,0.0,12578.116060434322,15.5,0.6,0.0,0.0,5.0
116,0,train_0022,12333.324146788673,10718.813237443439,121.8813237443439,0.0,12455.205470533017,16.2,0.56,0.0,0.0,5.0
117,0,train_0083,12110.471902323006,10497.851184054674,99.78511840546744,0.0,12210.257020728473,15.14,0.58,0.0,0.0,5.0
118,0,train_0147,12543.022081784651,10645.210730194405,114.52107301944052,0.0,12657.543154804092,17.32,0.68,0.0,0.0,5.0
119,0,train_0068,12438.068902001116,10792.13969726731,129.21396972673102,0.0,12567.282871727846,15.16,0.7,0.0,0.0,5.0
120,0,train_0263,12134.686414792972,9972.13556652388,47.21355665238807,0.0,12181.89997144536,15.04,0.64,0.0,0.0,5.0
121,0,train_0401,12093.880182388413,10114.651253324286,61.465125332428585,0.0,12155.345307720841,17.2,0.52,0.0,0.0,5.0
122,0,train_0392,12634.288060734752,10441.726769764562,94.17267697645622,0.0,12728.460737711208,15.24,0.58,0.0,0.0,5.0
123,0,train_0282,12171.591605312127,10237.904419243669,73.79044192436686,0.0,12245.382047236493,15.68,0.5,0.0,0.0,5.0
124,0,train_0513,12270.01363854672,10596.374333664793,109.63743336647931,0.0,12379.651071913198,15.84,0.62,0.0,0.0,5.0
125,0,train_0339,12867.240547506704,10304.328181048877,80.4328181048877,0.0,12947.673365611592,16.58,0.72,0.0,0.0,5.0
126,0,train_0047,12383.235229480804,10163.279786047038,66.32797860470383,0.0,12449.563208085508,14.42,0.78,0.0,0.0,5.0
127,0,train_0458,12728.012701516436,10699.200306484718,119.92003064847177,0.0,12847.932732164907,15.28,0.72,0.0,0.0,5.0
128,0,train_0344,12586.156703148356,10510.797892717022,101.07978927170225,0.0,12687.236492420057,14.34,0.58,0.0,0.0,5.0
129,0,train_0380,12243.23800129048,10268.184553213428,76.81845532134285,0.0,12320.056456611823,16.82,0.78,0.0,0.0,5.0
130,0,train_0339,12585.862346000227,10842.0738425569,134.20738425569,0.0,12720.069730255917,16.52,0.64,0.0,0.0,5.0
131,0,train_0332,12299.586844431096,10105.265431596472,60.52654315964719,0.0,12360.113387590744,16.68,0.6,0.0,0.0,5.0
132,0,train_0054,12459.104791227932,10358.500415845421,85.85004158454213,0.0,12544.954832812475,15.56,0.62,0.0,0.0,5.0
133,0,train_0335,12585.550962869333,10846.774908295745,134.67749082957454,0.0,12720.228453698906,17.62,0.58,0.0,0.0,5.0
134,0,train_0476,12246.535209061753,10569.215227487073,106.92152274870733,0.0,12353.45673181046,18.12,0.68,0.0,0.0,5.0
135,0,train_0182,12943.81993501384,10467.442601740557,96.74426017405568,0.0,13040.564195187895,15.72,0.6,0.0,0.0,5.0
136,0,train_0361,12628.049603131614,10787.48873179484,128.74887317948398,0.0,12756.798476311098,14.24,0.64,0.0,0.0,5.0
137,0,train_0018,12219.553059987797,10394.196890583891,89.41968905838912,0.0,12308.972749046186,16.28,0.66,0.0,0.0,5.0
138,0,train_0208,12423.924643912856,10408.65996659941,90.86599665994109,0.0,12514.790640572797,14.32,0.62,0.0,0.0,5.0
139,0,train_0262,12450.039961587147,10575.3445841735,107.53445841734992,0.0,12557.574420004497,16.22,0.64,0.0,0.0,5.0
140,0,train_0589,12359.8327618837,10058.912876410734,55.89128764107336,0.0,12415.724049524773,16.94,0.72,0.0,0.0,5.0
141,0,train_0128,12163.505629496172,10119.77215656868,61.97721565686807,0.0,12225.482845153041,15.42,0.78,0.0,0.0,5.0
142,0,train_0165,12151.393913165946,10405.949014587743,90.59490145877426,0.0,12241.988814624721,15.22,0.54,0.0,0.0,5.0
143,0,train_0245,12008.448671725037,10305.43830219678,80.54383021967806,0.0,12088.992501944715,15.46,0.76,0.0,0.0,5.0
144,0,train_0595,12269.799178172845,9939.750094702184,43.97500947021836,0.0,12313.774187643063,15.68,0.6,0.0,0.0,5.0
145,0,train_0512,12507.280380581633,10148.582124087956,64.8582124087956,0.0,12572.138592990428,14.94,0.7,0.0,0.0,5.0
146,0,train_0020,13032.301691430952,10513.8908530878,101.38908530877998,0.0,13133.690776739732,15.36,0.66,0.0,0.0,5.0
147,0,train_0140,12126.069779373027,10524.544296847984,102.45442968479838,0.0,12228.524209057825,15.06,0.7,0.0,0.0,5.0
148,0,train_0493,11760.813783898939,10584.033936123116,108.40339361231163,0.0,11869.217177511251,17.14,0.62,0.0,0.0,5.0
149,0,train_0034,12368.652657151779,10573.321760685947,107.33217606859472,0.0,12475.984833220373,15.44,0.68,0.0,0.0,5.0
150,0,train_0513,12115.666700363276,10610.49057731346,111.04905773134597,0.0,12226.715758094622,15.48,0.7,0.0,0.0,5.0
151,0,train_0168,12523.994530271744,10797.709679166219,129.77096791662188,0.0,12653.765498188366,17.1,0.74,0.0,0.0,5.0
152,0,train_0550,12479.468463491641,10056.756786085523,55.67567860855234,0.0,12535.144142100193,18.14,0.68,0.0,0.0,5.0
153,0,train_0176,12708.201053318107,10857.454978786645,135.74549787866454,0.0,12843.946551196772,14.92,0.6,0.0,0.0,5.0
154,0,train_0260,11992.195426368851,10460.67935673767,96.067935673767,0.0,12088.263362042619,16.92,0.78,0.0,0.0,5.0
155,0,train_0397,12328.041107554576,10256.315372707693,75.63153727076933,0.0,12403.672644825345,16.3,0.66,0.0,0.0,5.0
156,0,train_0075,12374.754420477211,10697.400058432675,119.74000584326751,0.0,12494.494426320478,15.94,0.64,0.0,0.0,5.0
157,0,train_0334,12373.419455868674,10534.998815236693,103.49988152366933,0.0,12476.919337392343,17.28,0.72,0.0,0.0,5.0
158,0,train_0303,12249.96016061688,10320.52324362432,82.05232436243205,0.0,12332.012484979312,16.3,0.64,0.0,0.0,5.0
159,0,train_0470,12049.529963938174,10342.524517953865,84.25245179538652,0.0,12133.78241573356,16.16,0.58,0.0,0.0,5.0
160,0,train_0597,12354.288570056391,10213.182172848332,71.3182172848332,0.0,12425.606787341225,16.5,0.46,0.0,0.0,5.0
161,0,train_0398,11843.80726838662,10178.11052125182,67.81105212518196,0.0,11911.618320511801,14.72,0.7,0.0,0.0,5.0
162,0,train_0245,11904.903478907418,10147.07103258243,64.70710325824294,0.0,11969.61058216566,13.94,0.58,0.0,0.0,5.0
163,0,train_0243,12336.180238263834,10481.574620789754,98.15746207897537,0.0,12434.33770034281,16.86,0.64,0.0,0.0,5.0
164,0,train_0250,12309.345258882242,10522.460137134221,102.24601371342214,0.0,12411.591272595664,16.7,0.52,0.0,0.0,5.0
165,0,train_0488,12240.233777813472,10453.615750440615,95.36157504406147,0.0,12335.595352857534,14.92,0.76,0.0,0.0,5.0
166,0,train_0192,12676.11362360639,10561.976682840661,106.1976682840661,0.0,12782.311291890457,18.72,0.66,0.0,0.0,5.0
167,0,train_0100,11723.817136550511,10081.80029147803,58.180029147803,0.0,11781.997165698314,15.44,0.7,0.0,0.0,5.0
168,0,train_0200,12222.283457974965,10232.162841179983,73.2162841179983,0.0,12295.499742092963,17.72,0.54,0.0,0.0,5.0
169,0,train_0013,12578.41968987538,10110.09203302498,61.00920330249792,0.0,12639.428893177877,14.62,0.68,0.0,0.0,5.0
170,0,train_0063,12802.501273356886,10266.185843204988,76.61858432049885,0.0,12879.119857677384,16.06,0.68,0.0,0.0,5.0
171,0,train_0054,12521.42240469439,10516.880520620845,101.68805206208454,0.0,12623.110456756474,16.1,0.64,0.0,0.0,5.0
172,0,train_0462,12585.761215192051,10362.560207820963,86.25602078209631,0.0,12672.017235974148,17.7,0.58,0.0,0.0,5.0
173,0,train_0433,12181.62103309082,10386.268252176294,88.62682521762946,0.0,12270.247858308448,15.38,0.64,0.0,0.0,5.0
174,0,train_0418,12402.203326930954,10568.112636753025,106.81126367530251,0.0,12509.014590606257,17.0,0.68,0.0,0.0,5.0
175,0,train_0277,12381.307840046304,10603.338358860565,110.33383588605648,0.0,12491.64167593236,16.38,0.86,0.0,0.0,5.0
176,0,train_0430,12536.293535540046,10049.508855116697,54.95088551166973,0.0,12591.244421051715,15.86,0.72,0.0,0.0,5.0
177,0,train_0096,12342.669238942603,10517.914926459684,101.79149264596836,0.0,12444.460731588571,16.64,0.58,0.0,0.0,5.0
178,0,train_0540,12699.188205664279,10515.220422657947,101.52204226579471,0.0,12800.710247930074,16.36,0.72,0.0,0.0,5.0
179,0,train_0300,12250.224111696501,10094.903571648128,59.49035716481285,0.0,12309.714468861315,14.22,0.66,0.0,0.0,5.0
180,0,train_0562,12240.824493876622,10524.641278338948,102.46412783389479,0.0,12343.288621710517,14.16,0.56,0.0,0.0,5.0
181,0,train_0091,12358.430776492842,10481.378867292864,98.13788672928641,0.0,12456.568663222128,15.14,0.66,0.0,0.0,5.0
182,0,train_0298,11846.756144289226,10181.56571983211,68.15657198321097,0.0,11914.912716272436,16.02,0.76,0.0,0.0,5.0
183,0,train_0417,12412.078547030867,10261.583630193069,76.15836301930686,0.0,12488.236910050175,15.34,0.66,0.0,0.0,5.0
184,0,train_0297,12050.546586118828,10534.765778949979,103.4765778949979,0.0,12154.023164013826,13.42,0.6,0.0,0.0,5.0
185,0,train_0267,12274.553351566652,9963.081544098728,46.308154409872806,0.0,12320.861505976525,16.18,0.68,0.0,0.0,5.0
186,0,train_0099,12056.092986950534,10154.693078068045,65.46930780680451,0.0,12121.56229475734,17.0,0.64,0.0,0.0,5.0
187,0,train_0228,12232.677524694733,10381.029704696342,88.10297046963424,0.0,12320.780495164367,15.42,0.6,0.0,0.0,5.0
188,0,train_0143,12687.783663539143,10465.641924215935,96.56419242159355,0.0,12784.347855960737,13.4,0.56,0.0,0.0,5.0
189,0,train_0180,12517.576020475866,10635.57593765527,113.55759376552706,0.0,12631.133614241393,17.56,0.6,0.0,0.0,5.0
190,0,train_0410,12678.386208539121,10757.768402364009,125.77684023640086,0.0,12804.163048775521,16.7,0.8,0.0,0.0,5.0
191,0,train_0378,12855.867906134645,10171.554234832542,67.15542348325417,0.0,12923.0233296179,16.1,0.7,0.0,0.0,5.0
192,1,train_0364,12470.772305182438,10349.138413653498,84.91384136534981,0.0,12555.686146547787,18.46,0.64,0.0,0.0,5.0
193,1,train_0217,12383.821417609206,10728.455223851597,122.84552238515971,0.0,12506.666939994366,16.66,0.62,0.0,0.0,5.0
194,1,train_0575,12965.97396728378,10604.174856171136,110.41748561711357,0.0,13076.391452900894,17.42,0.64,0.0,0.0,5.0
195,1,train_0052,12664.766256648974,10686.081828283062,118.60818282830624,0.0,12783.37443947728,15.44,0.72,0.0,0.0,5.0
196,1,train_0205,12751.868295206707,10714.643879249063,121.46438792490626,0.0,12873.332683131614,16.78,0.56,0.0,0.0,5.0
197,1,train_0070,12056.366230039952,10006.23655328014,50.62365532801396,0.0,12106.989885367966,14.4,0.74,0.0,0.0,5.0
198,1,train_0203,12638.8241470994,10759.705469568293,125.97054695682928,0.0,12764.794694056229,13.08,0.8,0.0,0.0,5.0
199,1,train_0577,13113.887954124468,10959.266453522894,145.92664535228943,0.0,13259.814599476756,16.14,0.72,0.0,0.0,5.0
200,1,train_0219,12328.327445212057,10662.579625856604,116.25796258566044,0.0,12444.585407797716,14.9,0.58,0.0,0.0,5.0
201,1,train_0545,12082.564573415057,10419.134270459319,91.9134270459319,0.0,12174.47800046099,18.34,0.58,0.0,0.0,5.0
202,1,train_0297,12354.62297881339,10076.303974089229,57.63039740892291,0.0,12412.253376222312,14.9,0.7,0.0,0.0,5.0
203,1,train_0419,12215.397160053759,10454.568152566422,95.45681525664223,0.0,12310.853975310401,15.64,0.68,0.0,0.0,5.0
204,1,train_0274,12685.788886858787,10420.986868145625,92.09868681456247,0.0,12777.88757367335,16.06,0.52,0.0,0.0,5.0
205,1,train_0159,12198.79116815691,9845.042053992098,34.50420539920979,0.0,12233.295373556119,17.88,0.68,0.0,0.0,5.0
206,1,train_0458,12833.346542361056,10773.75241772124,127.375241772124,0.0,12960.72178413318,14.78,0.62,0.0,0.0,5.0
207,1,train_0581,12302.202277893099,10328.185073201992,82.81850732019922,0.0,12385.020785213297,17.28,0.74,0.0,0.0,5.0
208,1,train_0158,12358.066336295855,10686.624143270077,118.66241432700772,0.0,12476.728750622862,17.46,0.66,0.0,0.0,5.0
209,1,train_0467,13047.687158577995,10819.65605253461,131.96560525346104,0.0,13179.652763831456,17.12,0.74,0.0,0.0,5.0
210,1,train_0156,12055.050917977736,10286.790094877215,78.67900948772149,0.0,12133.729927465458,15.76,0.6,0.0,0.0,5.0
211,1,train_0430,12230.4388429994,10237.020199974733,73.70201999747333,0.0,12304.140862996874,14.02,0.66,0.0,0.0,5.0
