episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,carbon_lambda
0,0,train_0566,12045.242149030182,10273.888956162056,77.38889561620563,0.0,12122.631044646389,14.96,0.58,0.0,0.0,5.0,0.6449628755448891
1,0,train_0375,12554.34870547659,10434.748317432623,93.47483174326226,0.0,12647.823537219852,16.74,0.66,0.0,0.0,5.0,0.6449628755448891
2,0,train_0410,12792.906196661883,10487.283953755825,98.72839537558248,0.0,12891.634592037466,15.32,0.64,0.0,0.0,5.0,0.6449628755448891
3,0,train_0538,12756.962469336368,10604.631888108457,110.46318881084572,0.0,12867.425658147213,15.86,0.66,0.0,0.0,5.0,0.6449628755448891
4,0,train_0346,12680.066163317912,10716.490122574887,121.64901225748872,0.0,12801.7151755754,15.6,0.68,0.0,0.0,5.0,0.6449628755448891
5,0,train_0465,12409.286763852793,10726.833179482412,122.68331794824117,0.0,12531.970081801035,18.42,0.62,0.0,0.0,5.0,0.6449628755448891
6,0,train_0500,12259.333982877843,10101.959573101762,60.19595731017617,0.0,12319.529940188018,15.78,0.74,0.0,0.0,5.0,0.6449628755448891
7,0,train_0135,12784.329132534713,10130.873730090385,63.087373009038494,0.0,12847.416505543752,16.34,0.76,0.0,0.0,5.0,0.6449628755448891
8,0,train_0033,12812.562231724136,10456.690357933709,95.66903579337087,0.0,12908.231267517507,15.26,0.62,0.0,0.0,5.0,0.6449628755448891
9,0,train_0180,12482.99612902293,10683.511374190392,118.35113741903916,0.0,12601.347266441968,17.82,0.7,0.0,0.0,5.0,0.6449628755448891
10,0,train_0171,12849.408506857195,10855.011235036229,135.5011235036229,0.0,12984.909630360818,16.08,0.56,0.0,0.0,5.0,0.6449628755448891
11,0,train_0524,11992.621596813824,9926.712651948106,42.67126519481062,0.0,12035.292862008635,16.76,0.58,0.0,0.0,5.0,0.6449628755448891
12,0,train_0547,13131.268415186412,10348.549724672692,84.85497246726919,0.0,13216.12338765368,18.18,0.6,0.0,0.0,5.0,0.6449628755448891
13,0,train_0003,12285.681124389752,10137.611430670459,63.76114306704585,0.0,12349.442267456798,17.52,0.66,0.0,0.0,5.0,0.6449628755448891
14,0,train_0299,12974.651273513697,10026.673633745535,52.6673633745535,0.0,13027.31863688825,13.66,0.66,0.0,0.0,5.0,0.6449628755448891
15,0,train_0492,12321.763005425619,10487.551694515003,98.75516945150031,0.0,12420.51817487712,16.26,0.58,0.0,0.0,5.0,0.6449628755448891
16,0,train_0078,12545.561356622373,10202.657073878552,70.26570738785522,0.0,12615.827064010227,14.54,0.64,0.0,0.0,5.0,0.6449628755448891
17,0,train_0478,12434.58075790388,10476.759493413236,97.67594934132359,0.0,12532.256707245202,16.14,0.7,0.0,0.0,5.0,0.6449628755448891
18,0,train_0071,12258.076570444915,10863.171209749702,136.3171209749702,0.0,12394.393691419886,13.54,0.74,0.0,0.0,5.0,0.6449628755448891
19,0,train_0280,12540.202506156444,10425.6444323658,92.56444323657998,0.0,12632.766949393024,16.22,0.58,0.0,0.0,5.0,0.6449628755448891
20,0,train_0489,11936.078539327838,10368.377489285167,86.8377489285167,0.0,12022.916288256354,16.86,0.66,0.0,0.0,5.0,0.6449628755448891
21,0,train_0181,11591.421149201953,9758.527593911323,25.852759391132352,0.0,11617.273908593086,16.24,0.68,0.0,0.0,5.0,0.6436609790895843
22,0,train_0204,12806.543798474426,10500.420469730805,100.04204697308052,0.0,12906.585845447506,15.38,0.68,0.0,0.0,5.0,0.6449628755448891
23,0,train_0167,12245.849901426398,10213.588987908344,71.35889879083443,0.0,12317.208800217233,16.0,0.78,0.0,0.0,5.0,0.6449628755448891
24,0,train_0431,12331.832544148372,10231.969329028196,73.19693290281957,0.0,12405.029477051192,17.98,0.66,0.0,0.0,5.0,0.6449628755448891
25,0,train_0152,12509.20305951227,10391.110382360142,89.11103823601425,0.0,12598.314097748285,15.12,0.64,0.0,0.0,5.0,0.6449628755448891
26,0,train_0594,11914.624279842159,10498.016817375948,99.80168173759485,0.0,12014.425961579755,18.06,0.58,0.0,0.0,5.0,0.6449628755448891
27,0,train_0267,12319.780864041662,10438.045910033117,93.80459100331173,0.0,12413.585455044975,15.06,0.72,0.0,0.0,5.0,0.6449628755448891
28,0,train_0286,12769.622710140366,10804.178046112116,130.4178046112116,0.0,12900.040514751578,15.72,0.6,0.0,0.0,5.0,0.6449628755448891
29,0,train_0302,12444.315024898318,10591.079478550011,109.10794785500111,0.0,12553.42297275332,15.08,0.66,0.0,0.0,5.0,0.6449628755448891
30,0,train_0349,12137.479890768598,10243.495389550746,74.3495389550746,0.0,12211.829429723673,15.6,0.8,0.0,0.0,5.0,0.6449628755448891
31,0,train_0332,12286.245585654768,9966.473905050985,46.64739050509852,0.0,12332.892976159867,16.66,0.72,0.0,0.0,5.0,0.6449628755448891
32,0,train_0305,12650.407442782795,10221.409546986419,72.14095469864188,0.0,12722.548397481436,15.78,0.72,0.0,0.0,5.0,0.6449628755448891
33,0,train_0597,12358.446337876741,10391.86458993058,89.18645899305794,0.0,12447.632796869799,16.3,0.54,0.0,0.0,5.0,0.6449628755448891
34,0,train_0484,12349.019369325648,10573.391514228479,107.33915142284786,0.0,12456.358520748496,13.42,0.74,0.0,0.0,5.0,0.6449628755448891
35,0,train_0475,12252.395280065091,10263.067182280724,76.30671822807236,0.0,12328.701998293163,16.06,0.74,0.0,0.0,5.0,0.6449628755448891
36,0,train_0420,12461.426031146404,10303.564429114607,80.35644291146073,0.0,12541.782474057865,14.5,0.58,0.0,0.0,5.0,0.6449628755448891
37,0,train_0373,12794.622808296863,10177.031593939639,67.70315939396387,0.0,12862.325967690827,16.08,0.8,0.0,0.0,5.0,0.6449628755448891
38,0,train_0204,12447.544457238615,10474.72758935779,97.47275893577898,0.0,12545.017216174394,16.84,0.66,0.0,0.0,5.0,0.6449628755448891
39,0,train_0593,12415.539720198638,10448.31134272546,94.83113427254594,0.0,12510.370854471184,13.98,0.66,0.0,0.0,5.0,0.6449628755448891
40,0,train_0279,12130.544249834213,10609.69650635857,110.96965063585704,0.0,12241.51390047007,16.48,0.68,0.0,0.0,5.0,0.6449628755448891
41,0,train_0129,13173.26120146443,10578.462843490399,107.84628434903989,0.0,13281.107485813469,14.86,0.66,0.0,0.0,5.0,0.6449628755448891
42,0,train_0507,12563.897929517827,10436.054040485273,93.60540404852728,0.0,12657.503333566354,16.04,0.66,0.0,0.0,5.0,0.6449628755448891
43,0,train_0096,12600.877947015626,10353.252766679834,85.32527666798342,0.0,12686.20322368361,16.4,0.74,0.0,0.0,5.0,0.6449628755448891
44,0,train_0514,12588.732846413848,10109.170016155194,60.91700161551944,0.0,12649.649848029367,15.3,0.68,0.0,0.0,5.0,0.6449628755448891
45,0,train_0367,12541.98260484136,10256.679321306683,75.6679321306683,0.0,12617.650536972029,15.84,0.66,0.0,0.0,5.0,0.6449628755448891
46,0,train_0068,12597.964761605237,10445.593484250845,94.55934842508451,0.0,12692.524110030321,15.06,0.64,0.0,0.0,5.0,0.6449628755448891
47,0,train_0026,12179.544396788542,10340.863038990185,84.08630389901846,0.0,12263.630700687561,15.9,0.78,0.0,0.0,5.0,0.6449628755448891
48,0,train_0266,12500.640761351136,10601.750551164041,110.17505511640411,0.0,12610.81581646754,15.34,0.66,0.0,0.0,5.0,0.6449628755448891
49,0,train_0021,13013.155021118091,10362.60918184152,86.26091818415208,0.0,13099.415939302244,17.54,0.74,0.0,0.0,5.0,0.6449628755448891
50,0,train_0084,12204.808763174133,10186.597950207308,68.65979502073078,0.0,12273.468558194863,15.82,0.52,0.0,0.0,5.0,0.6449628755448891
51,0,train_0308,12122.515938525223,10303.092492907921,80.30924929079211,0.0,12202.825187816015,17.08,0.72,0.0,0.0,5.0,0.6449628755448891
