episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,carbon_lambda
0,0,train_0053,12254.78203431775,10760.085254306166,126.00852543061666,0.0,12380.790559748366,16.08,0.76,0.0,0.0,7.0,1.8522000921162918
1,0,train_0464,12382.361232057963,10423.570071110224,92.35700711102237,0.0,12474.718239168986,15.78,0.62,0.0,0.0,7.0,1.5668737358649278
2,0,train_0392,12556.454911163648,10451.167135325602,95.11671353256025,0.0,12651.571624696207,15.84,0.62,0.0,0.0,7.0,1.7608563889728
3,0,train_0263,11931.666363913151,10200.796839455608,70.07968394556083,0.0,12001.746047858713,15.38,0.66,0.0,0.0,7.0,1.5508389006592749
4,0,train_0259,12969.062840308012,10703.314859267939,120.3314859267939,0.0,13089.394326234806,14.76,0.66,0.0,0.0,7.0,1.8968592631667593
5,0,train_0515,12264.036720384585,10555.877842006865,105.58778420068649,0.0,12369.624504585272,17.04,0.6,0.0,0.0,7.0,1.8968592631667593
6,0,train_0051,12577.169043750866,10097.363940749166,59.736394074916646,0.0,12636.905437825782,16.54,0.68,0.0,0.0,7.0,1.8904978569901638
7,0,train_0418,12370.541385692748,10566.079617685758,106.60796176857585,0.0,12477.149347461323,18.28,0.7,0.0,0.0,7.0,1.8968592631667593
8,0,train_0120,12262.830183061686,10123.890992485372,62.38909924853724,0.0,12325.219282310223,15.66,0.74,0.0,0.0,7.0,1.8968592631667593
9,0,train_0056,12164.335290128893,9577.146874757904,7.714687475790379,0.0,12172.049977604684,16.14,0.72,0.0,0.0,7.0,1.5057882489592158
10,0,train_0315,12808.628472271386,10749.75688660143,124.97568866014299,0.0,12933.604160931529,15.8,0.72,0.0,0.0,7.0,1.8968592631667593
11,0,train_0585,12296.975922469046,10383.758245264487,88.37582452644875,0.0,12385.351746995495,12.08,0.66,0.0,0.0,7.0,1.8968592631667593
12,0,train_0441,12611.214588984774,10079.657546863074,57.96575468630745,0.0,12669.180343671082,17.14,0.74,0.0,0.0,7.0,1.8968592631667593
13,0,train_0456,12247.99269204347,10378.807492574037,87.88074925740366,0.0,12335.873441300873,15.5,0.78,0.0,0.0,7.0,1.8968592631667593
14,0,train_0430,12327.43367353569,10134.228895019707,63.422889501970715,0.0,12390.856563037662,14.78,0.66,0.0,0.0,7.0,1.8968592631667593
15,0,train_0471,12526.329373632005,10455.124270084025,95.51242700840248,0.0,12621.841800640406,14.2,0.68,0.0,0.0,7.0,1.8968592631667593
16,0,train_0307,12649.13277624248,10008.332687174543,50.8332687174543,0.0,12699.966044959936,17.28,0.68,0.0,0.0,7.0,1.8968592631667593
