episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,carbon_lambda
26,1,train_0241,12113.5517578125,10241.0625,74.10625,0.0,12187.6580078125,15.98,0.62,0.0,0.0,5.0
27,1,train_0493,12146.140625,10363.4580078125,86.34580078125,0.0,12232.48642578125,15.14,0.64,0.0,0.0,5.0
28,1,train_0327,12815.431640625,10569.1875,106.91875,0.0,12922.350390625,16.5,0.62,0.0,0.0,5.0
29,1,train_0266,12698.205078125,10432.41796875,93.241796875,0.0,12791.446875,14.78,0.7,0.0,0.0,5.0
30,1,train_0270,12260.181640625,10380.716796875,88.07167968750001,0.0,12348.2533203125,15.16,0.72,0.0,0.0,5.0
31,1,train_0136,12300.271484375,10306.197265625,80.6197265625,0.0,12380.8912109375,17.58,0.72,0.0,0.0,5.0
32,2,train_0055,12650.853515625,10141.466796875,64.1466796875,0.0,12715.0001953125,13.82,0.68,0.0,0.0,5.0
33,2,train_0332,12194.017578125,10169.201171875,66.9201171875,0.0,12260.9376953125,16.76,0.74,0.0,0.0,5.0
34,2,train_0532,12309.603515625,10337.953125,83.79531250000001,0.0,12393.398828125,15.22,0.64,0.0,0.0,5.0
35,2,train_0038,12454.1123046875,10442.541015625,94.25410156250001,0.0,12548.36640625,15.92,0.72,0.0,0.0,5.0
36,2,train_0514,12088.39453125,10556.361328125,105.63613281250001,0.0,12194.0306640625,14.22,0.66,0.0,0.0,5.0
37,2,train_0496,12637.921875,9937.181640625,43.7181640625,0.0,12681.6400390625,17.78,0.54,0.0,0.0,5.0
38,2,train_0166,12122.3544921875,10260.26953125,76.026953125,0.0,12198.3814453125,14.92,0.68,0.0,0.0,5.0
39,2,train_0378,12552.654296875,10480.6201171875,98.06201171875,0.0,12650.71630859375,16.56,0.76,0.0,0.0,5.0
40,2,train_0099,12079.240234375,10160.923828125,66.0923828125,0.0,12145.3326171875,16.5,0.42,0.0,0.0,5.0
41,2,train_0454,13097.798828125,10793.67578125,129.367578125,0.0,13227.16640625,16.48,0.64,0.0,0.0,5.0
42,2,train_0420,12312.3720703125,10436.8857421875,93.68857421875,0.0,12406.06064453125,15.3,0.66,0.0,0.0,5.0
43,2,train_0212,12493.4609375,10007.591796875,50.7591796875,0.0,12544.2201171875,16.56,0.7,0.0,0.0,5.0
44,2,train_0040,12509.20703125,10824.26171875,132.426171875,0.0,12641.633203125,16.28,0.7,0.0,0.0,5.0
45,2,train_0582,12765.171875,10326.982421875,82.6982421875,0.0,12847.8701171875,16.22,0.72,0.0,0.0,5.0
46,2,train_0267,12186.3671875,10481.0986328125,98.10986328125,0.0,12284.47705078125,16.82,0.6,0.0,0.0,5.0
47,2,train_0535,12290.1181640625,10365.951171875,86.59511718750001,0.0,12376.71328125,14.44,0.62,0.0,0.0,5.0
48,3,train_0406,12680.85546875,10530.796875,103.0796875,0.0,12783.93515625,17.48,0.68,0.0,0.0,5.0
49,3,train_0467,12923.9677734375,10667.2236328125,116.72236328125001,0.0,13040.69013671875,14.7,0.56,0.0,0.0,5.0
50,3,train_0455,12588.931640625,10763.783203125,126.37832031250001,0.0,12715.3099609375,17.76,0.64,0.0,0.0,5.0
51,3,train_0116,12590.1201171875,10094.470703125,59.4470703125,0.0,12649.5671875,16.98,0.52,0.0,0.0,5.0
52,3,train_0218,12441.236328125,10678.44921875,117.84492187500001,0.0,12559.08125,16.56,0.68,0.0,0.0,5.0
53,3,train_0280,12793.9990234375,10220.6826171875,72.06826171875001,0.0,12866.06728515625,16.26,0.74,0.0,0.0,5.0
54,3,train_0298,11954.365234375,9850.8935546875,35.08935546875,0.0,11989.45458984375,13.72,0.58,0.0,0.0,5.0
55,3,train_0026,11971.841796875,10143.6484375,64.36484375,0.0,12036.206640625,15.88,0.62,0.0,0.0,5.0
56,3,train_0327,12600.349609375,10334.291015625,83.42910156250001,0.0,12683.7787109375,16.7,0.64,0.0,0.0,5.0
57,3,train_0092,12741.4560546875,10362.1923828125,86.21923828125,0.0,12827.67529296875,17.58,0.62,0.0,0.0,5.0
58,3,train_0446,12073.025390625,10268.482421875,76.8482421875,0.0,12149.8736328125,15.8,0.6,0.0,0.0,5.0
59,3,train_0409,12833.3359375,10603.7490234375,110.37490234375001,0.0,12943.71083984375,18.52,0.62,0.0,0.0,5.0
60,3,train_0553,11760.9443359375,9958.4912109375,45.84912109375,0.0,11806.79345703125,16.94,0.74,0.0,0.0,5.0
61,3,train_0446,12357.248046875,10035.095703125,53.5095703125,0.0,12410.7576171875,14.2,0.7,0.0,0.0,5.0
62,3,train_0219,12830.96484375,10044.560546875,54.4560546875,0.0,12885.4208984375,16.58,0.66,0.0,0.0,5.0
63,3,train_0580,13159.3515625,10386.6640625,88.66640625000001,0.0,13248.01796875,17.06,0.54,0.0,0.0,5.0
64,3,train_0246,12435.703125,10106.451171875,60.645117187500006,0.0,12496.3482421875,16.6,0.56,0.0,0.0,5.0
65,3,train_0195,13011.3056640625,10478.4296875,97.84296875000001,0.0,13109.1486328125,19.3,0.62,0.0,0.0,5.0
66,3,train_0543,12600.671875,10343.8076171875,84.38076171875001,0.0,12685.05263671875,17.12,0.58,0.0,0.0,5.0
67,3,train_0222,12675.1025390625,10158.4638671875,65.84638671875,0.0,12740.94892578125,16.54,0.68,0.0,0.0,5.0
68,3,train_0045,12571.013671875,10252.0595703125,75.20595703125001,0.0,12646.21962890625,14.18,0.68,0.0,0.0,5.0
69,3,train_0281,12810.09765625,10487.076171875,98.7076171875,0.0,12908.8052734375,15.74,0.66,0.0,0.0,5.0
70,3,train_0477,12266.921875,9852.9873046875,35.29873046875,0.0,12302.22060546875,14.76,0.8,0.0,0.0,5.0
71,3,train_0113,12164.501953125,10160.2109375,66.02109375,0.0,12230.523046875,17.7,0.66,0.0,0.0,5.0
72,3,train_0277,12626.404296875,10115.7490234375,61.574902343750004,0.0,12687.97919921875,17.0,0.6,0.0,0.0,5.0
73,3,train_0077,12449.45703125,9910.697265625,41.0697265625,0.0,12490.5267578125,15.32,0.74,0.0,0.0,5.0
74,3,train_0411,13322.671875,10614.126953125,111.4126953125,0.0,13434.0845703125,16.58,0.62,0.0,0.0,5.0
75,3,train_0285,12350.7587890625,10338.41796875,83.841796875,0.0,12434.6005859375,16.48,0.52,0.0,0.0,5.0
76,3,train_0198,11988.1396484375,9964.8203125,46.482031250000006,0.0,12034.6216796875,17.44,0.68,0.0,0.0,5.0
77,3,train_0136,12507.2412109375,10253.888671875,75.3888671875,0.0,12582.630078125,17.74,0.68,0.0,0.0,5.0
78,3,train_0338,12628.138671875,10057.25390625,55.725390625,0.0,12683.8640625,16.66,0.74,0.0,0.0,5.0
79,3,train_0401,12067.763671875,10145.177734375,64.5177734375,0.0,12132.2814453125,16.74,0.72,0.0,0.0,5.0
80,4,train_0564,12743.126953125,10099.6455078125,59.964550781250004,0.0,12803.09150390625,14.98,0.68,0.0,0.0,5.0
81,4,train_0262,12471.87890625,10281.865234375,78.1865234375,0.0,12550.0654296875,17.1,0.72,0.0,0.0,5.0
82,4,train_0096,12782.2890625,10211.8154296875,71.18154296875001,0.0,12853.47060546875,16.88,0.78,0.0,0.0,5.0
83,4,train_0499,12288.435546875,9937.5966796875,43.75966796875,0.0,12332.19521484375,17.56,0.6,0.0,0.0,5.0
84,4,train_0377,12527.986328125,10103.111328125,60.311132812500006,0.0,12588.2974609375,18.28,0.7,0.0,0.0,5.0
85,4,train_0420,12376.68359375,10346.548828125,84.6548828125,0.0,12461.3384765625,14.9,0.64,0.0,0.0,5.0
86,4,train_0058,12055.990234375,9697.08203125,19.708203125,0.0,12075.6984375,14.12,0.72,0.0,0.0,5.0
87,4,train_0187,12453.44921875,10244.970703125,74.4970703125,0.0,12527.9462890625,15.04,0.58,0.0,0.0,5.0
88,4,train_0460,12924.525390625,9822.4423828125,32.24423828125,0.0,12956.76962890625,13.0,0.6,0.0,0.0,5.0
89,4,train_0499,12213.7685546875,10009.7998046875,50.97998046875,0.0,12264.74853515625,18.16,0.54,0.0,0.0,5.0
90,4,train_0261,12540.341796875,10544.130859375,104.4130859375,0.0,12644.7548828125,14.98,0.56,0.0,0.0,5.0
91,4,train_0482,12196.896484375,10051.4267578125,55.142675781250006,0.0,12252.03916015625,14.44,0.72,0.0,0.0,5.0
92,4,train_0505,12634.5078125,10223.4658203125,72.34658203125001,0.0,12706.85439453125,17.1,0.56,0.0,0.0,5.0
93,4,train_0232,12782.6396484375,10205.126953125,70.5126953125,0.0,12853.15234375,17.48,0.44,0.0,0.0,5.0
94,4,train_0538,13098.115234375,10259.3115234375,75.93115234375,0.0,13174.04638671875,16.64,0.72,0.0,0.0,5.0
95,4,train_0172,12649.4140625,10199.0830078125,69.90830078125,0.0,12719.32236328125,16.82,0.62,0.0,0.0,5.0
96,5,train_0143,12965.9970703125,10297.86328125,79.78632812500001,0.0,13045.7833984375,15.52,0.54,0.0,0.0,5.0
97,5,train_0409,13098.5888671875,10728.9111328125,122.89111328125,0.0,13221.47998046875,19.78,0.76,0.0,0.0,5.0
98,5,train_0382,12567.94140625,10576.4384765625,107.64384765625,0.0,12675.58525390625,15.4,0.68,0.0,0.0,5.0
99,5,train_0083,12373.2373046875,9924.966796875,42.496679687500006,0.0,12415.733984375,16.24,0.7,0.0,0.0,5.0
100,5,train_0499,12382.7734375,9999.6904296875,49.96904296875,0.0,12432.74248046875,16.0,0.62,0.0,0.0,5.0
101,5,train_0119,12515.0849609375,9835.037109375,33.5037109375,0.0,12548.588671875,17.94,0.74,0.0,0.0,5.0
102,5,train_0482,12156.494140625,9965.353515625,46.535351562500004,0.0,12203.0294921875,15.78,0.62,0.0,0.0,5.0
103,5,train_0004,12697.625,10402.751953125,90.2751953125,0.0,12787.9001953125,18.76,0.68,0.0,0.0,5.0
104,5,train_0478,12638.56640625,10171.3740234375,67.13740234375,0.0,12705.70380859375,15.38,0.74,0.0,0.0,5.0
105,5,train_0472,12486.912109375,10389.1904296875,88.91904296875,0.0,12575.83115234375,17.38,0.62,0.0,0.0,5.0
106,5,train_0468,12675.251953125,9654.224609375,15.4224609375,0.0,12690.6744140625,16.36,0.64,0.0,0.0,5.0
107,5,train_0398,12094.77734375,9809.537109375,30.953710937500002,0.0,12125.7310546875,13.7,0.5,0.0,0.0,5.0
108,5,train_0282,12411.32421875,9909.41015625,40.941015625000006,0.0,12452.265234375,15.64,0.58,0.0,0.0,5.0
109,5,train_0423,12521.0439453125,9922.6376953125,42.263769531250006,0.0,12563.30771484375,18.6,0.72,0.0,0.0,5.0
110,5,train_0166,12153.27734375,10065.736328125,56.5736328125,0.0,12209.8509765625,14.18,0.56,0.0,0.0,5.0
111,5,train_0468,12149.83984375,10094.7958984375,59.479589843750006,0.0,12209.31943359375,14.86,0.6,0.0,0.0,5.0
112,6,train_0333,13049.767578125,10364.919921875,86.4919921875,0.0,13136.2595703125,15.68,0.76,0.0,0.0,5.0
113,6,train_0275,12623.7236328125,9981.8203125,48.18203125,0.0,12671.9056640625,14.7,0.72,0.0,0.0,5.0
114,6,train_0303,12484.4931640625,9679.677734375,17.9677734375,0.0,12502.4609375,16.6,0.56,0.0,0.0,5.0
115,6,train_0341,12882.1728515625,10060.3505859375,56.03505859375,0.0,12938.20791015625,17.62,0.66,0.0,0.0,5.0
116,6,train_0022,12581.359375,10202.390625,70.2390625,0.0,12651.5984375,16.78,0.6,0.0,0.0,5.0
117,6,train_0083,12389.56640625,9967.0537109375,46.70537109375,0.0,12436.27177734375,15.6,0.64,0.0,0.0,5.0
118,6,train_0147,12973.685546875,10385.3115234375,88.53115234375001,0.0,13062.21669921875,14.98,0.66,0.0,0.0,5.0
119,6,train_0068,12639.8828125,10185.9833984375,68.59833984375,0.0,12708.48115234375,16.52,0.7,0.0,0.0,5.0
120,6,train_0263,12573.7021484375,9569.1962890625,6.919628906250001,0.0,12580.62177734375,15.42,0.44,0.0,0.0,5.0
121,6,train_0401,11937.384765625,10046.869140625,54.6869140625,0.0,11992.0716796875,17.84,0.56,0.0,0.0,5.0
122,6,train_0392,13055.84765625,9976.80859375,47.680859375000004,0.0,13103.528515625,16.4,0.7,0.0,0.0,5.0
123,6,train_0282,12346.111328125,9985.3212890625,48.53212890625,0.0,12394.64345703125,15.28,0.58,0.0,0.0,5.0
124,6,train_0513,12739.9296875,10037.21875,53.721875000000004,0.0,12793.6515625,15.14,0.62,0.0,0.0,5.0
125,6,train_0339,13273.73828125,10148.8330078125,64.88330078125,0.0,13338.62158203125,16.08,0.58,0.0,0.0,5.0
126,6,train_0047,12537.8515625,9889.4052734375,38.940527343750006,0.0,12576.79208984375,13.4,0.56,0.0,0.0,5.0
127,6,train_0458,12861.1162109375,10225.6455078125,72.56455078125,0.0,12933.68076171875,16.2,0.48,0.0,0.0,5.0
128,7,train_0344,12604.3291015625,10126.365234375,62.6365234375,0.0,12666.965625,14.82,0.74,0.0,0.0,5.0
129,7,train_0380,12434.1533203125,9735.34375,23.534375,0.0,12457.6876953125,15.62,0.62,0.0,0.0,5.0
130,7,train_0339,12827.5322265625,10495.111328125,99.51113281250001,0.0,12927.043359375,16.0,0.56,0.0,0.0,5.0
131,7,train_0332,12435.4013671875,9661.5703125,16.15703125,0.0,12451.5583984375,16.54,0.64,0.0,0.0,5.0
132,7,train_0054,12496.765625,10331.0048828125,83.10048828125001,0.0,12579.86611328125,16.86,0.6,0.0,0.0,5.0
133,7,train_0335,12956.5048828125,10183.205078125,68.3205078125,0.0,13024.825390625,19.34,0.62,0.0,0.0,5.0
134,7,train_0476,12466.2109375,9986.45703125,48.645703125000004,0.0,12514.856640625,18.84,0.68,0.0,0.0,5.0
135,7,train_0182,13309.94921875,10080.0078125,58.00078125,0.0,13367.95,16.14,0.5,0.0,0.0,5.0
136,7,train_0361,12902.783203125,10349.5751953125,84.95751953125,0.0,12987.74072265625,17.64,0.6,0.0,0.0,5.0
137,7,train_0018,12631.9130859375,10281.482421875,78.1482421875,0.0,12710.061328125,14.88,0.58,0.0,0.0,5.0
138,7,train_0208,12853.5419921875,9611.2939453125,11.12939453125,0.0,12864.67138671875,15.0,0.74,0.0,0.0,5.0
139,7,train_0262,13000.7841796875,10029.12109375,52.912109375,0.0,13053.6962890625,16.24,0.44,0.0,0.0,5.0
140,7,train_0589,12482.783203125,9918.896484375,41.8896484375,0.0,12524.6728515625,16.5,0.7,0.0,0.0,5.0
141,7,train_0128,12418.0029296875,10036.220703125,53.6220703125,0.0,12471.625,14.56,0.6,0.0,0.0,5.0
142,7,train_0165,12442.169921875,10088.568359375,58.8568359375,0.0,12501.0267578125,14.58,0.62,0.0,0.0,5.0
143,7,train_0245,12604.63671875,9669.748046875,16.9748046875,0.0,12621.6115234375,15.0,0.66,0.0,0.0,5.0
144,7,train_0595,12323.1279296875,9774.6953125,27.469531250000003,0.0,12350.5974609375,16.42,0.64,0.0,0.0,5.0
145,7,train_0512,12502.458984375,10101.93359375,60.193359375,0.0,12562.65234375,15.34,0.58,0.0,0.0,5.0
146,7,train_0020,13276.9482421875,10299.349609375,79.93496093750001,0.0,13356.883203125,15.5,0.72,0.0,0.0,5.0
147,7,train_0140,12220.00390625,10167.49609375,66.749609375,0.0,12286.753515625,16.1,0.62,0.0,0.0,5.0
148,7,train_0493,12362.2236328125,9968.267578125,46.826757812500006,0.0,12409.050390625,18.06,0.6,0.0,0.0,5.0
149,7,train_0034,12531.01953125,10130.4267578125,63.042675781250004,0.0,12594.06220703125,15.3,0.54,0.0,0.0,5.0
150,7,train_0513,12466.302734375,10163.888671875,66.3888671875,0.0,12532.6916015625,16.6,0.68,0.0,0.0,5.0
151,7,train_0168,13067.9765625,10273.57421875,77.357421875,0.0,13145.333984375,17.3,0.5,0.0,0.0,5.0
152,7,train_0550,12776.509765625,9851.94921875,35.194921875,0.0,12811.7046875,16.96,0.56,0.0,0.0,5.0
153,7,train_0176,13008.0673828125,9994.609375,49.4609375,0.0,13057.5283203125,14.24,0.52,0.0,0.0,5.0
154,7,train_0260,12422.025390625,9899.5908203125,39.959082031250006,0.0,12461.98447265625,17.84,0.58,0.0,0.0,5.0
155,7,train_0397,12359.6875,10123.59765625,62.359765625,0.0,12422.047265625,15.28,0.62,0.0,0.0,5.0
156,7,train_0075,12855.576171875,9963.89453125,46.389453125,0.0,12901.965625,17.32,0.5,0.0,0.0,5.0
157,7,train_0334,12826.8857421875,9899.2880859375,39.928808593750006,0.0,12866.81455078125,17.04,0.62,0.0,0.0,5.0
158,7,train_0303,12697.0673828125,9649.6845703125,14.96845703125,0.0,12712.03583984375,17.32,0.74,0.0,0.0,5.0
159,7,train_0470,12240.6015625,9952.6455078125,45.26455078125,0.0,12285.86611328125,16.9,0.66,0.0,0.0,5.0
160,8,train_0597,12787.8173828125,9806.951171875,30.695117187500003,0.0,12818.5125,17.98,0.64,0.0,0.0,5.0
161,8,train_0398,12056.564453125,9915.775390625,41.5775390625,0.0,12098.1419921875,14.02,0.52,0.0,0.0,5.0
162,8,train_0245,12452.345703125,9745.814453125,24.5814453125,0.0,12476.9271484375,15.18,0.56,0.0,0.0,5.0
163,8,train_0243,13123.3076171875,9712.150390625,21.2150390625,0.0,13144.52265625,19.22,0.66,0.0,0.0,5.0
164,8,train_0250,12478.541015625,10140.734375,64.0734375,0.0,12542.614453125,16.58,0.66,0.0,0.0,5.0
165,8,train_0488,12677.232421875,10140.732421875,64.0732421875,0.0,12741.3056640625,15.02,0.68,0.0,0.0,5.0
166,8,train_0192,12950.6337890625,9972.64453125,47.264453125,0.0,12997.8982421875,18.6,0.68,0.0,0.0,5.0
167,8,train_0100,11977.1181640625,10059.2158203125,55.921582031250004,0.0,12033.03974609375,14.38,0.72,0.0,0.0,5.0
168,8,train_0200,12513.14453125,9850.732421875,35.0732421875,0.0,12548.2177734375,16.62,0.7,0.0,0.0,5.0
169,8,train_0013,12643.1953125,9789.4189453125,28.94189453125,0.0,12672.13720703125,15.28,0.64,0.0,0.0,5.0
170,8,train_0063,12675.6875,10089.919921875,58.9919921875,0.0,12734.6794921875,14.68,0.7,0.0,0.0,5.0
171,8,train_0054,12569.654296875,9970.912109375,47.0912109375,0.0,12616.7455078125,16.38,0.7,0.0,0.0,5.0
172,8,train_0462,12676.1337890625,10036.626953125,53.662695312500006,0.0,12729.796484375,17.82,0.64,0.0,0.0,5.0
173,8,train_0433,12456.1396484375,10008.857421875,50.8857421875,0.0,12507.025390625,15.56,0.58,0.0,0.0,5.0
174,8,train_0418,12631.7978515625,10191.1875,69.11875,0.0,12700.9166015625,17.34,0.76,0.0,0.0,5.0
175,8,train_0277,12554.4072265625,10250.880859375,75.0880859375,0.0,12629.4953125,15.96,0.72,0.0,0.0,5.0
176,9,train_0430,12467.7421875,9764.5703125,26.45703125,0.0,12494.19921875,14.26,0.58,0.0,0.0,5.0
177,9,train_0096,13163.673828125,9749.640625,24.9640625,0.0,13188.637890625,16.96,0.72,0.0,0.0,5.0
178,9,train_0540,12830.314453125,10193.5673828125,69.35673828125,0.0,12899.67119140625,17.22,0.64,0.0,0.0,5.0
179,9,train_0300,12470.83984375,9812.6728515625,31.26728515625,0.0,12502.10712890625,15.22,0.7,0.0,0.0,5.0
180,9,train_0562,12610.2890625,10210.1943359375,71.01943359375001,0.0,12681.30849609375,16.94,0.8,0.0,0.0,5.0
181,9,train_0091,12654.509765625,10181.474609375,68.1474609375,0.0,12722.6572265625,15.7,0.66,0.0,0.0,5.0
182,9,train_0298,12074.609375,9798.8955078125,29.88955078125,0.0,12104.49892578125,16.48,0.78,0.0,0.0,5.0
183,9,train_0417,12517.74609375,9782.810546875,28.281054687500003,0.0,12546.0271484375,14.72,0.62,0.0,0.0,5.0
184,9,train_0297,12697.23046875,10126.20703125,62.620703125000006,0.0,12759.851171875,14.42,0.64,0.0,0.0,5.0
185,9,train_0267,12647.5263671875,10111.15234375,61.115234375,0.0,12708.6416015625,16.3,0.66,0.0,0.0,5.0
186,9,train_0099,11937.423828125,10028.736328125,52.873632812500006,0.0,11990.2974609375,16.3,0.74,0.0,0.0,5.0
187,9,train_0228,12473.7236328125,9970.2412109375,47.024121093750004,0.0,12520.74775390625,14.36,0.76,0.0,0.0,5.0
188,9,train_0143,12766.16796875,10311.1455078125,81.11455078125,0.0,12847.28251953125,15.04,0.62,0.0,0.0,5.0
189,9,train_0180,12834.859375,10138.49609375,63.849609375,0.0,12898.708984375,17.34,0.7,0.0,0.0,5.0
190,9,train_0410,13152.517578125,10079.087890625,57.908789062500006,0.0,13210.4263671875,18.22,0.78,0.0,0.0,5.0
191,9,train_0378,12733.32421875,10114.904296875,61.490429687500004,0.0,12794.8146484375,16.62,0.6,0.0,0.0,5.0
192,10,train_0364,12778.5654296875,10293.5244140625,79.35244140625001,0.0,12857.91787109375,18.18,0.72,0.0,0.0,5.0
193,10,train_0217,12551.4794921875,10412.46484375,91.24648437500001,0.0,12642.7259765625,17.06,0.76,0.0,0.0,5.0
194,10,train_0575,12896.322265625,10487.375,98.73750000000001,0.0,12995.059765625,16.24,0.6,0.0,0.0,5.0
195,10,train_0052,13143.076171875,10076.59765625,57.659765625000006,0.0,13200.7359375,15.54,0.52,0.0,0.0,5.0
196,10,train_0205,12652.82421875,9978.572265625,47.8572265625,0.0,12700.6814453125,16.94,0.68,0.0,0.0,5.0
197,10,train_0070,11546.146484375,9942.6650390625,44.26650390625,0.0,11590.41298828125,14.54,0.66,0.0,0.0,5.0
198,10,train_0203,12717.072265625,10720.2900390625,122.02900390625001,0.0,12839.10126953125,14.16,0.7,0.0,0.0,5.0
199,10,train_0577,13382.4296875,10781.34375,128.134375,0.0,13510.5640625,15.54,0.62,0.0,0.0,5.0
200,10,train_0219,13085.65625,9843.279296875,34.3279296875,0.0,13119.9841796875,17.24,0.8,0.0,0.0,5.0
201,10,train_0545,12497.083984375,9728.0546875,22.805468750000003,0.0,12519.889453125,18.62,0.7,0.0,0.0,5.0
202,10,train_0297,12466.53125,10092.265625,59.2265625,0.0,12525.7578125,14.32,0.7,0.0,0.0,5.0
203,10,train_0419,12733.2080078125,10157.3154296875,65.73154296875,0.0,12798.93955078125,14.4,0.72,0.0,0.0,5.0
204,10,train_0274,12553.408203125,10262.736328125,76.2736328125,0.0,12629.6818359375,15.42,0.76,0.0,0.0,5.0
205,10,train_0159,12432.17578125,9582.412109375,8.2412109375,0.0,12440.4169921875,17.52,0.64,0.0,0.0,5.0
206,10,train_0458,13072.734375,10271.1015625,77.11015625,0.0,13149.84453125,15.12,0.66,0.0,0.0,5.0
207,10,train_0581,12417.841796875,9965.30078125,46.530078125,0.0,12464.371875,15.92,0.66,0.0,0.0,5.0
208,10,train_0158,13002.458984375,9903.8974609375,40.389746093750006,0.0,13042.84873046875,16.28,0.6,0.0,0.0,5.0
209,10,train_0467,12712.392578125,10628.666015625,112.86660156250001,0.0,12825.2591796875,15.24,0.58,0.0,0.0,5.0
210,10,train_0156,12416.880859375,9969.279296875,46.927929687500004,0.0,12463.8087890625,16.72,0.74,0.0,0.0,5.0
211,10,train_0430,12835.609375,9578.541015625,7.8541015625,0.0,12843.4634765625,15.32,0.74,0.0,0.0,5.0
212,10,train_0473,12400.1875,10152.912109375,65.2912109375,0.0,12465.4787109375,16.76,0.62,0.0,0.0,5.0
213,10,train_0269,12172.28125,9506.064453125,0.6064453125,0.0,12172.8876953125,16.4,0.5,0.0,0.0,5.0
214,10,train_0442,12788.150390625,10306.64453125,80.66445312500001,0.0,12868.81484375,16.16,0.58,0.0,0.0,5.0
215,10,train_0163,13025.498046875,9928.88671875,42.888671875,0.0,13068.38671875,15.44,0.62,0.0,0.0,5.0
216,10,train_0047,12445.248046875,9938.4521484375,43.84521484375,0.0,12489.09326171875,14.06,0.66,0.0,0.0,5.0
217,10,train_0057,12327.1845703125,9879.34765625,37.934765625000004,0.0,12365.1193359375,15.0,0.6,0.0,0.0,5.0
218,10,train_0268,12745.7314453125,10063.341796875,56.334179687500004,0.0,12802.065625,16.12,0.66,0.0,0.0,5.0
219,10,train_0541,12961.1611328125,10077.94921875,57.794921875,0.0,13018.9560546875,18.68,0.6,0.0,0.0,5.0
220,10,train_0076,12740.40625,9927.708984375,42.7708984375,0.0,12783.1771484375,14.28,0.68,0.0,0.0,5.0
221,10,train_0273,12788.73828125,9969.984375,46.9984375,0.0,12835.73671875,16.56,0.6,0.0,0.0,5.0
