episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,carbon_lambda
222,10,train_0422,12827.7578125,10015.5048828125,51.550488281250004,0.0,12879.30830078125,15.24,0.76,0.0,0.0,5.0
223,10,train_0121,12645.8544921875,9892.453125,39.245312500000004,0.0,12685.0998046875,15.2,0.58,0.0,0.0,5.0
224,11,train_0432,12764.291015625,10237.287109375,73.7287109375,0.0,12838.0197265625,13.04,0.68,0.0,0.0,5.0
225,11,train_0183,13040.322265625,9793.990234375,29.399023437500002,0.0,13069.7212890625,15.52,0.56,0.0,0.0,5.0
226,11,train_0485,12311.98046875,9938.2724609375,43.827246093750006,0.0,12355.80771484375,15.38,0.78,0.0,0.0,5.0
227,11,train_0347,12651.4072265625,9997.8515625,49.78515625,0.0,12701.1923828125,17.28,0.66,0.0,0.0,5.0
228,11,train_0328,12652.326171875,10132.4111328125,63.24111328125,0.0,12715.56728515625,15.04,0.62,0.0,0.0,5.0
229,11,train_0106,12860.404296875,10410.9970703125,91.09970703125,0.0,12951.50400390625,15.84,0.56,0.0,0.0,5.0
230,11,train_0277,12750.634765625,9943.92578125,44.392578125,0.0,12795.02734375,15.32,0.66,0.0,0.0,5.0
231,11,train_0513,12533.703125,10178.822265625,67.88222656250001,0.0,12601.5853515625,16.8,0.64,0.0,0.0,5.0
232,11,train_0011,12049.583984375,9835.818359375,33.5818359375,0.0,12083.1658203125,16.24,0.62,0.0,0.0,5.0
233,11,train_0455,12774.8828125,10644.873046875,114.4873046875,0.0,12889.3701171875,18.72,0.72,0.0,0.0,5.0
234,11,train_0295,12886.33984375,9537.66796875,3.7667968750000003,0.0,12890.106640625,15.72,0.58,0.0,0.0,5.0
235,11,train_0431,12346.232421875,10241.009765625,74.10097656250001,0.0,12420.3333984375,16.6,0.64,0.0,0.0,5.0
236,11,train_0397,12625.2099609375,9782.416015625,28.2416015625,0.0,12653.4515625,14.72,0.68,0.0,0.0,5.0
237,11,train_0259,12742.0087890625,10174.400390625,67.4400390625,0.0,12809.448828125,14.9,0.68,0.0,0.0,5.0
238,11,train_0185,12834.513671875,10048.07421875,54.807421875,0.0,12889.32109375,14.12,0.62,0.0,0.0,5.0
239,11,train_0376,12827.48828125,9663.5546875,16.35546875,0.0,12843.84375,16.82,0.66,0.0,0.0,5.0
240,12,train_0084,12698.6181640625,9662.6875,16.26875,0.0,12714.8869140625,16.94,0.66,0.0,0.0,5.0
241,12,train_0350,12566.458984375,10015.912109375,51.5912109375,0.0,12618.0501953125,16.26,0.68,0.0,0.0,5.0
242,12,train_0056,12001.4365234375,9594.46484375,9.446484375,0.0,12010.8830078125,16.22,0.7,0.0,0.0,5.0
243,12,train_0389,12419.7431640625,10107.8955078125,60.78955078125,0.0,12480.53271484375,15.56,0.54,0.0,0.0,5.0
244,12,train_0377,12790.591796875,9772.9599609375,27.295996093750002,0.0,12817.88779296875,18.68,0.6,0.0,0.0,5.0
245,12,train_0050,12277.1328125,10181.197265625,68.1197265625,0.0,12345.2525390625,15.66,0.68,0.0,0.0,5.0
246,12,train_0454,12992.8125,10498.353515625,99.83535156250001,0.0,13092.6478515625,17.74,0.64,0.0,0.0,5.0
247,12,train_0249,12371.76171875,10536.0869140625,103.60869140625,0.0,12475.37041015625,16.36,0.72,0.0,0.0,5.0
248,12,train_0472,13075.435546875,10313.46484375,81.346484375,0.0,13156.78203125,14.76,0.66,0.0,0.0,5.0
249,12,train_0024,12268.7265625,9671.408203125,17.1408203125,0.0,12285.8673828125,16.6,0.72,0.0,0.0,5.0
250,12,train_0107,12791.650390625,10337.9072265625,83.79072265625001,0.0,12875.44111328125,16.16,0.52,0.0,0.0,5.0
251,12,train_0296,12739.90625,10177.310546875,67.7310546875,0.0,12807.6373046875,14.72,0.7,0.0,0.0,5.0
252,12,train_0112,12822.345703125,10004.9951171875,50.49951171875,0.0,12872.84521484375,17.08,0.68,0.0,0.0,5.0
253,12,train_0197,12866.568359375,10162.015625,66.20156250000001,0.0,12932.769921875,15.96,0.72,0.0,0.0,5.0
254,12,train_0396,12566.080078125,10249.298828125,74.9298828125,0.0,12641.0099609375,13.52,0.76,0.0,0.0,5.0
255,12,train_0086,12198.17578125,9607.412109375,10.7412109375,0.0,12208.9169921875,17.04,0.64,0.0,0.0,5.0
256,13,train_0406,12544.962890625,9927.57421875,42.757421875000006,0.0,12587.7203125,17.12,0.66,0.0,0.0,5.0
257,13,train_0062,12376.95703125,9825.064453125,32.5064453125,0.0,12409.4634765625,14.94,0.72,0.0,0.0,5.0
258,13,train_0105,12699.9921875,10252.314453125,75.2314453125,0.0,12775.2236328125,14.34,0.7,0.0,0.0,5.0
259,13,train_0352,12146.541015625,9806.7568359375,30.67568359375,0.0,12177.21669921875,15.72,0.66,0.0,0.0,5.0
260,13,train_0476,12370.06640625,9993.001953125,49.3001953125,0.0,12419.3666015625,19.1,0.7,0.0,0.0,5.0
261,13,train_0102,12608.3349609375,9850.8359375,35.08359375,0.0,12643.4185546875,13.82,0.66,0.0,0.0,5.0
262,13,train_0179,12155.3193359375,10058.4169921875,55.84169921875,0.0,12211.16103515625,15.3,0.76,0.0,0.0,5.0
263,13,train_0555,12548.916015625,9719.990234375,21.9990234375,0.0,12570.9150390625,16.1,0.68,0.0,0.0,5.0
264,13,train_0593,12587.453125,10000.9384765625,50.093847656250006,0.0,12637.54697265625,13.54,0.76,0.0,0.0,5.0
265,13,train_0348,12998.125,9837.818359375,33.7818359375,0.0,13031.9068359375,15.1,0.8,0.0,0.0,5.0
266,13,train_0268,12605.52734375,10205.830078125,70.5830078125,0.0,12676.1103515625,16.82,0.74,0.0,0.0,5.0
267,13,train_0208,12251.2109375,10243.865234375,74.3865234375,0.0,12325.5974609375,15.06,0.6,0.0,0.0,5.0
268,13,train_0367,12478.412109375,9903.310546875,40.3310546875,0.0,12518.7431640625,14.66,0.8,0.0,0.0,5.0
269,13,train_0354,12135.236328125,9799.732421875,29.973242187500002,0.0,12165.2095703125,16.08,0.7,0.0,0.0,5.0
270,13,train_0176,12574.9990234375,10506.587890625,100.6587890625,0.0,12675.6578125,13.5,0.72,0.0,0.0,5.0
271,13,train_0013,12870.2548828125,9650.0546875,15.00546875,0.0,12885.2603515625,14.64,0.46,0.0,0.0,5.0
272,14,train_0090,12565.4140625,10017.041015625,51.7041015625,0.0,12617.1181640625,14.84,0.72,0.0,0.0,5.0
273,14,train_0575,13261.21484375,10237.97265625,73.79726562500001,0.0,13335.012109375,17.66,0.64,0.0,0.0,5.0
274,14,train_0250,13139.26953125,9756.1630859375,25.616308593750002,0.0,13164.88583984375,16.74,0.64,0.0,0.0,5.0
275,14,train_0289,12798.6376953125,10446.6611328125,94.66611328125,0.0,12893.30380859375,15.94,0.74,0.0,0.0,5.0
276,14,train_0280,12718.0009765625,10177.4345703125,67.74345703125,0.0,12785.74443359375,16.6,0.7,0.0,0.0,5.0
277,14,train_0469,12674.482421875,10718.15234375,121.815234375,0.0,12796.29765625,16.7,0.58,0.0,0.0,5.0
278,14,train_0038,12147.419921875,10605.7421875,110.57421875,0.0,12257.994140625,17.22,0.64,0.0,0.0,5.0
279,14,train_0049,12966.615234375,10000.294921875,50.029492187500004,0.0,13016.6447265625,13.18,0.46,0.0,0.0,5.0
280,14,train_0165,12030.578125,10247.99609375,74.799609375,0.0,12105.377734375,16.18,0.64,0.0,0.0,5.0
281,14,train_0291,13129.8349609375,10007.623046875,50.762304687500006,0.0,13180.597265625,15.88,0.68,0.0,0.0,5.0
282,14,train_0402,12948.2841796875,9951.3349609375,45.133496093750004,0.0,12993.41767578125,17.18,0.6,0.0,0.0,5.0
283,14,train_0294,12349.689453125,10124.21484375,62.421484375000006,0.0,12412.1109375,16.16,0.48,0.0,0.0,5.0
284,14,train_0264,12379.248046875,10047.4140625,54.741406250000004,0.0,12433.989453125,16.8,0.74,0.0,0.0,5.0
285,14,train_0562,12584.2265625,10060.3076171875,56.03076171875,0.0,12640.25732421875,15.86,0.74,0.0,0.0,5.0
286,14,train_0096,12934.294921875,10100.22265625,60.022265625,0.0,12994.3171875,16.08,0.72,0.0,0.0,5.0
287,14,train_0343,13142.390625,10484.7421875,98.47421875,0.0,13240.86484375,16.72,0.64,0.0,0.0,5.0
288,14,train_0325,12287.931640625,10234.00390625,73.400390625,0.0,12361.33203125,13.42,0.7,0.0,0.0,5.0
289,14,train_0284,12827.083984375,9960.2041015625,46.02041015625,0.0,12873.10439453125,17.3,0.84,0.0,0.0,5.0
290,14,train_0484,12718.9853515625,10196.34765625,69.634765625,0.0,12788.6201171875,13.86,0.64,0.0,0.0,5.0
291,14,train_0160,12854.220703125,9852.70703125,35.270703125000004,0.0,12889.49140625,17.26,0.68,0.0,0.0,5.0
292,14,train_0572,12680.26171875,10183.36328125,68.33632812500001,0.0,12748.598046875,13.1,0.64,0.0,0.0,5.0
293,14,train_0198,12133.75,9686.2548828125,18.62548828125,0.0,12152.37548828125,16.64,0.62,0.0,0.0,5.0
294,14,train_0327,12965.087890625,10200.10546875,70.010546875,0.0,13035.0984375,15.64,0.58,0.0,0.0,5.0
295,14,train_0312,12223.0048828125,9678.041015625,17.8041015625,0.0,12240.808984375,15.76,0.56,0.0,0.0,5.0
296,14,train_0509,12410.5849609375,9755.3701171875,25.53701171875,0.0,12436.12197265625,14.38,0.88,0.0,0.0,5.0
297,14,train_0263,12616.859375,9537.484375,3.7484375,0.0,12620.6078125,15.58,0.54,0.0,0.0,5.0
298,14,train_0170,12362.263671875,10017.3740234375,51.737402343750006,0.0,12414.00107421875,17.24,0.66,0.0,0.0,5.0
299,14,train_0012,12828.3671875,10528.212890625,102.8212890625,0.0,12931.1884765625,14.9,0.74,0.0,0.0,5.0
300,14,train_0218,12714.5,10389.8017578125,88.98017578125001,0.0,12803.48017578125,17.1,0.74,0.0,0.0,5.0
301,14,train_0495,12743.896484375,10143.0048828125,64.30048828125,0.0,12808.19697265625,17.66,0.68,0.0,0.0,5.0
302,14,train_0005,12337.92578125,9915.17578125,41.517578125,0.0,12379.443359375,16.16,0.62,0.0,0.0,5.0
303,14,train_0537,12441.3701171875,9921.611328125,42.1611328125,0.0,12483.53125,17.8,0.62,0.0,0.0,5.0
304,15,train_0325,12702.83984375,10062.70703125,56.270703125000004,0.0,12759.110546875,14.02,0.72,0.0,0.0,5.0
305,15,train_0084,12503.4736328125,9629.78515625,12.978515625,0.0,12516.4521484375,17.94,0.64,0.0,0.0,5.0
306,15,train_0181,11961.1328125,9401.169921875,-9.8830078125,9.8830078125,11951.2498046875,15.46,0.82,0.0,0.0,5.0
307,15,train_0332,12044.0751953125,10057.71875,55.771875,0.0,12099.8470703125,15.48,0.52,0.0,0.0,5.0
308,15,train_0189,12708.86328125,9825.1171875,32.51171875,0.0,12741.375,16.6,0.66,0.0,0.0,5.0
309,15,train_0065,12866.94921875,10163.681640625,66.3681640625,0.0,12933.3173828125,12.38,0.56,0.0,0.0,5.0
310,15,train_0399,12516.982421875,10229.974609375,72.99746093750001,0.0,12589.9798828125,14.56,0.62,0.0,0.0,5.0
311,15,train_0403,13022.6943359375,10026.578125,52.657812500000006,0.0,13075.3521484375,13.82,0.56,0.0,0.0,5.0
312,15,train_0071,12602.60546875,10148.615234375,64.8615234375,0.0,12667.4669921875,14.28,0.78,0.0,0.0,5.0
313,15,train_0168,13059.982421875,10094.4052734375,59.440527343750006,0.0,13119.42294921875,16.8,0.68,0.0,0.0,5.0
314,15,train_0146,12487.501953125,10299.857421875,79.98574218750001,0.0,12567.4876953125,15.14,0.72,0.0,0.0,5.0
315,15,train_0395,12598.4970703125,9490.8134765625,-0.91865234375,0.91865234375,12597.57841796875,15.1,0.74,0.0,0.0,5.0
316,15,train_0438,12686.2490234375,9740.6748046875,24.067480468750002,0.0,12710.31650390625,16.66,0.7,0.0,0.0,5.0
317,15,train_0436,12833.923828125,10372.4375,87.24375,0.0,12921.167578125,15.96,0.6,0.0,0.0,5.0
318,15,train_0563,12953.86328125,9762.349609375,26.234960937500002,0.0,12980.0982421875,17.0,0.56,0.0,0.0,5.0
319,15,train_0461,12216.228515625,10392.3046875,89.23046875,0.0,12305.458984375,14.16,0.74,0.0,0.0,5.0
320,16,train_0192,12730.12109375,10370.326171875,87.03261718750001,0.0,12817.1537109375,15.68,0.74,0.0,0.0,5.0
321,16,train_0064,12527.7177734375,10379.5859375,87.95859375,0.0,12615.6763671875,15.4,0.66,0.0,0.0,5.0
322,16,train_0368,12998.8818359375,9918.04296875,41.804296875000006,0.0,13040.6861328125,15.62,0.74,0.0,0.0,5.0
323,16,train_0549,12739.453125,10268.234375,76.82343750000001,0.0,12816.2765625,16.36,0.62,0.0,0.0,5.0
324,16,train_0585,12773.5810546875,9948.95703125,44.895703125000004,0.0,12818.4767578125,12.82,0.44,0.0,0.0,5.0
325,16,train_0138,12520.7138671875,10195.72265625,69.572265625,0.0,12590.2861328125,17.96,0.76,0.0,0.0,5.0
326,16,train_0141,13137.90625,10006.525390625,50.652539062500004,0.0,13188.5587890625,12.72,0.72,0.0,0.0,5.0
327,16,train_0022,12858.67578125,9900.2890625,40.028906250000006,0.0,12898.7046875,18.26,0.74,0.0,0.0,5.0
328,16,train_0084,12417.24609375,9853.25,35.325,0.0,12452.57109375,16.74,0.6,0.0,0.0,5.0
329,16,train_0332,12336.447265625,10149.919921875,64.9919921875,0.0,12401.4392578125,16.24,0.8,0.0,0.0,5.0
330,16,train_0328,12656.912109375,10134.4111328125,63.441113281250004,0.0,12720.35322265625,15.96,0.68,0.0,0.0,5.0
331,16,train_0222,12801.26953125,9998.83984375,49.883984375000004,0.0,12851.153515625,17.32,0.66,0.0,0.0,5.0
332,16,train_0185,12466.4345703125,10302.93359375,80.29335937500001,0.0,12546.7279296875,15.58,0.7,0.0,0.0,5.0
333,16,train_0497,12689.609375,10082.5390625,58.25390625,0.0,12747.86328125,16.18,0.74,0.0,0.0,5.0
334,16,train_0276,12765.828125,9533.556640625,3.3556640625000003,0.0,12769.1837890625,13.9,0.6,0.0,0.0,5.0
335,16,train_0484,12494.93359375,10103.9736328125,60.39736328125,0.0,12555.33095703125,13.92,0.62,0.0,0.0,5.0
336,17,train_0577,13406.5439453125,10432.16796875,93.216796875,0.0,13499.7607421875,16.7,0.66,0.0,0.0,5.0
337,17,train_0190,13146.6064453125,10199.2763671875,69.92763671875001,0.0,13216.53408203125,16.14,0.64,0.0,0.0,5.0
338,17,train_0121,12491.2333984375,10065.6474609375,56.56474609375,0.0,12547.79814453125,15.24,0.76,0.0,0.0,5.0
339,17,train_0571,12477.3515625,9873.052734375,37.3052734375,0.0,12514.6568359375,15.9,0.78,0.0,0.0,5.0
340,17,train_0380,12308.828125,10069.7578125,56.975781250000004,0.0,12365.80390625,18.28,0.74,0.0,0.0,5.0
341,17,train_0174,13002.505859375,9738.5810546875,23.85810546875,0.0,13026.36396484375,14.74,0.72,0.0,0.0,5.0
342,17,train_0373,12697.6650390625,10274.990234375,77.4990234375,0.0,12775.1640625,17.04,0.74,0.0,0.0,5.0
343,17,train_0309,12660.494140625,10311.09765625,81.10976562500001,0.0,12741.60390625,14.58,0.76,0.0,0.0,5.0
344,17,train_0543,12618.908203125,10370.859375,87.0859375,0.0,12705.994140625,15.66,0.8,0.0,0.0,5.0
345,17,train_0153,12546.041015625,9911.462890625,41.1462890625,0.0,12587.1873046875,16.34,0.78,0.0,0.0,5.0
346,17,train_0594,12460.2734375,9749.724609375,24.972460937500003,0.0,12485.2458984375,19.28,0.76,0.0,0.0,5.0
347,17,train_0561,12806.279296875,10085.9921875,58.599218750000006,0.0,12864.878515625,16.48,0.76,0.0,0.0,5.0
348,17,train_0108,12518.078125,10113.9951171875,61.399511718750006,0.0,12579.47763671875,17.12,0.74,0.0,0.0,5.0
349,17,train_0098,12596.3740234375,9758.8994140625,25.889941406250003,0.0,12622.26396484375,14.5,0.7,0.0,0.0,5.0
350,17,train_0319,12565.5712890625,10070.10546875,57.010546875,0.0,12622.5818359375,15.5,0.72,0.0,0.0,5.0
351,17,train_0026,12421.19140625,9587.712890625,8.771289062500001,0.0,12429.9626953125,17.18,0.82,0.0,0.0,5.0
352,17,train_0179,12419.255859375,9946.01171875,44.601171875000006,0.0,12463.85703125,14.74,0.72,0.0,0.0,5.0
353,17,train_0261,12867.0908203125,10078.728515625,57.8728515625,0.0,12924.963671875,16.32,0.62,0.0,0.0,5.0
354,17,train_0581,12468.13671875,10128.146484375,62.814648437500004,0.0,12530.9513671875,16.22,0.42,0.0,0.0,5.0
355,17,train_0595,12430.0224609375,9627.4072265625,12.74072265625,0.0,12442.76318359375,17.14,0.6,0.0,0.0,5.0
356,17,train_0090,12537.2119140625,10067.904296875,56.7904296875,0.0,12594.00234375,13.9,0.7,0.0,0.0,5.0
357,17,train_0535,12521.8759765625,9940.7001953125,44.070019531250004,0.0,12565.94599609375,13.7,0.74,0.0,0.0,5.0
358,17,train_0054,12560.4375,10019.16015625,51.916015625,0.0,12612.353515625,15.78,0.7,0.0,0.0,5.0
359,17,train_0449,12808.958984375,9929.7578125,42.975781250000004,0.0,12851.934765625,16.36,0.56,0.0,0.0,5.0
360,17,train_0507,12929.5087890625,9827.8818359375,32.78818359375,0.0,12962.29697265625,14.82,0.7,0.0,0.0,5.0
361,17,train_0534,12350.720703125,10330.0703125,83.00703125000001,0.0,12433.727734375,16.42,0.66,0.0,0.0,5.0
362,17,train_0134,12785.94140625,10467.23828125,96.72382812500001,0.0,12882.665234375,13.32,0.74,0.0,0.0,5.0
363,17,train_0536,12866.513671875,9660.474609375,16.047460937500002,0.0,12882.5611328125,14.8,0.56,0.0,0.0,5.0
364,17,train_0069,12519.2607421875,9938.123046875,43.8123046875,0.0,12563.073046875,17.12,0.58,0.0,0.0,5.0
365,17,train_0311,12452.0107421875,10202.669921875,70.26699218750001,0.0,12522.277734375,15.14,0.74,0.0,0.0,5.0
366,17,train_0281,12914.404296875,10182.9375,68.29375,0.0,12982.698046875,15.96,0.66,0.0,0.0,5.0
367,17,train_0189,12524.591796875,10146.955078125,64.6955078125,0.0,12589.2873046875,15.98,0.66,0.0,0.0,5.0
368,18,train_0013,12562.201171875,10029.361328125,52.936132812500006,0.0,12615.1373046875,15.04,0.64,0.0,0.0,5.0
369,18,train_0463,12266.794921875,9864.103515625,36.410351562500004,0.0,12303.2052734375,15.94,0.78,0.0,0.0,5.0
370,18,train_0201,12510.71875,10098.26171875,59.826171875,0.0,12570.544921875,17.56,0.6,0.0,0.0,5.0
371,18,train_0396,12669.51953125,9975.611328125,47.561132812500006,0.0,12717.0806640625,13.86,0.7,0.0,0.0,5.0
372,18,train_0246,12284.8251953125,10170.951171875,67.09511718750001,0.0,12351.9203125,16.16,0.74,0.0,0.0,5.0
373,18,train_0224,12469.203125,10038.9033203125,53.890332031250004,0.0,12523.09345703125,14.86,0.64,0.0,0.0,5.0
374,18,train_0531,12608.3427734375,10090.904296875,59.090429687500006,0.0,12667.433203125,17.22,0.6,0.0,0.0,5.0
375,18,train_0056,12042.658203125,9615.3173828125,11.53173828125,0.0,12054.18994140625,17.06,0.68,0.0,0.0,5.0
376,18,train_0441,12558.755859375,10159.36328125,65.936328125,0.0,12624.6921875,16.44,0.7,0.0,0.0,5.0
377,18,train_0448,12495.9765625,9998.998046875,49.8998046875,0.0,12545.8763671875,16.04,0.62,0.0,0.0,5.0
378,18,train_0227,12981.744140625,10349.05078125,84.905078125,0.0,13066.64921875,16.5,0.72,0.0,0.0,5.0
379,18,train_0157,12444.609375,10174.751953125,67.4751953125,0.0,12512.0845703125,16.78,0.68,0.0,0.0,5.0
380,18,train_0003,12319.361328125,9938.158203125,43.8158203125,0.0,12363.1771484375,14.96,0.66,0.0,0.0,5.0
381,18,train_0562,12530.30078125,10409.68359375,90.968359375,0.0,12621.269140625,14.46,0.66,0.0,0.0,5.0
382,18,train_0568,12999.744140625,10243.9169921875,74.39169921875,0.0,13074.13583984375,15.18,0.7,0.0,0.0,5.0
383,18,train_0144,12696.5048828125,10383.0478515625,88.30478515625,0.0,12784.80966796875,15.28,0.8,0.0,0.0,5.0
384,19,train_0019,12784.00390625,10362.2109375,86.22109375000001,0.0,12870.225,15.84,0.74,0.0,0.0,5.0
385,19,train_0073,12584.0986328125,10017.974609375,51.797460937500006,0.0,12635.89609375,15.46,0.7,0.0,0.0,5.0
386,19,train_0040,13003.62109375,9994.4609375,49.44609375,0.0,13053.0671875,16.68,0.76,0.0,0.0,5.0
387,19,train_0498,12691.462890625,10146.7607421875,64.67607421875,0.0,12756.13896484375,14.94,0.74,0.0,0.0,5.0
388,19,train_0535,12569.361328125,9865.765625,36.5765625,0.0,12605.937890625,14.88,0.68,0.0,0.0,5.0
389,19,train_0091,12418.46875,10195.140625,69.51406250000001,0.0,12487.9828125,16.4,0.72,0.0,0.0,5.0
390,19,train_0448,12382.169921875,10087.8544921875,58.78544921875,0.0,12440.95537109375,15.2,0.7,0.0,0.0,5.0
391,19,train_0107,13055.3974609375,9938.853515625,43.885351562500006,0.0,13099.2828125,15.74,0.62,0.0,0.0,5.0
392,19,train_0220,12694.0478515625,10153.556640625,65.3556640625,0.0,12759.403515625,15.92,0.76,0.0,0.0,5.0
393,19,train_0359,12764.7734375,10038.12109375,53.812109375000006,0.0,12818.585546875,14.72,0.62,0.0,0.0,5.0
394,19,train_0431,12718.4609375,9812.65625,31.265625,0.0,12749.7265625,15.88,0.66,0.0,0.0,5.0
395,19,train_0524,11899.25,9793.9912109375,29.39912109375,0.0,11928.64912109375,17.54,0.78,0.0,0.0,5.0
396,19,train_0026,12332.173828125,9737.431640625,23.7431640625,0.0,12355.9169921875,15.98,0.74,0.0,0.0,5.0
397,19,train_0117,12429.4609375,9746.935546875,24.6935546875,0.0,12454.1544921875,15.28,0.74,0.0,0.0,5.0
398,19,train_0168,13033.296875,10114.3984375,61.43984375,0.0,13094.73671875,16.98,0.62,0.0,0.0,5.0
399,19,train_0186,12581.2421875,10107.931640625,60.793164062500004,0.0,12642.0353515625,15.56,0.74,0.0,0.0,5.0
400,20,train_0598,12687.453125,9863.79296875,36.379296875,0.0,12723.832421875,14.34,0.84,0.0,0.0,5.0
401,20,train_0466,12801.107421875,10194.44921875,69.444921875,0.0,12870.55234375,14.82,0.68,0.0,0.0,5.0
402,20,train_0192,13013.625,10142.220703125,64.22207031250001,0.0,13077.8470703125,17.62,0.7,0.0,0.0,5.0
403,20,train_0583,12551.611328125,9953.37890625,45.337890625,0.0,12596.94921875,15.06,0.74,0.0,0.0,5.0
404,20,train_0299,12803.6220703125,10046.2529296875,54.62529296875,0.0,12858.24736328125,15.06,0.76,0.0,0.0,5.0
405,20,train_0300,12161.1640625,10137.705078125,63.7705078125,0.0,12224.9345703125,15.42,0.76,0.0,0.0,5.0
406,20,train_0260,12609.7099609375,9676.966796875,17.6966796875,0.0,12627.406640625,15.88,0.66,0.0,0.0,5.0
407,20,train_0086,12250.751953125,9515.15625,1.515625,0.0,12252.267578125,17.3,0.74,0.0,0.0,5.0
408,20,train_0560,12978.45703125,9752.208984375,25.2208984375,0.0,13003.6779296875,17.48,0.54,0.0,0.0,5.0
409,20,train_0008,12518.4267578125,10115.8466796875,61.584667968750004,0.0,12580.01142578125,14.72,0.76,0.0,0.0,5.0
410,20,train_0104,12796.83984375,10265.1650390625,76.51650390625001,0.0,12873.35634765625,16.86,0.6,0.0,0.0,5.0
411,20,train_0137,12375.2607421875,10022.517578125,52.2517578125,0.0,12427.5125,14.04,0.76,0.0,0.0,5.0
412,20,train_0167,12139.7880859375,9977.8046875,47.780468750000004,0.0,12187.5685546875,15.54,0.74,0.0,0.0,5.0
413,20,train_0079,13013.46875,9927.546875,42.7546875,0.0,13056.2234375,16.38,0.66,0.0,0.0,5.0
414,20,train_0010,12742.904296875,10010.662109375,51.0662109375,0.0,12793.9705078125,16.66,0.72,0.0,0.0,5.0
415,20,train_0406,12781.25,9845.52734375,34.552734375,0.0,12815.802734375,18.0,0.76,0.0,0.0,5.0
416,21,train_0581,12399.501953125,9990.1953125,49.01953125,0.0,12448.521484375,16.5,0.52,0.0,0.0,5.0
417,21,train_0073,12781.0224609375,9780.697265625,28.0697265625,0.0,12809.0921875,15.2,0.58,0.0,0.0,5.0
418,21,train_0177,12512.65234375,10444.2626953125,94.42626953125,0.0,12607.07861328125,14.92,0.7,0.0,0.0,5.0
419,21,train_0303,12275.22265625,9936.638671875,43.6638671875,0.0,12318.8865234375,15.9,0.56,0.0,0.0,5.0
420,21,train_0556,12805.90234375,9943.041015625,44.3041015625,0.0,12850.2064453125,14.26,0.64,0.0,0.0,5.0
421,21,train_0416,12373.4326171875,10098.724609375,59.8724609375,0.0,12433.305078125,15.54,0.64,0.0,0.0,5.0
422,21,train_0459,12866.6728515625,9977.421875,47.7421875,0.0,12914.4150390625,17.48,0.64,0.0,0.0,5.0
423,21,train_0348,13012.75390625,9901.703125,40.1703125,0.0,13052.92421875,16.6,0.84,0.0,0.0,5.0
424,21,train_0250,12902.08984375,9862.541015625,36.254101562500004,0.0,12938.3439453125,16.76,0.68,0.0,0.0,5.0
425,21,train_0119,12487.71875,10007.2705078125,50.72705078125,0.0,12538.44580078125,17.82,0.7,0.0,0.0,5.0
426,21,train_0518,12661.2666015625,10261.986328125,76.19863281250001,0.0,12737.465234375,15.6,0.54,0.0,0.0,5.0
427,21,train_0482,12279.8369140625,9886.625,38.6625,0.0,12318.4994140625,16.18,0.66,0.0,0.0,5.0
428,21,train_0015,12395.6611328125,10100.59375,60.059375,0.0,12455.7205078125,15.68,0.64,0.0,0.0,5.0
429,21,train_0429,13160.115234375,10243.17578125,74.317578125,0.0,13234.4328125,15.56,0.72,0.0,0.0,5.0
430,21,train_0050,12231.2421875,10226.00390625,72.600390625,0.0,12303.842578125,14.7,0.5,0.0,0.0,5.0
431,21,train_0443,12946.685546875,10455.361328125,95.5361328125,0.0,13042.2216796875,17.7,0.6,0.0,0.0,5.0
432,21,train_0495,12471.69921875,10464.623046875,96.46230468750001,0.0,12568.1615234375,17.3,0.68,0.0,0.0,5.0
433,21,train_0078,12478.734375,9948.306640625,44.830664062500006,0.0,12523.5650390625,14.34,0.54,0.0,0.0,5.0
434,21,train_0260,12336.130859375,9858.7529296875,35.87529296875,0.0,12372.00615234375,17.86,0.56,0.0,0.0,5.0
435,21,train_0074,13099.189453125,10049.185546875,54.918554687500006,0.0,13154.1080078125,16.86,0.74,0.0,0.0,5.0
436,21,train_0340,12603.5244140625,9943.056640625,44.3056640625,0.0,12647.830078125,16.12,0.52,0.0,0.0,5.0
437,21,train_0556,12762.798828125,9933.0859375,43.30859375,0.0,12806.107421875,14.56,0.78,0.0,0.0,5.0
438,21,train_0048,12757.412109375,10420.146484375,92.0146484375,0.0,12849.4267578125,16.38,0.82,0.0,0.0,5.0
439,21,train_0238,12865.287109375,9892.6767578125,39.267675781250006,0.0,12904.55478515625,17.08,0.66,0.0,0.0,5.0
440,21,train_0583,12580.9736328125,10228.3046875,72.83046875000001,0.0,12653.8041015625,15.74,0.82,0.0,0.0,5.0
441,21,train_0180,12593.31640625,10380.2626953125,88.02626953125001,0.0,12681.34267578125,16.52,0.66,0.0,0.0,5.0
442,21,train_0079,12605.98046875,10240.4609375,74.04609375,0.0,12680.0265625,15.92,0.52,0.0,0.0,5.0
443,21,train_0293,12116.4619140625,10085.2421875,58.52421875,0.0,12174.9861328125,15.82,0.7,0.0,0.0,5.0
444,21,train_0305,12726.744140625,10178.71875,67.871875,0.0,12794.616015625,15.9,0.66,0.0,0.0,5.0
445,21,train_0397,12569.8271484375,9709.02734375,20.902734375,0.0,12590.7298828125,16.0,0.66,0.0,0.0,5.0
