episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,carbon_lambda
123,6,train_0382,12532.2470703125,10712.103515625,121.21035156250001,0.0,12653.457421875,15.28,0.7,0.0,0.0,5.0
124,6,train_0328,12750.44921875,10080.9345703125,58.093457031250004,0.0,12808.54267578125,16.14,0.58,0.0,0.0,5.0
125,6,train_0405,12867.015625,10511.01171875,101.101171875,0.0,12968.116796875,16.18,0.58,0.0,0.0,5.0
126,6,train_0574,13115.119140625,10017.28515625,51.728515625,0.0,13166.84765625,14.26,0.58,0.0,0.0,5.0
127,6,train_0090,12581.03125,10219.591796875,71.9591796875,0.0,12652.9904296875,14.48,0.6,0.0,0.0,5.0
128,7,train_0336,12716.67578125,9889.6494140625,38.964941406250006,0.0,12755.64072265625,16.6,0.62,0.0,0.0,5.0
129,7,train_0264,12175.740234375,10194.306640625,69.4306640625,0.0,12245.1708984375,17.36,0.52,0.0,0.0,5.0
130,7,train_0214,12434.1953125,9786.5869140625,28.65869140625,0.0,12462.85400390625,15.44,0.52,0.0,0.0,5.0
131,7,train_0143,12768.9912109375,10329.203125,82.92031250000001,0.0,12851.9115234375,16.0,0.56,0.0,0.0,5.0
132,7,train_0031,12317.8408203125,10030.0869140625,53.00869140625,0.0,12370.84951171875,16.8,0.56,0.0,0.0,5.0
133,7,train_0241,12365.1015625,9861.43359375,36.143359375,0.0,12401.244921875,14.22,0.58,0.0,0.0,5.0
134,7,train_0495,12760.73046875,10236.591796875,73.6591796875,0.0,12834.3896484375,18.12,0.5,0.0,0.0,5.0
135,7,train_0058,11955.390625,9838.5224609375,33.852246093750004,0.0,11989.24287109375,14.76,0.68,0.0,0.0,5.0
136,7,train_0243,12844.259765625,10333.013671875,83.3013671875,0.0,12927.5611328125,16.88,0.58,0.0,0.0,5.0
137,7,train_0580,12989.685546875,10248.3837890625,74.83837890625,0.0,13064.52392578125,15.82,0.64,0.0,0.0,5.0
138,7,train_0570,12254.736328125,10135.125,63.5125,0.0,12318.248828125,14.26,0.76,0.0,0.0,5.0
139,7,train_0129,13150.666015625,10285.4814453125,78.54814453125,0.0,13229.21416015625,15.78,0.62,0.0,0.0,5.0
140,7,train_0004,12645.5244140625,10421.087890625,92.10878906250001,0.0,12737.633203125,18.28,0.58,0.0,0.0,5.0
141,7,train_0403,13146.5498046875,9949.80859375,44.980859375,0.0,13191.5306640625,14.48,0.56,0.0,0.0,5.0
142,7,train_0008,12764.09375,10045.685546875,54.568554687500004,0.0,12818.6623046875,15.24,0.58,0.0,0.0,5.0
143,7,train_0180,12676.4794921875,10252.240234375,75.22402343750001,0.0,12751.703515625,15.08,0.58,0.0,0.0,5.0
144,7,train_0298,11919.8134765625,9685.103515625,18.510351562500002,0.0,11938.323828125,15.52,0.62,0.0,0.0,5.0
145,7,train_0524,11843.447265625,9955.345703125,45.5345703125,0.0,11888.9818359375,16.44,0.54,0.0,0.0,5.0
146,7,train_0055,12853.1181640625,9813.86328125,31.386328125000002,0.0,12884.5044921875,14.04,0.68,0.0,0.0,5.0
147,7,train_0397,12335.498046875,9997.5791015625,49.757910156250006,0.0,12385.25595703125,16.24,0.42,0.0,0.0,5.0
148,7,train_0319,12646.2451171875,10245.1923828125,74.51923828125,0.0,12720.76435546875,15.72,0.52,0.0,0.0,5.0
149,7,train_0078,12736.421875,10208.267578125,70.8267578125,0.0,12807.2486328125,14.14,0.42,0.0,0.0,5.0
150,7,train_0507,12961.04296875,10029.109375,52.9109375,0.0,13013.95390625,15.12,0.66,0.0,0.0,5.0
151,7,train_0507,12875.1201171875,10151.87109375,65.187109375,0.0,12940.3072265625,16.58,0.58,0.0,0.0,5.0
152,7,train_0289,12740.1669921875,10940.96875,144.096875,0.0,12884.2638671875,15.02,0.52,0.0,0.0,5.0
153,7,train_0566,12368.234375,9627.7939453125,12.77939453125,0.0,12381.01376953125,15.44,0.6,0.0,0.0,5.0
154,7,train_0364,12419.7041015625,10399.37109375,89.937109375,0.0,12509.6412109375,18.02,0.5,0.0,0.0,5.0
155,7,train_0542,12600.4755859375,9849.1015625,34.91015625,0.0,12635.3857421875,16.46,0.54,0.0,0.0,5.0
156,7,train_0576,12618.3193359375,9782.9306640625,28.293066406250002,0.0,12646.61240234375,14.24,0.56,0.0,0.0,5.0
157,7,train_0341,13022.20703125,9968.51171875,46.851171875000006,0.0,13069.058203125,16.32,0.56,0.0,0.0,5.0
158,7,train_0168,13075.7412109375,10176.951171875,67.6951171875,0.0,13143.436328125,17.1,0.58,0.0,0.0,5.0
159,7,train_0087,12495.263671875,10622.55078125,112.25507812500001,0.0,12607.51875,15.34,0.58,0.0,0.0,5.0
160,8,train_0337,12388.078125,9773.408203125,27.3408203125,0.0,12415.4189453125,15.0,0.64,0.0,0.0,5.0
161,8,train_0115,12738.78125,10319.03515625,81.90351562500001,0.0,12820.684765625,15.66,0.66,0.0,0.0,5.0
162,8,train_0450,12547.69921875,9644.65234375,14.465234375000001,0.0,12562.164453125,15.34,0.56,0.0,0.0,5.0
163,8,train_0556,12517.615234375,10347.671875,84.7671875,0.0,12602.382421875,13.88,0.6,0.0,0.0,5.0
164,8,train_0147,12920.49609375,10369.3115234375,86.93115234375,0.0,13007.42724609375,18.06,0.74,0.0,0.0,5.0
165,8,train_0331,12877.609375,10073.357421875,57.3357421875,0.0,12934.9451171875,16.56,0.52,0.0,0.0,5.0
166,8,train_0029,12095.103515625,10061.96484375,56.196484375000004,0.0,12151.3,15.32,0.6,0.0,0.0,5.0
167,8,train_0108,12563.93359375,10320.490234375,82.04902343750001,0.0,12645.9826171875,16.9,0.62,0.0,0.0,5.0
168,8,train_0226,11866.2197265625,9998.705078125,49.8705078125,0.0,11916.090234375,15.2,0.6,0.0,0.0,5.0
169,8,train_0530,12671.8330078125,10566.341796875,106.63417968750001,0.0,12778.4671875,15.6,0.64,0.0,0.0,5.0
170,8,train_0581,12286.552734375,10290.087890625,79.0087890625,0.0,12365.5615234375,16.98,0.54,0.0,0.0,5.0
171,8,train_0384,12326.748046875,10058.169921875,55.816992187500006,0.0,12382.5650390625,17.16,0.58,0.0,0.0,5.0
172,8,train_0350,12160.9169921875,9972.935546875,47.293554687500006,0.0,12208.210546875,17.46,0.48,0.0,0.0,5.0
173,8,train_0341,12858.0234375,10218.2099609375,71.82099609375,0.0,12929.84443359375,15.46,0.6,0.0,0.0,5.0
174,8,train_0036,12488.4609375,10165.28125,66.528125,0.0,12554.9890625,16.72,0.56,0.0,0.0,5.0
175,8,train_0225,12374.697265625,10499.423828125,99.9423828125,0.0,12474.6396484375,16.58,0.64,0.0,0.0,5.0
176,9,train_0589,12178.833984375,10165.087890625,66.5087890625,0.0,12245.3427734375,16.82,0.64,0.0,0.0,5.0
177,9,train_0246,12738.3896484375,9588.982421875,8.898242187500001,0.0,12747.287890625,16.66,0.58,0.0,0.0,5.0
178,9,train_0127,12719.439453125,9896.40625,39.640625,0.0,12759.080078125,15.08,0.54,0.0,0.0,5.0
179,9,train_0143,13072.923828125,10104.5224609375,60.452246093750006,0.0,13133.37607421875,15.74,0.58,0.0,0.0,5.0
180,9,train_0428,13215.7744140625,9863.921875,36.3921875,0.0,13252.1666015625,17.72,0.48,0.0,0.0,5.0
181,9,train_0022,12811.4794921875,10065.791015625,56.5791015625,0.0,12868.05859375,15.8,0.68,0.0,0.0,5.0
182,9,train_0581,12453.076171875,10215.7138671875,71.57138671875,0.0,12524.64755859375,15.76,0.46,0.0,0.0,5.0
183,9,train_0525,12305.19921875,10172.205078125,67.2205078125,0.0,12372.4197265625,15.46,0.64,0.0,0.0,5.0
184,9,train_0340,12670.11328125,9996.328125,49.6328125,0.0,12719.74609375,17.54,0.5,0.0,0.0,5.0
185,9,train_0280,13251.2109375,9850.5556640625,35.05556640625,0.0,13286.26650390625,17.04,0.72,0.0,0.0,5.0
186,9,train_0456,12551.19140625,10012.88671875,51.288671875000006,0.0,12602.480078125,14.36,0.6,0.0,0.0,5.0
187,9,train_0328,12803.99609375,9904.31640625,40.431640625,0.0,12844.427734375,15.48,0.52,0.0,0.0,5.0
188,9,train_0286,12872.93359375,10325.4951171875,82.54951171875001,0.0,12955.48310546875,15.68,0.62,0.0,0.0,5.0
189,9,train_0193,12782.25,9976.337890625,47.6337890625,0.0,12829.8837890625,14.38,0.52,0.0,0.0,5.0
190,9,train_0268,12718.4970703125,10156.50390625,65.650390625,0.0,12784.1474609375,15.88,0.6,0.0,0.0,5.0
191,9,train_0450,12159.9658203125,10239.7470703125,73.97470703125,0.0,12233.94052734375,15.32,0.6,0.0,0.0,5.0
192,10,train_0033,12896.9296875,10161.8896484375,66.18896484375,0.0,12963.11865234375,15.72,0.46,0.0,0.0,5.0
193,10,train_0015,12496.1328125,9933.625,43.362500000000004,0.0,12539.4953125,14.86,0.54,0.0,0.0,5.0
194,10,train_0432,12345.6962890625,10085.4765625,58.54765625,0.0,12404.2439453125,14.8,0.6,0.0,0.0,5.0
195,10,train_0223,12361.708984375,9941.888671875,44.1888671875,0.0,12405.8978515625,14.74,0.66,0.0,0.0,5.0
196,10,train_0482,12428.6171875,9638.23046875,13.823046875000001,0.0,12442.440234375,15.22,0.58,0.0,0.0,5.0
197,10,train_0018,12616.7216796875,10359.16015625,85.916015625,0.0,12702.6376953125,16.62,0.74,0.0,0.0,5.0
198,10,train_0544,13231.4921875,10053.6083984375,55.36083984375,0.0,13286.85302734375,15.04,0.62,0.0,0.0,5.0
199,10,train_0073,12603.533203125,9891.9072265625,39.19072265625,0.0,12642.72392578125,15.34,0.6,0.0,0.0,5.0
200,10,train_0249,12581.4296875,10244.44140625,74.444140625,0.0,12655.873828125,15.94,0.54,0.0,0.0,5.0
201,10,train_0580,12741.66796875,10313.8515625,81.38515625000001,0.0,12823.053125,15.36,0.6,0.0,0.0,5.0
202,10,train_0065,12880.7734375,10118.322265625,61.832226562500004,0.0,12942.6056640625,14.36,0.54,0.0,0.0,5.0
203,10,train_0394,12339.310546875,10105.71484375,60.571484375000004,0.0,12399.88203125,14.94,0.7,0.0,0.0,5.0
204,10,train_0436,13065.2109375,9810.2265625,31.02265625,0.0,13096.23359375,16.66,0.58,0.0,0.0,5.0
205,10,train_0256,12401.798828125,10348.888671875,84.88886718750001,0.0,12486.6876953125,16.46,0.64,0.0,0.0,5.0
206,10,train_0047,12402.8896484375,10008.677734375,50.867773437500006,0.0,12453.757421875,14.6,0.58,0.0,0.0,5.0
207,10,train_0314,12436.384765625,9814.9599609375,31.49599609375,0.0,12467.88076171875,17.0,0.6,0.0,0.0,5.0
208,10,train_0260,12645.51171875,9891.716796875,39.1716796875,0.0,12684.6833984375,16.88,0.5,0.0,0.0,5.0
209,10,train_0523,12411.728515625,9845.634765625,34.5634765625,0.0,12446.2919921875,15.78,0.64,0.0,0.0,5.0
210,10,train_0409,12999.0302734375,10421.4609375,92.14609375,0.0,13091.1763671875,18.86,0.5,0.0,0.0,5.0
211,10,train_0206,12720.1103515625,10519.404296875,101.9404296875,0.0,12822.05078125,14.74,0.66,0.0,0.0,5.0
212,10,train_0034,12533.2890625,10013.7861328125,51.378613281250004,0.0,12584.66767578125,14.86,0.6,0.0,0.0,5.0
213,10,train_0354,12102.458984375,10010.9296875,51.092968750000004,0.0,12153.551953125,13.6,0.56,0.0,0.0,5.0
214,10,train_0167,12393.0546875,9839.45703125,33.945703125,0.0,12427.000390625,16.46,0.76,0.0,0.0,5.0
215,10,train_0410,13048.8828125,10058.171875,55.8171875,0.0,13104.7,18.54,0.66,0.0,0.0,5.0
216,10,train_0518,12854.71875,9844.333984375,34.4333984375,0.0,12889.1521484375,15.92,0.52,0.0,0.0,5.0
217,10,train_0213,12609.041015625,10014.13671875,51.413671875000006,0.0,12660.4546875,16.54,0.72,0.0,0.0,5.0
218,10,train_0542,12373.080078125,9935.037109375,43.5037109375,0.0,12416.5837890625,16.02,0.56,0.0,0.0,5.0
219,10,train_0311,12525.9765625,10071.6640625,57.16640625,0.0,12583.14296875,15.28,0.64,0.0,0.0,5.0
220,10,train_0318,12565.775390625,10002.83203125,50.283203125,0.0,12616.05859375,18.22,0.7,0.0,0.0,5.0
221,10,train_0459,12471.529296875,10116.3046875,61.630468750000006,0.0,12533.159765625,17.28,0.7,0.0,0.0,5.0
