episode,update,scenario_id,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,carbon_lambda
49,3,train_0268,12526.455078125,10498.13671875,99.81367187500001,0.0,12626.26875,17.1,0.74,0.0,0.0,5.0
50,3,train_0594,12233.5361328125,10123.89453125,62.389453125,0.0,12295.9255859375,17.64,0.82,0.0,0.0,5.0
51,3,train_0219,12670.36328125,10275.09765625,77.509765625,0.0,12747.873046875,17.3,0.64,0.0,0.0,5.0
52,3,train_0099,12155.5390625,9877.6396484375,37.76396484375,0.0,12193.30302734375,18.16,0.68,0.0,0.0,5.0
53,3,train_0117,12134.203125,10089.1484375,58.91484375,0.0,12193.11796875,15.9,0.52,0.0,0.0,5.0
54,3,train_0286,12887.294921875,10349.853515625,84.9853515625,0.0,12972.2802734375,15.06,0.66,0.0,0.0,5.0
55,3,train_0356,12477.26953125,10703.7197265625,120.37197265625001,0.0,12597.64150390625,16.16,0.58,0.0,0.0,5.0
56,3,train_0195,12694.1875,10552.568359375,105.2568359375,0.0,12799.4443359375,17.0,0.64,0.0,0.0,5.0
57,3,train_0261,12449.8701171875,10462.53125,96.25312500000001,0.0,12546.1232421875,17.26,0.74,0.0,0.0,5.0
58,3,train_0397,12088.943359375,10485.2734375,98.52734375,0.0,12187.470703125,15.84,0.72,0.0,0.0,5.0
59,3,train_0179,12349.013671875,9769.025390625,26.9025390625,0.0,12375.9162109375,14.18,0.76,0.0,0.0,5.0
60,3,train_0578,12357.142578125,10196.447265625,69.6447265625,0.0,12426.7873046875,17.12,0.76,0.0,0.0,5.0
61,3,train_0125,12408.0439453125,9805.341796875,30.5341796875,0.0,12438.578125,16.72,0.78,0.0,0.0,5.0
62,3,train_0561,12369.6865234375,10659.53515625,115.95351562500001,0.0,12485.6400390625,16.56,0.6,0.0,0.0,5.0
63,3,train_0524,11832.94140625,9748.52734375,24.852734375,0.0,11857.794140625,16.16,0.68,0.0,0.0,5.0
64,3,train_0574,12664.708984375,10394.130859375,89.4130859375,0.0,12754.1220703125,14.56,0.68,0.0,0.0,5.0
65,3,train_0478,12717.712890625,10265.447265625,76.5447265625,0.0,12794.2576171875,16.64,0.54,0.0,0.0,5.0
66,3,train_0317,12253.61328125,10083.275390625,58.3275390625,0.0,12311.9408203125,15.78,0.62,0.0,0.0,5.0
67,3,train_0364,12818.396484375,10197.04296875,69.704296875,0.0,12888.10078125,18.34,0.64,0.0,0.0,5.0
68,3,train_0124,12649.57421875,10263.279296875,76.3279296875,0.0,12725.9021484375,18.48,0.7,0.0,0.0,5.0
69,3,train_0207,12134.78515625,9928.451171875,42.8451171875,0.0,12177.6302734375,15.14,0.56,0.0,0.0,5.0
70,3,train_0277,12600.873046875,10123.6962890625,62.36962890625,0.0,12663.24267578125,16.34,0.62,0.0,0.0,5.0
71,3,train_0568,12964.59765625,10410.0322265625,91.00322265625,0.0,13055.60087890625,16.66,0.6,0.0,0.0,5.0
72,3,train_0476,12282.345703125,10204.33203125,70.433203125,0.0,12352.77890625,19.94,0.7,0.0,0.0,5.0
73,3,train_0338,12920.1572265625,9887.58203125,38.758203125,0.0,12958.9154296875,16.36,0.72,0.0,0.0,5.0
74,3,train_0357,12243.9609375,10163.482421875,66.3482421875,0.0,12310.3091796875,15.36,0.7,0.0,0.0,5.0
75,3,train_0259,12584.2099609375,10217.0673828125,71.70673828125,0.0,12655.91669921875,15.24,0.68,0.0,0.0,5.0
76,3,train_0251,12806.6669921875,9973.6953125,47.36953125,0.0,12854.0365234375,15.76,0.6,0.0,0.0,5.0
77,3,train_0540,12786.31640625,10268.412109375,76.84121093750001,0.0,12863.1576171875,15.98,0.68,0.0,0.0,5.0
78,3,train_0002,12647.044921875,10061.474609375,56.1474609375,0.0,12703.1923828125,13.18,0.5,0.0,0.0,5.0
79,3,train_0191,12492.962890625,10324.39453125,82.439453125,0.0,12575.40234375,15.74,0.72,0.0,0.0,5.0
80,4,train_0245,12183.546875,10041.25,54.125,0.0,12237.671875,15.72,0.66,0.0,0.0,5.0
81,4,train_0417,12445.439453125,9900.716796875,40.0716796875,0.0,12485.5111328125,14.86,0.64,0.0,0.0,5.0
82,4,train_0247,12771.21875,10468.3232421875,96.83232421875,0.0,12868.05107421875,15.4,0.68,0.0,0.0,5.0
83,4,train_0188,12893.138671875,9798.8681640625,29.886816406250002,0.0,12923.02548828125,14.06,0.58,0.0,0.0,5.0
84,4,train_0047,12597.974609375,9858.3359375,35.83359375,0.0,12633.808203125,13.32,0.74,0.0,0.0,5.0
85,4,train_0156,12476.3935546875,9988.16015625,48.816015625000006,0.0,12525.2095703125,15.36,0.8,0.0,0.0,5.0
86,4,train_0063,12873.3603515625,10075.201171875,57.520117187500006,0.0,12930.88046875,16.56,0.56,0.0,0.0,5.0
87,4,train_0420,12668.3515625,9856.134765625,35.613476562500004,0.0,12703.9650390625,15.72,0.54,0.0,0.0,5.0
88,4,train_0256,12688.830078125,10057.2138671875,55.721386718750004,0.0,12744.55146484375,17.18,0.68,0.0,0.0,5.0
89,4,train_0136,12860.58203125,9729.1513671875,22.915136718750002,0.0,12883.49716796875,17.76,0.76,0.0,0.0,5.0
90,4,train_0324,12697.5859375,9950.1923828125,45.019238281250004,0.0,12742.60517578125,15.14,0.62,0.0,0.0,5.0
91,4,train_0295,12592.9111328125,9816.912109375,31.691210937500003,0.0,12624.60234375,15.92,0.58,0.0,0.0,5.0
92,4,train_0283,12653.0078125,10176.923828125,67.6923828125,0.0,12720.7001953125,15.2,0.6,0.0,0.0,5.0
93,4,train_0348,12820.873046875,10080.978515625,58.097851562500004,0.0,12878.9708984375,16.48,0.7,0.0,0.0,5.0
94,4,train_0375,12584.30078125,10530.541015625,103.05410156250001,0.0,12687.3548828125,15.38,0.76,0.0,0.0,5.0
95,4,train_0113,12271.34765625,10024.533203125,52.453320312500004,0.0,12323.8009765625,17.5,0.72,0.0,0.0,5.0
96,5,train_0093,12350.21875,9854.3486328125,35.43486328125,0.0,12385.65361328125,17.82,0.58,0.0,0.0,5.0
97,5,train_0438,12423.7060546875,10099.7841796875,59.97841796875,0.0,12483.68447265625,17.68,0.54,0.0,0.0,5.0
98,5,train_0583,12620.3984375,10070.947265625,57.0947265625,0.0,12677.4931640625,15.22,0.7,0.0,0.0,5.0
99,5,train_0329,12791.0703125,9873.01171875,37.301171875,0.0,12828.371484375,17.5,0.74,0.0,0.0,5.0
100,5,train_0270,12582.9052734375,10024.5419921875,52.454199218750006,0.0,12635.35947265625,14.7,0.64,0.0,0.0,5.0
101,5,train_0372,12563.21484375,10314.94921875,81.494921875,0.0,12644.709765625,16.3,0.58,0.0,0.0,5.0
102,5,train_0020,12909.810546875,10499.5185546875,99.95185546875001,0.0,13009.76240234375,16.38,0.7,0.0,0.0,5.0
103,5,train_0223,12604.5771484375,9694.21875,19.421875,0.0,12623.9990234375,14.7,0.56,0.0,0.0,5.0
104,5,train_0215,12658.6279296875,10423.9453125,92.39453125,0.0,12751.0224609375,16.26,0.72,0.0,0.0,5.0
105,5,train_0252,12365.390625,9864.8330078125,36.48330078125,0.0,12401.87392578125,14.96,0.54,0.0,0.0,5.0
106,5,train_0446,12453.2138671875,9856.56640625,35.656640625,0.0,12488.8705078125,15.1,0.72,0.0,0.0,5.0
107,5,train_0296,13074.85546875,9952.8203125,45.28203125,0.0,13120.1375,14.9,0.48,0.0,0.0,5.0
108,5,train_0513,12446.3955078125,10123.552734375,62.3552734375,0.0,12508.75078125,15.46,0.6,0.0,0.0,5.0
109,5,train_0281,13159.9365234375,9999.8486328125,49.98486328125,0.0,13209.92138671875,15.8,0.46,0.0,0.0,5.0
110,5,train_0020,12949.251953125,10415.193359375,91.5193359375,0.0,13040.7712890625,14.64,0.72,0.0,0.0,5.0
111,5,train_0405,12269.9970703125,10384.3623046875,88.43623046875001,0.0,12358.43330078125,16.42,0.68,0.0,0.0,5.0
112,6,train_0478,12398.15625,10485.48046875,98.54804687500001,0.0,12496.704296875,16.68,0.56,0.0,0.0,5.0
113,6,train_0346,13035.439453125,10350.974609375,85.0974609375,0.0,13120.5369140625,16.46,0.74,0.0,0.0,5.0
114,6,train_0562,12438.78515625,10118.53125,61.853125000000006,0.0,12500.63828125,16.22,0.68,0.0,0.0,5.0
115,6,train_0249,12692.5751953125,10245.203125,74.5203125,0.0,12767.0955078125,15.76,0.6,0.0,0.0,5.0
116,6,train_0478,12940.84375,10102.2470703125,60.224707031250006,0.0,13001.06845703125,15.32,0.76,0.0,0.0,5.0
117,6,train_0001,12395.5009765625,9843.771484375,34.377148437500004,0.0,12429.878125,13.06,0.48,0.0,0.0,5.0
118,6,train_0023,12393.0830078125,9750.6201171875,25.06201171875,0.0,12418.14501953125,14.7,0.72,0.0,0.0,5.0
119,6,train_0476,12622.7978515625,9808.1083984375,30.810839843750003,0.0,12653.60869140625,20.22,0.68,0.0,0.0,5.0
120,6,train_0524,11802.7666015625,9774.0712890625,27.40712890625,0.0,11830.17373046875,16.86,0.78,0.0,0.0,5.0
121,6,train_0311,12581.53125,9952.26171875,45.226171875000006,0.0,12626.757421875,14.84,0.7,0.0,0.0,5.0
122,6,train_0451,12924.802734375,10019.47265625,51.947265625,0.0,12976.75,15.94,0.8,0.0,0.0,5.0
123,6,train_0195,12769.51953125,10192.818359375,69.2818359375,0.0,12838.8013671875,17.9,0.6,0.0,0.0,5.0
124,6,train_0436,12858.2353515625,10216.6640625,71.66640625000001,0.0,12929.9017578125,15.56,0.64,0.0,0.0,5.0
125,6,train_0299,13147.9384765625,9616.9345703125,11.69345703125,0.0,13159.63193359375,13.94,0.62,0.0,0.0,5.0
126,6,train_0182,13113.2890625,10121.853515625,62.1853515625,0.0,13175.4744140625,16.68,0.6,0.0,0.0,5.0
127,6,train_0056,12193.265625,9565.822265625,6.582226562500001,0.0,12199.8478515625,17.82,0.82,0.0,0.0,5.0
128,7,train_0104,12890.359375,9668.75390625,16.875390625,0.0,12907.234765625,17.62,0.6,0.0,0.0,5.0
129,7,train_0542,12273.333984375,10220.294921875,72.0294921875,0.0,12345.3634765625,15.36,0.78,0.0,0.0,5.0
130,7,train_0266,12914.6484375,10103.5654296875,60.356542968750006,0.0,12975.00498046875,16.26,0.54,0.0,0.0,5.0
131,7,train_0593,12762.78125,10090.677734375,59.0677734375,0.0,12821.8490234375,14.38,0.76,0.0,0.0,5.0
132,7,train_0211,12541.271484375,10243.5556640625,74.35556640625,0.0,12615.62705078125,16.48,0.72,0.0,0.0,5.0
133,7,train_0035,13177.482421875,10446.9091796875,94.69091796875,0.0,13272.17333984375,17.44,0.56,0.0,0.0,5.0
134,7,train_0153,12410.5546875,10108.078125,60.807812500000004,0.0,12471.3625,17.62,0.7,0.0,0.0,5.0
135,7,train_0214,12602.59765625,9578.5830078125,7.8583007812500005,0.0,12610.45595703125,14.28,0.54,0.0,0.0,5.0
136,7,train_0420,12702.5244140625,10028.09375,52.809375,0.0,12755.3337890625,15.42,0.58,0.0,0.0,5.0
137,7,train_0438,12430.333984375,9803.64453125,30.364453125,0.0,12460.6984375,16.26,0.6,0.0,0.0,5.0
138,7,train_0442,12877.037109375,10212.271484375,71.2271484375,0.0,12948.2642578125,13.78,0.64,0.0,0.0,5.0
139,7,train_0188,12689.974609375,10076.08984375,57.608984375000006,0.0,12747.58359375,14.2,0.66,0.0,0.0,5.0
140,7,train_0228,12654.9951171875,9936.83203125,43.683203125000006,0.0,12698.6783203125,14.58,0.58,0.0,0.0,5.0
141,7,train_0340,12350.82421875,10374.892578125,87.4892578125,0.0,12438.3134765625,17.46,0.5,0.0,0.0,5.0
142,7,train_0363,12981.6982421875,9826.1015625,32.61015625,0.0,13014.3083984375,15.62,0.56,0.0,0.0,5.0
143,7,train_0249,12606.0,10192.8681640625,69.28681640625,0.0,12675.28681640625,16.3,0.6,0.0,0.0,5.0
144,7,train_0114,12794.0185546875,9514.958984375,1.4958984375000002,0.0,12795.514453125,16.46,0.72,0.0,0.0,5.0
145,7,train_0464,12674.0244140625,9759.4765625,25.94765625,0.0,12699.9720703125,15.92,0.72,0.0,0.0,5.0
146,7,train_0312,12400.080078125,9884.953125,38.495312500000004,0.0,12438.575390625,15.72,0.72,0.0,0.0,5.0
147,7,train_0575,13206.482421875,10432.095703125,93.2095703125,0.0,13299.6919921875,17.44,0.74,0.0,0.0,5.0
148,7,train_0567,13832.423828125,10054.234375,55.423437500000006,0.0,13887.847265625,16.36,0.64,0.0,0.0,5.0
149,7,train_0533,12438.203125,9841.455078125,34.1455078125,0.0,12472.3486328125,16.22,0.56,0.0,0.0,5.0
150,7,train_0576,12487.173828125,9991.56640625,49.156640625,0.0,12536.33046875,15.34,0.64,0.0,0.0,5.0
151,7,train_0372,12756.0400390625,10117.400390625,61.7400390625,0.0,12817.780078125,17.3,0.7,0.0,0.0,5.0
152,7,train_0178,12278.443359375,10097.55078125,59.755078125000004,0.0,12338.1984375,15.4,0.72,0.0,0.0,5.0
153,7,train_0096,12796.005859375,10106.3681640625,60.636816406250006,0.0,12856.64267578125,16.88,0.84,0.0,0.0,5.0
154,7,train_0063,12670.44921875,10140.73828125,64.073828125,0.0,12734.523046875,15.28,0.58,0.0,0.0,5.0
155,7,train_0568,13151.2109375,10240.173828125,74.0173828125,0.0,13225.2283203125,15.82,0.74,0.0,0.0,5.0
156,7,train_0162,11829.2470703125,9593.7578125,9.375781250000001,0.0,11838.6228515625,15.26,0.56,0.0,0.0,5.0
157,7,train_0014,12650.169921875,10204.65234375,70.46523437500001,0.0,12720.63515625,17.3,0.78,0.0,0.0,5.0
158,7,train_0022,12554.189453125,10234.2431640625,73.42431640625,0.0,12627.61376953125,17.42,0.68,0.0,0.0,5.0
159,7,train_0178,12905.90234375,9723.755859375,22.375585937500002,0.0,12928.2779296875,14.9,0.7,0.0,0.0,5.0
160,8,train_0587,12733.52734375,9790.888671875,29.0888671875,0.0,12762.6162109375,15.84,0.7,0.0,0.0,5.0
161,8,train_0168,12960.21484375,10177.009765625,67.7009765625,0.0,13027.9158203125,17.2,0.68,0.0,0.0,5.0
162,8,train_0061,12203.6474609375,10038.7333984375,53.87333984375,0.0,12257.52080078125,15.48,0.64,0.0,0.0,5.0
163,8,train_0403,13280.919921875,9847.8671875,34.78671875,0.0,13315.706640625,14.68,0.44,0.0,0.0,5.0
164,8,train_0035,13374.2421875,10469.5087890625,96.95087890625001,0.0,13471.19306640625,16.34,0.72,0.0,0.0,5.0
165,8,train_0292,12934.595703125,9925.25,42.525000000000006,0.0,12977.120703125,18.8,0.62,0.0,0.0,5.0
166,8,train_0051,12586.7373046875,10462.283203125,96.2283203125,0.0,12682.965625,18.06,0.72,0.0,0.0,5.0
167,8,train_0055,13059.30859375,9783.6640625,28.36640625,0.0,13087.675,15.22,0.72,0.0,0.0,5.0
168,8,train_0216,12249.990234375,10062.49609375,56.249609375000006,0.0,12306.23984375,17.84,0.58,0.0,0.0,5.0
169,8,train_0007,13107.92578125,10943.1376953125,144.31376953125002,0.0,13252.23955078125,15.86,0.76,0.0,0.0,5.0
170,8,train_0510,13110.33984375,10357.279296875,85.72792968750001,0.0,13196.0677734375,15.34,0.66,0.0,0.0,5.0
171,8,train_0362,12272.837890625,9558.80859375,5.880859375,0.0,12278.71875,13.8,0.72,0.0,0.0,5.0
172,8,train_0560,12867.021484375,9951.8916015625,45.189160156250004,0.0,12912.21064453125,16.96,0.64,0.0,0.0,5.0
173,8,train_0294,12560.01171875,9795.421875,29.5421875,0.0,12589.55390625,15.06,0.7,0.0,0.0,5.0
174,8,train_0333,12952.35546875,9995.685546875,49.568554687500004,0.0,13001.9240234375,16.16,0.78,0.0,0.0,5.0
175,8,train_0360,12498.1748046875,9926.94140625,42.694140625,0.0,12540.8689453125,15.5,0.64,0.0,0.0,5.0
176,9,train_0279,12451.8056640625,10274.1767578125,77.41767578125001,0.0,12529.22333984375,16.5,0.6,0.0,0.0,5.0
177,9,train_0338,12755.0556640625,10236.4443359375,73.64443359375001,0.0,12828.70009765625,15.6,0.66,0.0,0.0,5.0
178,9,train_0343,13201.203125,10526.017578125,102.60175781250001,0.0,13303.8048828125,17.82,0.76,0.0,0.0,5.0
179,9,train_0534,12442.392578125,10133.90625,63.390625,0.0,12505.783203125,16.24,0.68,0.0,0.0,5.0
180,9,train_0182,13065.0068359375,10159.1279296875,65.91279296875,0.0,13130.91962890625,15.82,0.56,0.0,0.0,5.0
181,9,train_0551,12159.5302734375,9847.955078125,34.7955078125,0.0,12194.32578125,15.84,0.72,0.0,0.0,5.0
182,9,train_0103,12212.845703125,9805.99609375,30.599609375,0.0,12243.4453125,16.06,0.72,0.0,0.0,5.0
183,9,train_0112,12655.75390625,10000.8984375,50.08984375,0.0,12705.84375,16.46,0.72,0.0,0.0,5.0
184,9,train_0153,12367.447265625,10203.95703125,70.395703125,0.0,12437.84296875,17.18,0.72,0.0,0.0,5.0
185,9,train_0565,12917.9091796875,10421.35546875,92.135546875,0.0,13010.0447265625,16.62,0.68,0.0,0.0,5.0
186,9,train_0146,12545.810546875,9974.8828125,47.48828125,0.0,12593.298828125,14.98,0.76,0.0,0.0,5.0
187,9,train_0472,12812.681640625,10276.04296875,77.604296875,0.0,12890.2859375,17.54,0.6,0.0,0.0,5.0
188,9,train_0349,12440.2177734375,9885.623046875,38.5623046875,0.0,12478.780078125,15.1,0.68,0.0,0.0,5.0
189,9,train_0383,12524.7392578125,9935.517578125,43.5517578125,0.0,12568.291015625,15.86,0.66,0.0,0.0,5.0
190,9,train_0046,12289.841796875,9938.001953125,43.8001953125,0.0,12333.6419921875,16.26,0.78,0.0,0.0,5.0
191,9,train_0395,12406.1640625,10151.666015625,65.1666015625,0.0,12471.3306640625,15.02,0.66,0.0,0.0,5.0
192,10,train_0041,12782.7265625,9685.6328125,18.56328125,0.0,12801.28984375,14.6,0.72,0.0,0.0,5.0
193,10,train_0327,12943.564453125,9989.0625,48.90625,0.0,12992.470703125,17.52,0.7,0.0,0.0,5.0
194,10,train_0472,12807.71484375,9912.70703125,41.270703125000004,0.0,12848.985546875,16.92,0.7,0.0,0.0,5.0
195,10,train_0550,12455.533203125,10088.24609375,58.824609375,0.0,12514.3578125,18.38,0.74,0.0,0.0,5.0
196,10,train_0593,12445.0390625,9967.052734375,46.705273437500004,0.0,12491.7443359375,13.7,0.8,0.0,0.0,5.0
197,10,train_0139,12407.5751953125,9734.6162109375,23.46162109375,0.0,12431.03681640625,12.6,0.72,0.0,0.0,5.0
198,10,train_0460,12882.173828125,9957.8525390625,45.785253906250006,0.0,12927.95908203125,14.58,0.48,0.0,0.0,5.0
199,10,train_0359,12697.19140625,10384.7998046875,88.47998046875,0.0,12785.67138671875,15.0,0.64,0.0,0.0,5.0
200,10,train_0440,12967.939453125,10144.1240234375,64.41240234375,0.0,13032.35185546875,16.7,0.62,0.0,0.0,5.0
201,10,train_0488,12668.5107421875,9886.9609375,38.69609375,0.0,12707.2068359375,14.42,0.82,0.0,0.0,5.0
202,10,train_0284,12277.439453125,10039.060546875,53.9060546875,0.0,12331.3455078125,16.0,0.78,0.0,0.0,5.0
203,10,train_0080,13047.9794921875,10030.5234375,53.052343750000006,0.0,13101.0318359375,14.58,0.72,0.0,0.0,5.0
204,10,train_0473,12394.63671875,10151.58203125,65.158203125,0.0,12459.794921875,16.44,0.7,0.0,0.0,5.0
205,10,train_0369,12736.19140625,9652.1005859375,15.21005859375,0.0,12751.40146484375,13.7,0.64,0.0,0.0,5.0
206,10,train_0080,13278.693359375,9969.2255859375,46.922558593750004,0.0,13325.61591796875,15.62,0.72,0.0,0.0,5.0
207,10,train_0241,12245.5693359375,10077.69140625,57.769140625000006,0.0,12303.3384765625,15.7,0.58,0.0,0.0,5.0
208,10,train_0087,12779.232421875,10179.26171875,67.92617187500001,0.0,12847.15859375,15.88,0.84,0.0,0.0,5.0
209,10,train_0459,12802.48046875,9841.12109375,34.112109375,0.0,12836.592578125,16.38,0.76,0.0,0.0,5.0
210,10,train_0200,12872.4462890625,9753.2109375,25.321093750000003,0.0,12897.7673828125,16.94,0.76,0.0,0.0,5.0
211,10,train_0040,13052.548828125,10157.80078125,65.780078125,0.0,13118.32890625,17.34,0.74,0.0,0.0,5.0
212,10,train_0170,12473.1171875,9889.4677734375,38.94677734375,0.0,12512.06396484375,15.9,0.66,0.0,0.0,5.0
213,10,train_0364,12755.994140625,9887.6640625,38.76640625,0.0,12794.760546875,16.76,0.52,0.0,0.0,5.0
214,10,train_0354,12255.9921875,9632.259765625,13.225976562500001,0.0,12269.2181640625,14.9,0.68,0.0,0.0,5.0
215,10,train_0514,12813.4248046875,10060.32421875,56.032421875000004,0.0,12869.4572265625,15.22,0.76,0.0,0.0,5.0
216,10,train_0216,12629.8515625,9700.580078125,20.0580078125,0.0,12649.9095703125,18.5,0.74,0.0,0.0,5.0
217,10,train_0377,12948.390625,9656.03515625,15.603515625,0.0,12963.994140625,17.9,0.66,0.0,0.0,5.0
218,10,train_0566,12354.6044921875,9805.908203125,30.5908203125,0.0,12385.1953125,14.36,0.64,0.0,0.0,5.0
219,10,train_0192,13055.3955078125,9876.0966796875,37.60966796875,0.0,13093.00517578125,17.22,0.74,0.0,0.0,5.0
