seed,condition,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,mean_decision_latency_ms,p95_decision_latency_ms,decision_calls
2002,price_noise_low,11262.550679782224,10805.491887006248,130.54918870062485,0.0,11393.099868482848,8.3,0.64,0.0,0.0,5.0,7.735899998806417,10.00867998227477,5.0
2002,price_noise_high,11358.148829998405,10788.106749351853,128.81067493518532,0.0,11486.95950493359,10.56,0.72,0.0,0.0,6.0,6.6288999902705354,7.316774979699403,6.0
2002,cef_noise_high,11256.676207160628,10652.52549871835,115.25254987183507,0.0,11371.928757032463,7.52,0.62,0.0,0.0,5.0,7.675320003181696,10.347740014549345,5.0
2002,bandwidth_dropout_20pct,11240.004882149344,10798.923677318307,129.89236773183075,0.0,11369.897249881175,8.1,0.64,0.0,0.0,5.0,9.42219999851659,13.621859985869378,5.0
2002,bandwidth_dropout_50pct,11240.004882149344,10798.923677318307,129.89236773183075,0.0,11369.897249881175,8.1,0.64,0.0,0.0,5.0,6.19966002414003,6.813900009728968,5.0
2003,clean,11364.574773062828,11074.00089265328,157.40008926532792,0.0,11521.974862328156,11.54,0.46,0.0,0.0,5.0,6.465900002513081,6.990180024877191,5.0
2003,price_noise_low,11456.757246780875,11111.700912687447,161.17009126874473,0.0,11617.92733804962,11.24,0.48,0.0,0.0,5.0,6.63339999737218,7.316360005643219,5.0
2003,price_noise_high,11659.220902745867,11168.630793690654,166.86307936906542,0.0,11826.083982114931,13.32,0.72,0.0,0.0,5.0,6.77591998828575,7.032240007538348,5.0
2003,cef_noise_high,11375.808528872607,10858.405967967123,135.84059679671228,0.0,11511.649125669319,13.48,0.5,0.0,0.0,5.0,6.61504000891,6.9442999782040715,5.0
2003,bandwidth_dropout_20pct,11364.574773062828,11074.00089265328,157.40008926532792,0.0,11521.974862328156,11.54,0.46,0.0,0.0,5.0,7.676219998393208,10.1457400014624,5.0
2003,bandwidth_dropout_50pct,11364.574773062828,11074.00089265328,157.40008926532792,0.0,11521.974862328156,11.54,0.46,0.0,0.0,5.0,10.425400012172759,15.399880032055078,5.0
2004,clean,11007.495249142754,10726.946354918458,122.69463549184584,0.0,11130.1898846346,12.38,0.74,0.0,0.0,7.0,15.23839998325067,27.891089976765215,7.0
2004,price_noise_low,10958.824542060382,10833.700702751057,133.37007027510572,0.0,11092.194612335486,10.92,0.78,0.0,0.0,5.0,12.740419991314411,25.15459998976439,5.0
2004,price_noise_high,10984.605968336791,10864.721764562204,136.4721764562204,0.0,11121.078144793011,11.22,0.8,0.0,0.0,5.0,20.103420002851635,29.94376001879573,5.0
2004,cef_noise_high,10950.79829690131,10944.021551127618,144.40215511276185,0.0,11095.200452014073,10.12,0.76,0.0,0.0,7.0,13.512885713550661,26.310110016493123,7.0
2004,bandwidth_dropout_20pct,11007.495249142754,10726.946354918458,122.69463549184584,0.0,11130.1898846346,12.38,0.74,0.0,0.0,7.0,13.872957148123533,29.30625002481974,7.0
2004,bandwidth_dropout_50pct,10977.030239894417,10738.493136005283,123.84931360052833,0.0,11100.879553494946,11.62,0.74,0.0,0.0,6.0,12.250133334115768,22.30352502374444,6.0
2005,clean,11074.745257830653,10644.178830841294,114.41788308412943,0.0,11189.163140914783,10.04,0.54,0.0,0.0,5.0,15.274519985541701,28.822680015582588,5.0
2005,price_noise_low,11093.940845641917,10694.358921140087,119.43589211400868,0.0,11213.376737755925,9.66,0.56,0.0,0.0,5.0,17.050139990169555,32.444159989245236,5.0
2005,price_noise_high,11087.842598524237,10790.02928609986,129.002928609986,0.0,11216.845527134223,12.08,0.58,0.0,0.0,5.0,12.106679985299706,23.96315998630598,5.0
2005,cef_noise_high,11092.706460118201,10570.164491029569,107.01644910295691,0.0,11199.722909221158,10.02,0.56,0.0,0.0,5.0,10.551179992035031,14.18536000419408,5.0
2005,bandwidth_dropout_20pct,11074.745257830653,10644.178830841294,114.41788308412943,0.0,11189.163140914783,10.04,0.54,0.0,0.0,5.0,15.895899978931993,26.651819981634613,5.0
2005,bandwidth_dropout_50pct,11074.04907033937,10648.728118496276,114.87281184962758,0.0,11188.921882188997,9.98,0.54,0.0,0.0,5.0,13.885659992229193,22.037719993386418,5.0
2006,clean,11112.86886993053,11060.651466454754,156.0651466454754,0.0,11268.934016576004,14.88,0.82,0.0,0.0,5.0,17.0136799919419,29.51847999356687,5.0
2006,price_noise_low,11223.202987836812,11128.290014492803,162.82900144928027,0.0,11386.031989286092,14.84,0.82,0.0,0.0,5.0,20.45365998055786,31.451659952290356,5.0
2006,price_noise_high,11255.417935923826,11242.032466770394,174.20324667703937,0.0,11429.621182600866,16.84,0.8,0.0,0.0,5.0,11.286739993374795,15.883439988829195,5.0
2006,cef_noise_high,11161.274039354099,10951.951564322204,145.1951564322204,0.0,11306.46919578632,14.2,0.82,0.0,0.0,5.0,16.779359977226704,27.14611997362226,5.0
2006,bandwidth_dropout_20pct,11112.86886993053,11060.651466454754,156.0651466454754,0.0,11268.934016576004,14.88,0.82,0.0,0.0,5.0,18.688079970888793,29.53795996727422,5.0
2006,bandwidth_dropout_50pct,11112.86886993053,11060.651466454754,156.0651466454754,0.0,11268.934016576004,14.88,0.82,0.0,0.0,5.0,13.384620030410588,26.404640020336952,5.0
2007,clean,10957.445535723044,10642.886748369001,114.2886748369001,0.0,11071.734210559944,12.44,0.66,0.0,0.0,5.0,13.706859981175512,26.04633996961638,5.0
2007,price_noise_low,10927.919018996736,10631.541115164122,113.1541115164122,0.0,11041.073130513148,12.84,0.68,0.0,0.0,5.0,13.457160000689328,26.636940031312403,5.0
2007,price_noise_high,10825.390915566997,10725.497306104826,122.54973061048258,0.0,10947.94064617748,13.62,0.64,0.0,0.0,5.0,17.876639997120947,28.489000000990927,5.0
2007,cef_noise_high,10982.754974171332,10771.140570292833,127.11405702928333,0.0,11109.869031200615,12.48,0.68,0.0,0.0,5.0,17.96090001007542,30.8476599981077,5.0
2007,bandwidth_dropout_20pct,10957.445535723044,10642.886748369001,114.2886748369001,0.0,11071.734210559944,12.44,0.66,0.0,0.0,5.0,19.499280012678355,30.760640022344887,5.0
