seed,condition,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,mean_decision_latency_ms,p95_decision_latency_ms,decision_calls
2007,bandwidth_dropout_50pct,10953.45421226212,10648.06608448692,114.80660844869199,0.0,11068.260820710813,12.3,0.66,0.0,0.0,5.0,14.017260004766285,19.00145998224616,5.0
2008,clean,11018.281489851803,10798.224335957004,129.8224335957004,0.0,11148.103923447503,9.84,0.78,0.0,0.0,5.0,15.991200017742813,28.60366000095382,5.0
2008,price_noise_low,10964.54594040291,10798.04625303745,129.80462530374498,0.0,11094.350565706654,10.0,0.78,0.0,0.0,5.0,14.611659990623593,22.858660004567355,5.0
2008,price_noise_high,10745.284505943247,10762.564401368601,126.25644013686015,0.0,10871.540946080107,11.08,0.78,0.0,0.0,5.0,17.05344000365585,27.76872001122683,5.0
2008,cef_noise_high,11032.132496202255,10822.434272788587,132.2434272788587,0.0,11164.375923481115,9.92,0.78,0.0,0.0,5.0,18.509559996891767,27.951820008456707,5.0
2008,bandwidth_dropout_20pct,11018.281489851803,10798.224335957004,129.8224335957004,0.0,11148.103923447503,9.84,0.78,0.0,0.0,5.0,18.372380000073463,28.53463999927044,5.0
2008,bandwidth_dropout_50pct,11018.281489851803,10798.224335957004,129.8224335957004,0.0,11148.103923447503,9.84,0.78,0.0,0.0,5.0,11.700920027215034,17.062660038936883,5.0
2009,clean,11032.82050598309,10759.398006083007,125.93980060830073,0.0,11158.760306591392,10.28,0.36,0.0,0.0,5.0,17.699399986304343,29.337159974966198,5.0
2009,price_noise_low,11071.43575176759,10768.135010607377,126.81350106073769,0.0,11198.24925282833,10.88,0.34,0.0,0.0,5.0,15.391699993051589,28.396059991791844,5.0
2009,price_noise_high,11017.503201723095,10853.28666338552,135.32866633855193,0.0,11152.831868061647,11.0,0.38,0.0,0.0,5.0,14.91509999614209,24.710739962756634,5.0
2009,cef_noise_high,11085.907995997535,11035.106827304571,153.51068273045712,0.0,11239.418678727992,11.6,0.36,0.0,0.0,5.0,11.852120014373213,14.690340007655323,5.0
2009,bandwidth_dropout_20pct,11032.82050598309,10759.398006083007,125.93980060830073,0.0,11158.760306591392,10.28,0.36,0.0,0.0,5.0,15.60436001745984,29.024760040920228,5.0
2009,bandwidth_dropout_50pct,11031.24461945277,10757.604691965436,125.76046919654364,0.0,11157.005088649314,10.3,0.36,0.0,0.0,5.0,20.10800001444295,29.990580037701875,5.0
2010,clean,11257.372243448397,10966.631449877608,146.66314498776083,0.0,11404.035388436158,9.68,0.74,0.0,0.0,5.0,12.801840016618371,19.224300049245358,5.0
2010,price_noise_low,11242.47175496955,10989.566789114122,148.9566789114122,0.0,11391.428433880963,9.96,0.74,0.0,0.0,5.0,18.04599998285994,24.886999977752566,5.0
2010,price_noise_high,11187.86021553263,11030.48888942723,153.04888894272298,0.0,11340.909104475353,13.04,0.78,0.0,0.0,5.0,19.973160012159497,32.096880045719445,5.0
2010,cef_noise_high,11291.2874775753,11034.939438993433,153.49394389934332,0.0,11444.781421474643,10.1,0.78,0.0,0.0,5.0,16.53331998968497,26.52323996881023,5.0
2010,bandwidth_dropout_20pct,11257.372243448397,10966.631449877608,146.66314498776083,0.0,11404.035388436158,9.68,0.74,0.0,0.0,5.0,12.116899993270636,21.462219976820048,5.0
2010,bandwidth_dropout_50pct,11257.372243448397,10966.631449877608,146.66314498776083,0.0,11404.035388436158,9.68,0.74,0.0,0.0,5.0,16.697000013664365,26.609700021799654,5.0
2011,clean,10965.988154046101,10641.758869214718,114.17588692147183,0.0,11080.164040967573,12.48,0.6,0.0,0.0,5.0,22.236979997251183,34.0059400186874,5.0
2011,price_noise_low,10977.304835285717,10669.60948943653,116.96094894365307,0.0,11094.26578422937,12.26,0.6,0.0,0.0,5.0,16.85571998823434,27.830800006631762,5.0
2011,price_noise_high,10887.32809694188,10695.063395516905,119.50633955169052,0.0,11006.83443649357,13.78,0.64,0.0,0.0,5.0,20.153359998948872,28.876140038482845,5.0
2011,cef_noise_high,10967.023219019447,10382.878598490832,88.28785984908319,0.0,11055.31107886853,12.14,0.58,0.0,0.0,5.0,13.234199990984052,23.939479980617758,5.0
2011,bandwidth_dropout_20pct,10965.988154046101,10641.758869214718,114.17588692147183,0.0,11080.164040967573,12.48,0.6,0.0,0.0,5.0,15.991940000094473,27.168980019632723,5.0
2011,bandwidth_dropout_50pct,10965.988154046101,10641.758869214718,114.17588692147183,0.0,11080.164040967573,12.48,0.6,0.0,0.0,5.0,20.975100004579872,31.03672000579536,5.0
2012,clean,11150.576137033453,10988.981137597973,148.89811375979735,0.0,11299.47425079325,10.88,0.72,0.0,0.0,5.0,17.78941999655217,27.775220002513375,5.0
2012,price_noise_low,11115.713008977455,10982.456073123994,148.24560731239944,0.0,11263.958616289854,11.8,0.78,0.0,0.0,5.0,14.204700000118464,22.800560004543513,5.0
2012,price_noise_high,10981.151626881674,11119.802349534573,161.98023495345734,0.0,11143.13186183513,12.7,0.76,0.0,0.0,5.0,16.201540012843907,27.993440022692084,5.0
2012,cef_noise_high,11172.102950443506,10943.645775897327,144.36457758973265,0.0,11316.46752803324,10.44,0.72,0.0,0.0,5.0,17.684639990329742,28.092039958573878,5.0
2012,bandwidth_dropout_20pct,11150.576137033453,10988.981137597973,148.89811375979735,0.0,11299.47425079325,10.88,0.72,0.0,0.0,5.0,19.740319973789155,43.71317997574806,5.0
2012,bandwidth_dropout_50pct,11150.576137033453,10988.981137597973,148.89811375979735,0.0,11299.47425079325,10.88,0.72,0.0,0.0,5.0,22.979000001214445,37.0873799896799,5.0
2013,clean,11433.932243004798,11084.237662824878,158.42376628248786,0.0,11592.356009287285,12.34,0.7,0.0,0.0,5.0,16.602620016783476,28.549860045313835,5.0
2013,price_noise_low,11390.906011995112,11087.6438410195,158.76438410195007,0.0,11549.670396097063,13.7,0.68,0.0,0.0,5.0,10.025239980313927,14.631599967833608,5.0
2013,price_noise_high,11216.904918077904,11065.486480138552,156.5486480138552,0.0,11373.453566091759,15.52,0.62,0.0,0.0,5.0,15.7870999770239,24.981179961469024,5.0
2013,cef_noise_high,11458.460465168653,11158.526854882373,165.85268548823734,0.0,11624.31315065689,13.7,0.64,0.0,0.0,5.0,18.090079992543906,28.92879997380078,5.0
2013,bandwidth_dropout_20pct,11433.932243004798,11084.237662824878,158.42376628248786,0.0,11592.356009287285,12.34,0.7,0.0,0.0,5.0,14.16316000977531,27.208500017877665,5.0
2013,bandwidth_dropout_50pct,11433.932243004798,11084.237662824878,158.42376628248786,0.0,11592.356009287285,12.34,0.7,0.0,0.0,5.0,18.698380002751946,28.00557998707518,5.0
2014,clean,11178.684922278338,11050.624153714347,155.0624153714347,0.0,11333.747337649773,15.28,0.74,0.0,0.0,7.0,12.686800003783512,18.226449994836,7.0
2014,price_noise_low,11273.857819583376,11046.099051125246,154.6099051125246,0.0,11428.4677246959,15.56,0.7,0.0,0.0,8.0,17.63958750234451,28.37234499165788,8.0
2014,price_noise_high,11359.642368653584,11259.432405669995,175.94324056699952,0.0,11535.585609220583,13.54,0.76,0.0,0.0,7.0,18.772771432330565,31.563710019690916,7.0
2014,cef_noise_high,11196.298321293763,11034.067703893441,153.4067703893441,0.0,11349.705091683107,16.1,0.7,0.0,0.0,7.0,14.469528562455837,27.85735998768359,7.0
2014,bandwidth_dropout_20pct,11137.634303098155,11054.062528807855,155.40625288078556,0.0,11293.040555978941,15.28,0.74,0.0,0.0,7.0,16.118042852862605,26.228560012532398,7.0
2014,bandwidth_dropout_50pct,11175.416086063802,11054.657316146195,155.46573161461947,0.0,11330.881817678423,15.18,0.74,0.0,0.0,7.0,12.705357138267052,25.740459986263875,7.0
2015,clean,11346.296869272473,11103.352775385429,160.33527753854287,0.0,11506.632146811016,11.74,0.62,0.0,0.0,5.0,14.779840013943613,27.311580034438517,5.0
2015,price_noise_low,11287.261238111245,10931.069253711466,143.10692537114664,0.0,11430.368163482392,11.94,0.62,0.0,0.0,5.0,19.494319986552,28.630679997149855,5.0
2015,price_noise_high,11196.33975706304,11022.621254066355,152.26212540663548,0.0,11348.601882469677,14.04,0.6,0.0,0.0,5.0,14.255959982983768,24.47693998692557,5.0
