seed,n_workloads,electricity_cost,carbon_emissions_kg,carbon_trading_cost,carbon_trading_revenue,system_cost,mean_start_delay_slots,remote_subtask_fraction,fallback_actions,capacity_violations,decision_epochs,mean_decision_latency_ms,p95_decision_latency_ms,decision_calls,slack_scale
2015,,11346.296869272473,11103.352775385429,160.33527753854287,0.0,11506.632146811016,11.74,0.62,0.0,0.0,5.0,16.882900008931756,26.80389997549355,5.0,1.0
2016,,11202.729458189498,10994.659642386105,149.46596423861047,0.0,11352.195422428109,12.16,0.46,0.0,0.0,5.0,15.87324000429362,27.69562001340091,5.0,1.0
2017,,11027.940947878866,10801.149965031995,130.11499650319948,0.0,11158.055944382066,11.34,0.64,0.0,0.0,5.0,14.085239998530596,25.55751997279003,5.0,1.0
2018,,11357.394985932195,10573.149789726243,107.31497897262435,0.0,11464.70996490482,11.04,0.58,0.0,0.0,5.0,18.716199998743832,28.827280004043132,5.0,1.0
2019,,11196.395342252918,10941.71010290019,144.17101029001898,0.0,11340.566352542937,14.0,0.8,0.0,0.0,5.0,16.397860017605126,27.35186000354588,5.0,1.0
2000,,11054.264174495313,10706.670172557671,120.66701725576713,0.0,11174.93119175108,12.24,0.72,0.0,0.0,6.0,18.430833326419815,29.878400033339858,6.0,1.5
2001,,10969.989805856592,10876.320177318295,137.63201773182956,0.0,11107.621823588423,19.42,0.6,0.0,0.0,6.0,15.899499985001361,27.075725040049292,6.0,1.5
2002,,11141.318362972299,10764.180089661622,126.41800896616223,0.0,11267.736371938461,10.72,0.66,0.0,0.0,5.0,15.874660003464669,30.65356002189219,5.0,1.5
2003,,11227.426248581642,10974.596894921897,147.45968949218968,0.0,11374.885938073832,16.96,0.36,0.0,0.0,5.0,8.155640005134046,10.76009999960661,5.0,1.5
2004,,10985.251718700394,10686.336430776064,118.6336430776064,0.0,11103.885361778,16.76,0.8,0.0,0.0,7.0,6.669385716252561,6.953710020752624,7.0,1.5
2005,,11010.336928889416,10631.13916039573,113.1139160395731,0.0,11123.450844928988,12.34,0.52,0.0,0.0,5.0,6.699179986026138,7.0394800044596195,5.0,1.5
2006,,11046.382336438426,10831.103816442059,133.1103816442059,0.0,11179.492718082633,20.36,0.82,0.0,0.0,6.0,6.501649991453935,6.764549951185472,6.0,1.5
2007,,10879.87573231203,10587.344150383957,108.73441503839568,0.0,10988.610147350426,16.54,0.64,0.0,0.0,5.0,6.609159999061376,6.941060000099242,5.0,1.5
2008,,10991.71707462168,10763.429494713608,126.34294947136078,0.0,11118.06002409304,10.86,0.76,0.0,0.0,5.0,6.702279997989535,6.933099986054003,5.0,1.5
2009,,10977.577573951827,10669.232996328032,116.92329963280318,0.0,11094.50087358463,12.84,0.4,0.0,0.0,5.0,6.883860006928444,7.251540012657642,5.0,1.5
2010,,11125.344357152204,11070.209859739723,157.02098597397236,0.0,11282.365343126176,14.4,0.7,0.0,0.0,5.0,6.544140004552901,7.433159998618066,5.0,1.5
2011,,10893.94017664012,10535.110728979813,103.5110728979813,0.0,10997.451249538102,15.66,0.62,0.0,0.0,7.0,6.8690142777216225,8.249010011786593,7.0,1.5
2012,,10998.411868331532,11002.37049124566,150.23704912456597,0.0,11148.648917456097,16.86,0.76,0.0,0.0,5.0,5.9843999915756285,6.441900006029755,5.0,1.5
2013,,11246.714045033044,11142.508486075469,164.25084860754689,0.0,11410.964893640592,19.48,0.58,0.0,0.0,5.0,7.05070000840351,8.231339987833053,5.0,1.5
2014,,11103.797518426825,10955.686228587248,145.56862285872486,0.0,11249.36614128555,17.88,0.74,0.0,0.0,9.0,6.291288901896526,7.363020000047982,9.0,1.5
2015,,11212.382795225043,11021.588867219925,152.15888672199253,0.0,11364.541681947036,18.54,0.66,0.0,0.0,5.0,8.093679987359792,8.820159977767617,5.0,1.5
2016,,11247.963125915727,10911.39847552251,141.139847552251,0.0,11389.102973467978,15.62,0.46,0.0,0.0,5.0,7.254660001490265,7.834360015112907,5.0,1.5
2017,,10977.185496484059,10720.114774132751,122.01147741327514,0.0,11099.196973897333,13.3,0.6,0.0,0.0,5.0,7.856159994844347,9.947879996616393,5.0,1.5
2018,,11121.943699475036,10714.392069606543,121.43920696065435,0.0,11243.38290643569,14.92,0.58,0.0,0.0,5.0,7.18189999461174,7.556680007837713,5.0,1.5
2019,,11041.439447269084,10889.16216419419,138.91621641941893,0.0,11180.355663688502,18.72,0.7,0.0,0.0,5.0,6.607019994407892,6.831999984569848,5.0,1.5
